# id;timestamp;commentText;codeText;commentWords;codeWords
MetricConfig -> public long getLong(String key, long defaultValue);1471435310;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a long.;public long getLong(String key, long defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Long.parseLong(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,long;public,long,get,long,string,key,long,default,value,string,argument,get,property,key,null,return,argument,null,default,value,long,parse,long,argument
MetricConfig -> public long getLong(String key, long defaultValue);1495637163;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a long.;public long getLong(String key, long defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Long.parseLong(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,long;public,long,get,long,string,key,long,default,value,string,argument,get,property,key,null,return,argument,null,default,value,long,parse,long,argument
MetricConfig -> public boolean getBoolean(String key, boolean defaultValue);1471435310;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a boolean.;public boolean getBoolean(String key, boolean defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Boolean.parseBoolean(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,boolean;public,boolean,get,boolean,string,key,boolean,default,value,string,argument,get,property,key,null,return,argument,null,default,value,boolean,parse,boolean,argument
MetricConfig -> public boolean getBoolean(String key, boolean defaultValue);1495637163;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a boolean.;public boolean getBoolean(String key, boolean defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Boolean.parseBoolean(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,boolean;public,boolean,get,boolean,string,key,boolean,default,value,string,argument,get,property,key,null,return,argument,null,default,value,boolean,parse,boolean,argument
MetricConfig -> public float getFloat(String key, float defaultValue);1471435310;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a float.;public float getFloat(String key, float defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Float.parseFloat(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,float;public,float,get,float,string,key,float,default,value,string,argument,get,property,key,null,return,argument,null,default,value,float,parse,float,argument
MetricConfig -> public float getFloat(String key, float defaultValue);1495637163;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a float.;public float getFloat(String key, float defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Float.parseFloat(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,float;public,float,get,float,string,key,float,default,value,string,argument,get,property,key,null,return,argument,null,default,value,float,parse,float,argument
MetricConfig -> public double getDouble(String key, double defaultValue);1471435310;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a double.;public double getDouble(String key, double defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Double.parseDouble(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,double;public,double,get,double,string,key,double,default,value,string,argument,get,property,key,null,return,argument,null,default,value,double,parse,double,argument
MetricConfig -> public double getDouble(String key, double defaultValue);1495637163;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as a double.;public double getDouble(String key, double defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Double.parseDouble(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,a,double;public,double,get,double,string,key,double,default,value,string,argument,get,property,key,null,return,argument,null,default,value,double,parse,double,argument
MetricConfig -> public int getInteger(String key, int defaultValue);1471435310;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as an int.;public int getInteger(String key, int defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Integer.parseInt(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,an,int;public,int,get,integer,string,key,int,default,value,string,argument,get,property,key,null,return,argument,null,default,value,integer,parse,int,argument
MetricConfig -> public int getInteger(String key, int defaultValue);1495637163;Searches for the property with the specified key in this property list._If the key is not found in this property list, the default property list,_and its defaults, recursively, are then checked. The method returns the_default value argument if the property is not found.__@param key          the hashtable key._@param defaultValue a default value._@return the value in this property list with the specified key value parsed as an int.;public int getInteger(String key, int defaultValue) {_		String argument = getProperty(key, null)__		return argument == null_			? defaultValue_			: Integer.parseInt(argument)__	};searches,for,the,property,with,the,specified,key,in,this,property,list,if,the,key,is,not,found,in,this,property,list,the,default,property,list,and,its,defaults,recursively,are,then,checked,the,method,returns,the,default,value,argument,if,the,property,is,not,found,param,key,the,hashtable,key,param,default,value,a,default,value,return,the,value,in,this,property,list,with,the,specified,key,value,parsed,as,an,int;public,int,get,integer,string,key,int,default,value,string,argument,get,property,key,null,return,argument,null,default,value,integer,parse,int,argument
