# id;timestamp;commentText;codeText;commentWords;codeWords
GoogleCloudStorageService -> static Integer toTimeout(final TimeValue timeout);1524684173;Converts timeout values from the settings to a timeout value for the Google Cloud SDK *;static Integer toTimeout(final TimeValue timeout) {_        _        if (timeout == null || TimeValue.ZERO.equals(timeout)) {_            return null__        }_        _        if (TimeValue.MINUS_ONE.equals(timeout)) {_            _            return 0__        }_        return Math.toIntExact(timeout.getMillis())__    };converts,timeout,values,from,the,settings,to,a,timeout,value,for,the,google,cloud,sdk;static,integer,to,timeout,final,time,value,timeout,if,timeout,null,time,value,zero,equals,timeout,return,null,if,time,value,equals,timeout,return,0,return,math,to,int,exact,timeout,get,millis
GoogleCloudStorageService -> static Integer toTimeout(final TimeValue timeout);1526449283;Converts timeout values from the settings to a timeout value for the Google_Cloud SDK;static Integer toTimeout(final TimeValue timeout) {_        _        if (timeout == null || TimeValue.ZERO.equals(timeout)) {_            _            return -1__        }_        _        if (TimeValue.MINUS_ONE.equals(timeout)) {_            _            return 0__        }_        return Math.toIntExact(timeout.getMillis())__    };converts,timeout,values,from,the,settings,to,a,timeout,value,for,the,google,cloud,sdk;static,integer,to,timeout,final,time,value,timeout,if,timeout,null,time,value,zero,equals,timeout,return,1,if,time,value,equals,timeout,return,0,return,math,to,int,exact,timeout,get,millis
GoogleCloudStorageService -> static Integer toTimeout(final TimeValue timeout);1529341607;Converts timeout values from the settings to a timeout value for the Google_Cloud SDK;static Integer toTimeout(final TimeValue timeout) {_        _        if (timeout == null || TimeValue.ZERO.equals(timeout)) {_            _            return -1__        }_        _        if (TimeValue.MINUS_ONE.equals(timeout)) {_            _            return 0__        }_        return Math.toIntExact(timeout.getMillis())__    };converts,timeout,values,from,the,settings,to,a,timeout,value,for,the,google,cloud,sdk;static,integer,to,timeout,final,time,value,timeout,if,timeout,null,time,value,zero,equals,timeout,return,1,if,time,value,equals,timeout,return,0,return,math,to,int,exact,timeout,get,millis
GoogleCloudStorageService -> static Integer toTimeout(final TimeValue timeout);1541092382;Converts timeout values from the settings to a timeout value for the Google_Cloud SDK;static Integer toTimeout(final TimeValue timeout) {_        _        if (timeout == null || TimeValue.ZERO.equals(timeout)) {_            _            return -1__        }_        _        if (TimeValue.MINUS_ONE.equals(timeout)) {_            _            return 0__        }_        return Math.toIntExact(timeout.getMillis())__    };converts,timeout,values,from,the,settings,to,a,timeout,value,for,the,google,cloud,sdk;static,integer,to,timeout,final,time,value,timeout,if,timeout,null,time,value,zero,equals,timeout,return,1,if,time,value,equals,timeout,return,0,return,math,to,int,exact,timeout,get,millis
GoogleCloudStorageService -> static Integer toTimeout(final TimeValue timeout);1542397818;Converts timeout values from the settings to a timeout value for the Google_Cloud SDK;static Integer toTimeout(final TimeValue timeout) {_        _        if (timeout == null || TimeValue.ZERO.equals(timeout)) {_            _            return -1__        }_        _        if (TimeValue.MINUS_ONE.equals(timeout)) {_            _            return 0__        }_        return Math.toIntExact(timeout.getMillis())__    };converts,timeout,values,from,the,settings,to,a,timeout,value,for,the,google,cloud,sdk;static,integer,to,timeout,final,time,value,timeout,if,timeout,null,time,value,zero,equals,timeout,return,1,if,time,value,equals,timeout,return,0,return,math,to,int,exact,timeout,get,millis
GoogleCloudStorageService -> private static HttpTransport createHttpTransport(final String endpoint) throws Exception;1526449283;Pins the TLS trust certificates and, more importantly, overrides connection_URLs in the case of a custom endpoint setting because some connections don't_fully honor this setting (bugs in the SDK). The default connection factory_opens a new connection for each request. This is required for the storage_instance to be thread-safe.;private static HttpTransport createHttpTransport(final String endpoint) throws Exception {_        final NetHttpTransport.Builder builder = new NetHttpTransport.Builder()__        _        builder.trustCertificates(GoogleUtils.getCertificateTrustStore())__        if (Strings.hasLength(endpoint)) {_            final URL endpointUrl = URI.create(endpoint).toURL()__            builder.setConnectionFactory(new DefaultConnectionFactory() {_                @Override_                public HttpURLConnection openConnection(final URL originalUrl) throws IOException {_                    _                    if (originalUrl.getHost().equals(endpointUrl.getHost()) && originalUrl.getPort() == endpointUrl.getPort()_                            && originalUrl.getProtocol().equals(endpointUrl.getProtocol())) {_                        return super.openConnection(originalUrl)__                    }_                    _                    _                    _                    URI originalUri__                    try {_                        originalUri = originalUrl.toURI()__                    } catch (final URISyntaxException e) {_                        throw new RuntimeException(e)__                    }_                    String overridePath = "/"__                    if (originalUri.getRawPath() != null) {_                        overridePath = originalUri.getRawPath()__                    }_                    if (originalUri.getRawQuery() != null) {_                        overridePath += "?" + originalUri.getRawQuery()__                    }_                    return super.openConnection(_                            new URL(endpointUrl.getProtocol(), endpointUrl.getHost(), endpointUrl.getPort(), overridePath))__                }_            })__        }_        return builder.build()__    };pins,the,tls,trust,certificates,and,more,importantly,overrides,connection,urls,in,the,case,of,a,custom,endpoint,setting,because,some,connections,don,t,fully,honor,this,setting,bugs,in,the,sdk,the,default,connection,factory,opens,a,new,connection,for,each,request,this,is,required,for,the,storage,instance,to,be,thread,safe;private,static,http,transport,create,http,transport,final,string,endpoint,throws,exception,final,net,http,transport,builder,builder,new,net,http,transport,builder,builder,trust,certificates,google,utils,get,certificate,trust,store,if,strings,has,length,endpoint,final,url,endpoint,url,uri,create,endpoint,to,url,builder,set,connection,factory,new,default,connection,factory,override,public,http,urlconnection,open,connection,final,url,original,url,throws,ioexception,if,original,url,get,host,equals,endpoint,url,get,host,original,url,get,port,endpoint,url,get,port,original,url,get,protocol,equals,endpoint,url,get,protocol,return,super,open,connection,original,url,uri,original,uri,try,original,uri,original,url,to,uri,catch,final,urisyntax,exception,e,throw,new,runtime,exception,e,string,override,path,if,original,uri,get,raw,path,null,override,path,original,uri,get,raw,path,if,original,uri,get,raw,query,null,override,path,original,uri,get,raw,query,return,super,open,connection,new,url,endpoint,url,get,protocol,endpoint,url,get,host,endpoint,url,get,port,override,path,return,builder,build
GoogleCloudStorageService -> private static HttpTransport createHttpTransport(final String endpoint) throws Exception;1529341607;Pins the TLS trust certificates and, more importantly, overrides connection_URLs in the case of a custom endpoint setting because some connections don't_fully honor this setting (bugs in the SDK). The default connection factory_opens a new connection for each request. This is required for the storage_instance to be thread-safe.;private static HttpTransport createHttpTransport(final String endpoint) throws Exception {_        final NetHttpTransport.Builder builder = new NetHttpTransport.Builder()__        _        builder.trustCertificates(GoogleUtils.getCertificateTrustStore())__        if (Strings.hasLength(endpoint)) {_            final URL endpointUrl = URI.create(endpoint).toURL()__            _            _            _            builder.setConnectionFactory(new DefaultConnectionFactory() {_                @Override_                public HttpURLConnection openConnection(final URL originalUrl) throws IOException {_                    _                    if (originalUrl.getHost().equals(endpointUrl.getHost()) && originalUrl.getPort() == endpointUrl.getPort()_                            && originalUrl.getProtocol().equals(endpointUrl.getProtocol())) {_                        return super.openConnection(originalUrl)__                    }_                    _                    _                    _                    URI originalUri__                    try {_                        originalUri = originalUrl.toURI()__                    } catch (final URISyntaxException e) {_                        throw new RuntimeException(e)__                    }_                    String overridePath = "/"__                    if (originalUri.getRawPath() != null) {_                        overridePath = originalUri.getRawPath()__                    }_                    if (originalUri.getRawQuery() != null) {_                        overridePath += "?" + originalUri.getRawQuery()__                    }_                    return super.openConnection(_                            new URL(endpointUrl.getProtocol(), endpointUrl.getHost(), endpointUrl.getPort(), overridePath))__                }_            })__        }_        return builder.build()__    };pins,the,tls,trust,certificates,and,more,importantly,overrides,connection,urls,in,the,case,of,a,custom,endpoint,setting,because,some,connections,don,t,fully,honor,this,setting,bugs,in,the,sdk,the,default,connection,factory,opens,a,new,connection,for,each,request,this,is,required,for,the,storage,instance,to,be,thread,safe;private,static,http,transport,create,http,transport,final,string,endpoint,throws,exception,final,net,http,transport,builder,builder,new,net,http,transport,builder,builder,trust,certificates,google,utils,get,certificate,trust,store,if,strings,has,length,endpoint,final,url,endpoint,url,uri,create,endpoint,to,url,builder,set,connection,factory,new,default,connection,factory,override,public,http,urlconnection,open,connection,final,url,original,url,throws,ioexception,if,original,url,get,host,equals,endpoint,url,get,host,original,url,get,port,endpoint,url,get,port,original,url,get,protocol,equals,endpoint,url,get,protocol,return,super,open,connection,original,url,uri,original,uri,try,original,uri,original,url,to,uri,catch,final,urisyntax,exception,e,throw,new,runtime,exception,e,string,override,path,if,original,uri,get,raw,path,null,override,path,original,uri,get,raw,path,if,original,uri,get,raw,query,null,override,path,original,uri,get,raw,query,return,super,open,connection,new,url,endpoint,url,get,protocol,endpoint,url,get,host,endpoint,url,get,port,override,path,return,builder,build
GoogleCloudStorageService -> private static HttpTransport createHttpTransport(final String endpoint) throws Exception;1541092382;Pins the TLS trust certificates and, more importantly, overrides connection_URLs in the case of a custom endpoint setting because some connections don't_fully honor this setting (bugs in the SDK). The default connection factory_opens a new connection for each request. This is required for the storage_instance to be thread-safe.;private static HttpTransport createHttpTransport(final String endpoint) throws Exception {_        final NetHttpTransport.Builder builder = new NetHttpTransport.Builder()__        _        builder.trustCertificates(GoogleUtils.getCertificateTrustStore())__        if (Strings.hasLength(endpoint)) {_            final URL endpointUrl = URI.create(endpoint).toURL()__            _            _            _            builder.setConnectionFactory(new DefaultConnectionFactory() {_                @Override_                public HttpURLConnection openConnection(final URL originalUrl) throws IOException {_                    _                    if (originalUrl.getHost().equals(endpointUrl.getHost()) && originalUrl.getPort() == endpointUrl.getPort()_                            && originalUrl.getProtocol().equals(endpointUrl.getProtocol())) {_                        return super.openConnection(originalUrl)__                    }_                    _                    _                    _                    URI originalUri__                    try {_                        originalUri = originalUrl.toURI()__                    } catch (final URISyntaxException e) {_                        throw new RuntimeException(e)__                    }_                    String overridePath = "/"__                    if (originalUri.getRawPath() != null) {_                        overridePath = originalUri.getRawPath()__                    }_                    if (originalUri.getRawQuery() != null) {_                        overridePath += "?" + originalUri.getRawQuery()__                    }_                    return super.openConnection(_                            new URL(endpointUrl.getProtocol(), endpointUrl.getHost(), endpointUrl.getPort(), overridePath))__                }_            })__        }_        return builder.build()__    };pins,the,tls,trust,certificates,and,more,importantly,overrides,connection,urls,in,the,case,of,a,custom,endpoint,setting,because,some,connections,don,t,fully,honor,this,setting,bugs,in,the,sdk,the,default,connection,factory,opens,a,new,connection,for,each,request,this,is,required,for,the,storage,instance,to,be,thread,safe;private,static,http,transport,create,http,transport,final,string,endpoint,throws,exception,final,net,http,transport,builder,builder,new,net,http,transport,builder,builder,trust,certificates,google,utils,get,certificate,trust,store,if,strings,has,length,endpoint,final,url,endpoint,url,uri,create,endpoint,to,url,builder,set,connection,factory,new,default,connection,factory,override,public,http,urlconnection,open,connection,final,url,original,url,throws,ioexception,if,original,url,get,host,equals,endpoint,url,get,host,original,url,get,port,endpoint,url,get,port,original,url,get,protocol,equals,endpoint,url,get,protocol,return,super,open,connection,original,url,uri,original,uri,try,original,uri,original,url,to,uri,catch,final,urisyntax,exception,e,throw,new,runtime,exception,e,string,override,path,if,original,uri,get,raw,path,null,override,path,original,uri,get,raw,path,if,original,uri,get,raw,query,null,override,path,original,uri,get,raw,query,return,super,open,connection,new,url,endpoint,url,get,protocol,endpoint,url,get,host,endpoint,url,get,port,override,path,return,builder,build
GoogleCloudStorageService -> private static HttpTransport createHttpTransport(final String endpoint) throws Exception;1542397818;Pins the TLS trust certificates and, more importantly, overrides connection_URLs in the case of a custom endpoint setting because some connections don't_fully honor this setting (bugs in the SDK). The default connection factory_opens a new connection for each request. This is required for the storage_instance to be thread-safe.;private static HttpTransport createHttpTransport(final String endpoint) throws Exception {_        final NetHttpTransport.Builder builder = new NetHttpTransport.Builder()__        _        builder.trustCertificates(GoogleUtils.getCertificateTrustStore())__        if (Strings.hasLength(endpoint)) {_            final URL endpointUrl = URI.create(endpoint).toURL()__            _            _            _            builder.setConnectionFactory(new DefaultConnectionFactory() {_                @Override_                public HttpURLConnection openConnection(final URL originalUrl) throws IOException {_                    _                    if (originalUrl.getHost().equals(endpointUrl.getHost()) && originalUrl.getPort() == endpointUrl.getPort()_                            && originalUrl.getProtocol().equals(endpointUrl.getProtocol())) {_                        return super.openConnection(originalUrl)__                    }_                    _                    _                    _                    URI originalUri__                    try {_                        originalUri = originalUrl.toURI()__                    } catch (final URISyntaxException e) {_                        throw new RuntimeException(e)__                    }_                    String overridePath = "/"__                    if (originalUri.getRawPath() != null) {_                        overridePath = originalUri.getRawPath()__                    }_                    if (originalUri.getRawQuery() != null) {_                        overridePath += "?" + originalUri.getRawQuery()__                    }_                    return super.openConnection(_                            new URL(endpointUrl.getProtocol(), endpointUrl.getHost(), endpointUrl.getPort(), overridePath))__                }_            })__        }_        return builder.build()__    };pins,the,tls,trust,certificates,and,more,importantly,overrides,connection,urls,in,the,case,of,a,custom,endpoint,setting,because,some,connections,don,t,fully,honor,this,setting,bugs,in,the,sdk,the,default,connection,factory,opens,a,new,connection,for,each,request,this,is,required,for,the,storage,instance,to,be,thread,safe;private,static,http,transport,create,http,transport,final,string,endpoint,throws,exception,final,net,http,transport,builder,builder,new,net,http,transport,builder,builder,trust,certificates,google,utils,get,certificate,trust,store,if,strings,has,length,endpoint,final,url,endpoint,url,uri,create,endpoint,to,url,builder,set,connection,factory,new,default,connection,factory,override,public,http,urlconnection,open,connection,final,url,original,url,throws,ioexception,if,original,url,get,host,equals,endpoint,url,get,host,original,url,get,port,endpoint,url,get,port,original,url,get,protocol,equals,endpoint,url,get,protocol,return,super,open,connection,original,url,uri,original,uri,try,original,uri,original,url,to,uri,catch,final,urisyntax,exception,e,throw,new,runtime,exception,e,string,override,path,if,original,uri,get,raw,path,null,override,path,original,uri,get,raw,path,if,original,uri,get,raw,query,null,override,path,original,uri,get,raw,query,return,super,open,connection,new,url,endpoint,url,get,protocol,endpoint,url,get,host,endpoint,url,get,port,override,path,return,builder,build
GoogleCloudStorageService -> public Storage client(final String clientName) throws IOException;1529341607;Attempts to retrieve a client from the cache. If the client does not exist it_will be created from the latest settings and will populate the cache. The_returned instance should not be cached by the calling code. Instead, for each_use, the (possibly updated) instance should be requested by calling this_method.__@param clientName name of the client settings used to create the client_@return a cached client storage instance that can be used to manage objects_(blobs);public Storage client(final String clientName) throws IOException {_        final LazyInitializable<Storage, IOException> lazyClient = clientsCache.get().get(clientName)__        if (lazyClient == null) {_            throw new IllegalArgumentException("Unknown client name [" + clientName + "]. Existing client configs: "_                    + Strings.collectionToDelimitedString(clientsCache.get().keySet(), ","))__        }_        return lazyClient.getOrCompute()__    };attempts,to,retrieve,a,client,from,the,cache,if,the,client,does,not,exist,it,will,be,created,from,the,latest,settings,and,will,populate,the,cache,the,returned,instance,should,not,be,cached,by,the,calling,code,instead,for,each,use,the,possibly,updated,instance,should,be,requested,by,calling,this,method,param,client,name,name,of,the,client,settings,used,to,create,the,client,return,a,cached,client,storage,instance,that,can,be,used,to,manage,objects,blobs;public,storage,client,final,string,client,name,throws,ioexception,final,lazy,initializable,storage,ioexception,lazy,client,clients,cache,get,get,client,name,if,lazy,client,null,throw,new,illegal,argument,exception,unknown,client,name,client,name,existing,client,configs,strings,collection,to,delimited,string,clients,cache,get,key,set,return,lazy,client,get,or,compute
GoogleCloudStorageService -> public Storage client(final String clientName) throws IOException;1541092382;Attempts to retrieve a client from the cache. If the client does not exist it_will be created from the latest settings and will populate the cache. The_returned instance should not be cached by the calling code. Instead, for each_use, the (possibly updated) instance should be requested by calling this_method.__@param clientName name of the client settings used to create the client_@return a cached client storage instance that can be used to manage objects_(blobs);public Storage client(final String clientName) throws IOException {_        final LazyInitializable<Storage, IOException> lazyClient = clientsCache.get().get(clientName)__        if (lazyClient == null) {_            throw new IllegalArgumentException("Unknown client name [" + clientName + "]. Existing client configs: "_                    + Strings.collectionToDelimitedString(clientsCache.get().keySet(), ","))__        }_        return lazyClient.getOrCompute()__    };attempts,to,retrieve,a,client,from,the,cache,if,the,client,does,not,exist,it,will,be,created,from,the,latest,settings,and,will,populate,the,cache,the,returned,instance,should,not,be,cached,by,the,calling,code,instead,for,each,use,the,possibly,updated,instance,should,be,requested,by,calling,this,method,param,client,name,name,of,the,client,settings,used,to,create,the,client,return,a,cached,client,storage,instance,that,can,be,used,to,manage,objects,blobs;public,storage,client,final,string,client,name,throws,ioexception,final,lazy,initializable,storage,ioexception,lazy,client,clients,cache,get,get,client,name,if,lazy,client,null,throw,new,illegal,argument,exception,unknown,client,name,client,name,existing,client,configs,strings,collection,to,delimited,string,clients,cache,get,key,set,return,lazy,client,get,or,compute
