# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1524684173;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1528904315;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1531179852;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1535046779;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1536137328;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1536314350;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1536611444;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1536828374;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1539951844;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1541008027;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1541092382;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
