# id;timestamp;commentText;codeText;commentWords;codeWords
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1524684173;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, new Definition(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, new Definition(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,new,definition,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,new,definition,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1531179852;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, new PainlessLookup(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, new PainlessLookup(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,new,painless,lookup,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,new,painless,lookup,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1531729807;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, new PainlessLookup(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, new PainlessLookup(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,new,painless,lookup,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,new,painless,lookup,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1531910483;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class,_                    new PainlessLookupBuilder(entry.getValue()).build()))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz,_                    new PainlessLookupBuilder(entry.getValue()).build()))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,new,painless,lookup,builder,entry,get,value,build,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,new,painless,lookup,builder,entry,get,value,build,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1532598597;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,painless,lookup,builder,build,from,whitelists,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1533063033;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, null, null,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,null,null,painless,lookup,builder,build,from,whitelists,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1538170812;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class) || context.instanceClazz.equals(ExecutableScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, null, null,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,context,instance,clazz,equals,executable,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,null,null,painless,lookup,builder,build,from,whitelists,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1538424609;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            if (context.instanceClazz.equals(SearchScript.class)) {_                contextsToCompilers.put(context, new Compiler(GenericElasticsearchScript.class, null, null,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            } else {_                contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                        PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__            }_        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,if,context,instance,clazz,equals,search,script,class,contexts,to,compilers,put,context,new,compiler,generic,elasticsearch,script,class,null,null,painless,lookup,builder,build,from,whitelists,entry,get,value,else,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1540486836;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        super(settings)___        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                    PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,super,settings,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1541092382;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                    PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
PainlessScriptEngine -> public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts);1541605932;Constructor._@param settings The settings to initialize the engine with.;public PainlessScriptEngine(Settings settings, Map<ScriptContext<?>, List<Whitelist>> contexts) {_        defaultCompilerSettings.setRegexesEnabled(CompilerSettings.REGEX_ENABLED.get(settings))___        Map<ScriptContext<?>, Compiler> contextsToCompilers = new HashMap<>()___        for (Map.Entry<ScriptContext<?>, List<Whitelist>> entry : contexts.entrySet()) {_            ScriptContext<?> context = entry.getKey()__            contextsToCompilers.put(context, new Compiler(context.instanceClazz, context.factoryClazz, context.statefulFactoryClazz,_                    PainlessLookupBuilder.buildFromWhitelists(entry.getValue())))__        }__        this.contextsToCompilers = Collections.unmodifiableMap(contextsToCompilers)__    };constructor,param,settings,the,settings,to,initialize,the,engine,with;public,painless,script,engine,settings,settings,map,script,context,list,whitelist,contexts,default,compiler,settings,set,regexes,enabled,compiler,settings,get,settings,map,script,context,compiler,contexts,to,compilers,new,hash,map,for,map,entry,script,context,list,whitelist,entry,contexts,entry,set,script,context,context,entry,get,key,contexts,to,compilers,put,context,new,compiler,context,instance,clazz,context,factory,clazz,context,stateful,factory,clazz,painless,lookup,builder,build,from,whitelists,entry,get,value,this,contexts,to,compilers,collections,unmodifiable,map,contexts,to,compilers
