commented;modifiers;parameterAmount;loc;comment;code
false;static;1;3;;static FollowConfig fromXContent(XContentParser parser) {     return PARSER.apply(parser, null). }
false;public;0;3;;public Integer getMaxReadRequestOperationCount() {     return maxReadRequestOperationCount. }
false;public;1;3;;public void setMaxReadRequestOperationCount(Integer maxReadRequestOperationCount) {     this.maxReadRequestOperationCount = maxReadRequestOperationCount. }
false;public;0;3;;public Integer getMaxOutstandingReadRequests() {     return maxOutstandingReadRequests. }
false;public;1;3;;public void setMaxOutstandingReadRequests(Integer maxOutstandingReadRequests) {     this.maxOutstandingReadRequests = maxOutstandingReadRequests. }
false;public;0;3;;public ByteSizeValue getMaxReadRequestSize() {     return maxReadRequestSize. }
false;public;1;3;;public void setMaxReadRequestSize(ByteSizeValue maxReadRequestSize) {     this.maxReadRequestSize = maxReadRequestSize. }
false;public;0;3;;public Integer getMaxWriteRequestOperationCount() {     return maxWriteRequestOperationCount. }
false;public;1;3;;public void setMaxWriteRequestOperationCount(Integer maxWriteRequestOperationCount) {     this.maxWriteRequestOperationCount = maxWriteRequestOperationCount. }
false;public;0;3;;public ByteSizeValue getMaxWriteRequestSize() {     return maxWriteRequestSize. }
false;public;1;3;;public void setMaxWriteRequestSize(ByteSizeValue maxWriteRequestSize) {     this.maxWriteRequestSize = maxWriteRequestSize. }
false;public;0;3;;public Integer getMaxOutstandingWriteRequests() {     return maxOutstandingWriteRequests. }
false;public;1;3;;public void setMaxOutstandingWriteRequests(Integer maxOutstandingWriteRequests) {     this.maxOutstandingWriteRequests = maxOutstandingWriteRequests. }
false;public;0;3;;public Integer getMaxWriteBufferCount() {     return maxWriteBufferCount. }
false;public;1;3;;public void setMaxWriteBufferCount(Integer maxWriteBufferCount) {     this.maxWriteBufferCount = maxWriteBufferCount. }
false;public;0;3;;public ByteSizeValue getMaxWriteBufferSize() {     return maxWriteBufferSize. }
false;public;1;3;;public void setMaxWriteBufferSize(ByteSizeValue maxWriteBufferSize) {     this.maxWriteBufferSize = maxWriteBufferSize. }
false;public;0;3;;public TimeValue getMaxRetryDelay() {     return maxRetryDelay. }
false;public;1;3;;public void setMaxRetryDelay(TimeValue maxRetryDelay) {     this.maxRetryDelay = maxRetryDelay. }
false;public;0;3;;public TimeValue getReadPollTimeout() {     return readPollTimeout. }
false;public;1;3;;public void setReadPollTimeout(TimeValue readPollTimeout) {     this.readPollTimeout = readPollTimeout. }
false;;2;32;;void toXContentFragment(XContentBuilder builder, ToXContent.Params params) throws IOException {     if (maxReadRequestOperationCount != null) {         builder.field(MAX_READ_REQUEST_OPERATION_COUNT.getPreferredName(), maxReadRequestOperationCount).     }     if (maxReadRequestSize != null) {         builder.field(MAX_READ_REQUEST_SIZE.getPreferredName(), maxReadRequestSize.getStringRep()).     }     if (maxWriteRequestOperationCount != null) {         builder.field(MAX_WRITE_REQUEST_OPERATION_COUNT.getPreferredName(), maxWriteRequestOperationCount).     }     if (maxWriteRequestSize != null) {         builder.field(MAX_WRITE_REQUEST_SIZE.getPreferredName(), maxWriteRequestSize.getStringRep()).     }     if (maxWriteBufferCount != null) {         builder.field(MAX_WRITE_BUFFER_COUNT.getPreferredName(), maxWriteBufferCount).     }     if (maxWriteBufferSize != null) {         builder.field(MAX_WRITE_BUFFER_SIZE.getPreferredName(), maxWriteBufferSize.getStringRep()).     }     if (maxOutstandingReadRequests != null) {         builder.field(MAX_OUTSTANDING_READ_REQUESTS.getPreferredName(), maxOutstandingReadRequests).     }     if (maxOutstandingWriteRequests != null) {         builder.field(MAX_OUTSTANDING_WRITE_REQUESTS.getPreferredName(), maxOutstandingWriteRequests).     }     if (maxRetryDelay != null) {         builder.field(MAX_RETRY_DELAY_FIELD.getPreferredName(), maxRetryDelay.getStringRep()).     }     if (readPollTimeout != null) {         builder.field(READ_POLL_TIMEOUT.getPreferredName(), readPollTimeout.getStringRep()).     } }
false;public;1;16;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     FollowConfig that = (FollowConfig) o.     return Objects.equals(maxReadRequestOperationCount, that.maxReadRequestOperationCount) && Objects.equals(maxOutstandingReadRequests, that.maxOutstandingReadRequests) && Objects.equals(maxReadRequestSize, that.maxReadRequestSize) && Objects.equals(maxWriteRequestOperationCount, that.maxWriteRequestOperationCount) && Objects.equals(maxWriteRequestSize, that.maxWriteRequestSize) && Objects.equals(maxOutstandingWriteRequests, that.maxOutstandingWriteRequests) && Objects.equals(maxWriteBufferCount, that.maxWriteBufferCount) && Objects.equals(maxWriteBufferSize, that.maxWriteBufferSize) && Objects.equals(maxRetryDelay, that.maxRetryDelay) && Objects.equals(readPollTimeout, that.readPollTimeout). }
false;public;0;15;;@Override public int hashCode() {     return Objects.hash(maxReadRequestOperationCount, maxOutstandingReadRequests, maxReadRequestSize, maxWriteRequestOperationCount, maxWriteRequestSize, maxOutstandingWriteRequests, maxWriteBufferCount, maxWriteBufferSize, maxRetryDelay, readPollTimeout). }
