# id;timestamp;commentText;codeText;commentWords;codeWords
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1328020251;Return the method mapped to the exception type, or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1344976537;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1355352386;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1356735495;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1357119239;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1368482696;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1371694679;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1374026866;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1385507683;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1386595157;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1392410324;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
