commented;modifiers;parameterAmount;loc;comment;code
false;private,static;1;18;;private static ConstructingObjectParser<BucketInfluencer, Void> createParser(boolean ignoreUnknownFields) {     ConstructingObjectParser<BucketInfluencer, Void> parser = new ConstructingObjectParser<>(RESULT_TYPE_FIELD.getPreferredName(), ignoreUnknownFields, a -> new BucketInfluencer((String) a[0], (Date) a[1], (long) a[2])).     parser.declareString(ConstructingObjectParser.constructorArg(), Job.ID).     parser.declareField(ConstructingObjectParser.constructorArg(), p -> TimeUtils.parseTimeField(p, Result.TIMESTAMP.getPreferredName()), Result.TIMESTAMP, ValueType.VALUE).     parser.declareLong(ConstructingObjectParser.constructorArg(), BUCKET_SPAN).     parser.declareString((bucketInfluencer, s) -> {     }, Result.RESULT_TYPE).     parser.declareString(BucketInfluencer::setInfluencerFieldName, INFLUENCER_FIELD_NAME).     parser.declareDouble(BucketInfluencer::setInitialAnomalyScore, INITIAL_ANOMALY_SCORE).     parser.declareDouble(BucketInfluencer::setAnomalyScore, ANOMALY_SCORE).     parser.declareDouble(BucketInfluencer::setRawAnomalyScore, RAW_ANOMALY_SCORE).     parser.declareDouble(BucketInfluencer::setProbability, PROBABILITY).     parser.declareBoolean(BucketInfluencer::setIsInterim, Result.IS_INTERIM).     return parser. }
false;public;1;12;;@Override public void writeTo(StreamOutput out) throws IOException {     out.writeString(jobId).     out.writeOptionalString(influenceField).     out.writeDouble(initialAnomalyScore).     out.writeDouble(anomalyScore).     out.writeDouble(rawAnomalyScore).     out.writeDouble(probability).     out.writeBoolean(isInterim).     out.writeLong(timestamp.getTime()).     out.writeLong(bucketSpan). }
false;public;2;7;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     builder.startObject().     innerToXContent(builder, params).     builder.endObject().     return builder. }
false;;2;15;;XContentBuilder innerToXContent(XContentBuilder builder, Params params) throws IOException {     builder.field(Job.ID.getPreferredName(), jobId).     builder.field(Result.RESULT_TYPE.getPreferredName(), RESULT_TYPE_VALUE).     if (influenceField != null) {         builder.field(INFLUENCER_FIELD_NAME.getPreferredName(), influenceField).     }     builder.field(INITIAL_ANOMALY_SCORE.getPreferredName(), initialAnomalyScore).     builder.field(ANOMALY_SCORE.getPreferredName(), anomalyScore).     builder.field(RAW_ANOMALY_SCORE.getPreferredName(), rawAnomalyScore).     builder.field(PROBABILITY.getPreferredName(), probability).     builder.timeField(Result.TIMESTAMP.getPreferredName(), Result.TIMESTAMP.getPreferredName() + "_string", timestamp.getTime()).     builder.field(BUCKET_SPAN.getPreferredName(), bucketSpan).     builder.field(Result.IS_INTERIM.getPreferredName(), isInterim).     return builder. }
true;public;0;4;/**  * Data store ID of this bucket influencer.  */ ;/**  * Data store ID of this bucket influencer.  */ public String getId() {     return jobId + "_bucket_influencer_" + timestamp.getTime() + "_" + bucketSpan + (influenceField == null ? "" : "_" + influenceField). }
false;public;0;3;;public String getJobId() {     return jobId. }
false;public;0;3;;public double getProbability() {     return probability. }
false;public;1;3;;public void setProbability(double probability) {     this.probability = probability. }
false;public;0;3;;public String getInfluencerFieldName() {     return influenceField. }
false;public;1;3;;public void setInfluencerFieldName(String fieldName) {     this.influenceField = fieldName. }
false;public;0;3;;public double getInitialAnomalyScore() {     return initialAnomalyScore. }
false;public;1;3;;public void setInitialAnomalyScore(double influenceScore) {     this.initialAnomalyScore = influenceScore. }
false;public;0;3;;public double getAnomalyScore() {     return anomalyScore. }
false;public;1;3;;public void setAnomalyScore(double score) {     anomalyScore = score. }
false;public;0;3;;public double getRawAnomalyScore() {     return rawAnomalyScore. }
false;public;1;3;;public void setRawAnomalyScore(double score) {     rawAnomalyScore = score. }
false;public;1;3;;public void setIsInterim(boolean isInterim) {     this.isInterim = isInterim. }
false;public;0;3;;public boolean isInterim() {     return isInterim. }
false;public;0;3;;public Date getTimestamp() {     return timestamp. }
false;public;0;5;;@Override public int hashCode() {     return Objects.hash(influenceField, initialAnomalyScore, anomalyScore, rawAnomalyScore, probability, isInterim, timestamp, jobId, bucketSpan). }
false;public;1;22;;@Override public boolean equals(Object obj) {     if (this == obj) {         return true.     }     if (obj == null) {         return false.     }     if (getClass() != obj.getClass()) {         return false.     }     BucketInfluencer other = (BucketInfluencer) obj.     return Objects.equals(influenceField, other.influenceField) && Double.compare(initialAnomalyScore, other.initialAnomalyScore) == 0 && Double.compare(anomalyScore, other.anomalyScore) == 0 && Double.compare(rawAnomalyScore, other.rawAnomalyScore) == 0 && Double.compare(probability, other.probability) == 0 && Objects.equals(isInterim, other.isInterim) && Objects.equals(timestamp, other.timestamp) && Objects.equals(jobId, other.jobId) && bucketSpan == other.bucketSpan. }
