commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getGroupKey() {     return groupKey. }
false;public;1;3;;public void setGroupKey(String groupKey) {     this.groupKey = groupKey. }
false;public;0;3;;public String getThreadPoolKey() {     return threadPoolKey. }
false;public;1;3;;public void setThreadPoolKey(String threadPoolKey) {     this.threadPoolKey = threadPoolKey. }
false;public;0;3;;public Boolean getCircuitBreakerEnabled() {     return circuitBreakerEnabled. }
false;public;1;3;;public void setCircuitBreakerEnabled(Boolean circuitBreakerEnabled) {     this.circuitBreakerEnabled = circuitBreakerEnabled. }
false;public;0;3;;public Integer getCircuitBreakerErrorThresholdPercentage() {     return circuitBreakerErrorThresholdPercentage. }
false;public;1;4;;public void setCircuitBreakerErrorThresholdPercentage(Integer circuitBreakerErrorThresholdPercentage) {     this.circuitBreakerErrorThresholdPercentage = circuitBreakerErrorThresholdPercentage. }
false;public;0;3;;public Boolean getCircuitBreakerForceClosed() {     return circuitBreakerForceClosed. }
false;public;1;3;;public void setCircuitBreakerForceClosed(Boolean circuitBreakerForceClosed) {     this.circuitBreakerForceClosed = circuitBreakerForceClosed. }
false;public;0;3;;public Boolean getCircuitBreakerForceOpen() {     return circuitBreakerForceOpen. }
false;public;1;3;;public void setCircuitBreakerForceOpen(Boolean circuitBreakerForceOpen) {     this.circuitBreakerForceOpen = circuitBreakerForceOpen. }
false;public;0;3;;public Integer getCircuitBreakerRequestVolumeThreshold() {     return circuitBreakerRequestVolumeThreshold. }
false;public;1;4;;public void setCircuitBreakerRequestVolumeThreshold(Integer circuitBreakerRequestVolumeThreshold) {     this.circuitBreakerRequestVolumeThreshold = circuitBreakerRequestVolumeThreshold. }
false;public;0;3;;public Integer getCircuitBreakerSleepWindowInMilliseconds() {     return circuitBreakerSleepWindowInMilliseconds. }
false;public;1;4;;public void setCircuitBreakerSleepWindowInMilliseconds(Integer circuitBreakerSleepWindowInMilliseconds) {     this.circuitBreakerSleepWindowInMilliseconds = circuitBreakerSleepWindowInMilliseconds. }
false;public;0;3;;public Integer getExecutionIsolationSemaphoreMaxConcurrentRequests() {     return executionIsolationSemaphoreMaxConcurrentRequests. }
false;public;1;4;;public void setExecutionIsolationSemaphoreMaxConcurrentRequests(Integer executionIsolationSemaphoreMaxConcurrentRequests) {     this.executionIsolationSemaphoreMaxConcurrentRequests = executionIsolationSemaphoreMaxConcurrentRequests. }
false;public;0;3;;public String getExecutionIsolationStrategy() {     return executionIsolationStrategy. }
false;public;1;3;;public void setExecutionIsolationStrategy(String executionIsolationStrategy) {     this.executionIsolationStrategy = executionIsolationStrategy. }
false;public;0;3;;public Boolean getExecutionIsolationThreadInterruptOnTimeout() {     return executionIsolationThreadInterruptOnTimeout. }
false;public;1;4;;public void setExecutionIsolationThreadInterruptOnTimeout(Boolean executionIsolationThreadInterruptOnTimeout) {     this.executionIsolationThreadInterruptOnTimeout = executionIsolationThreadInterruptOnTimeout. }
false;public;0;3;;public Integer getExecutionTimeoutInMilliseconds() {     return executionTimeoutInMilliseconds. }
false;public;1;4;;public void setExecutionTimeoutInMilliseconds(Integer executionTimeoutInMilliseconds) {     this.executionTimeoutInMilliseconds = executionTimeoutInMilliseconds. }
false;public;0;3;;public Boolean getExecutionTimeoutEnabled() {     return executionTimeoutEnabled. }
false;public;1;3;;public void setExecutionTimeoutEnabled(Boolean executionTimeoutEnabled) {     this.executionTimeoutEnabled = executionTimeoutEnabled. }
false;public;0;3;;public Integer getFallbackIsolationSemaphoreMaxConcurrentRequests() {     return fallbackIsolationSemaphoreMaxConcurrentRequests. }
false;public;1;4;;public void setFallbackIsolationSemaphoreMaxConcurrentRequests(Integer fallbackIsolationSemaphoreMaxConcurrentRequests) {     this.fallbackIsolationSemaphoreMaxConcurrentRequests = fallbackIsolationSemaphoreMaxConcurrentRequests. }
