# id;timestamp;commentText;codeText;commentWords;codeWords
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1506073434;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		_		if (!config.containsKey(RATE_LIMIT)) {_			config.setProperty(RATE_LIMIT, DEFAULT_RATE_LIMIT)__		}__		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		if (config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(_					KinesisProducerConfiguration.ThreadingModel.valueOf(config.getProperty(THREADING_MODEL)))__		} else {_			kpc.setThreadingModel(KinesisProducerConfiguration.ThreadingModel.POOLED)__		}__		if (config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(Integer.parseInt(config.getProperty(THREAD_POOL_SIZE)))__		} else {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,if,config,contains,key,config,set,property,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,if,config,contains,key,kpc,set,threading,model,kinesis,producer,configuration,threading,model,value,of,config,get,property,else,kpc,set,threading,model,kinesis,producer,configuration,threading,model,pooled,if,config,contains,key,kpc,set,thread,pool,size,integer,parse,int,config,get,property,else,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1506073434;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		_		if (!config.containsKey(RATE_LIMIT)) {_			config.setProperty(RATE_LIMIT, DEFAULT_RATE_LIMIT)__		}__		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		_		_		if (config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(_					KinesisProducerConfiguration.ThreadingModel.valueOf(config.getProperty(THREADING_MODEL)))__		} else {_			kpc.setThreadingModel(KinesisProducerConfiguration.ThreadingModel.POOLED)__		}__		if (config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(Integer.parseInt(config.getProperty(THREAD_POOL_SIZE)))__		} else {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,if,config,contains,key,config,set,property,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,threading,model,kinesis,producer,configuration,threading,model,value,of,config,get,property,else,kpc,set,threading,model,kinesis,producer,configuration,threading,model,pooled,if,config,contains,key,kpc,set,thread,pool,size,integer,parse,int,config,get,property,else,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1512029052;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1513571244;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1515757408;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1527029910;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1529652657;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1539162614;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		if (!config.containsKey(AWSConfigConstants.AWS_REGION)) {_			_			throw new IllegalArgumentException(String.format("For FlinkKinesisProducer AWS region ('%s') must be set in the config.", AWSConfigConstants.AWS_REGION))__		}__		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,if,config,contains,key,awsconfig,constants,throw,new,illegal,argument,exception,string,format,for,flink,kinesis,producer,aws,region,s,must,be,set,in,the,config,awsconfig,constants,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config);1545495597;Validate configuration properties for {@link FlinkKinesisProducer},_and return a constructed KinesisProducerConfiguration.;public static KinesisProducerConfiguration getValidatedProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		if (!config.containsKey(AWSConfigConstants.AWS_REGION)) {_			_			throw new IllegalArgumentException(String.format("For FlinkKinesisProducer AWS region ('%s') must be set in the config.", AWSConfigConstants.AWS_REGION))__		}__		KinesisProducerConfiguration kpc = KinesisProducerConfiguration.fromProperties(config)__		kpc.setRegion(config.getProperty(AWSConfigConstants.AWS_REGION))___		kpc.setCredentialsProvider(AWSUtil.getCredentialsProvider(config))___		_		_		_		kpc.setCredentialsRefreshDelay(100)___		_		if (!config.containsKey(RATE_LIMIT)) {_			kpc.setRateLimit(DEFAULT_RATE_LIMIT)__		}_		if (!config.containsKey(THREADING_MODEL)) {_			kpc.setThreadingModel(DEFAULT_THREADING_MODEL)__		}_		if (!config.containsKey(THREAD_POOL_SIZE)) {_			kpc.setThreadPoolSize(DEFAULT_THREAD_POOL_SIZE)__		}__		return kpc__	};validate,configuration,properties,for,link,flink,kinesis,producer,and,return,a,constructed,kinesis,producer,configuration;public,static,kinesis,producer,configuration,get,validated,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,if,config,contains,key,awsconfig,constants,throw,new,illegal,argument,exception,string,format,for,flink,kinesis,producer,aws,region,s,must,be,set,in,the,config,awsconfig,constants,kinesis,producer,configuration,kpc,kinesis,producer,configuration,from,properties,config,kpc,set,region,config,get,property,awsconfig,constants,kpc,set,credentials,provider,awsutil,get,credentials,provider,config,kpc,set,credentials,refresh,delay,100,if,config,contains,key,kpc,set,rate,limit,if,config,contains,key,kpc,set,threading,model,if,config,contains,key,kpc,set,thread,pool,size,return,kpc
KinesisConfigUtil -> public static void validateProducerConfiguration(Properties config);1480685315;Validate configuration properties for {@link FlinkKinesisProducer}.;public static void validateProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		validateOptionalPositiveLongProperty(config, ProducerConfigConstants.COLLECTION_MAX_COUNT,_			"Invalid value given for maximum number of items to pack into a PutRecords request. Must be a valid non-negative long value.")___		validateOptionalPositiveLongProperty(config, ProducerConfigConstants.AGGREGATION_MAX_COUNT,_			"Invalid value given for maximum number of items to pack into an aggregated record. Must be a valid non-negative long value.")__	};validate,configuration,properties,for,link,flink,kinesis,producer;public,static,void,validate,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,validate,optional,positive,long,property,config,producer,config,constants,invalid,value,given,for,maximum,number,of,items,to,pack,into,a,put,records,request,must,be,a,valid,non,negative,long,value,validate,optional,positive,long,property,config,producer,config,constants,invalid,value,given,for,maximum,number,of,items,to,pack,into,an,aggregated,record,must,be,a,valid,non,negative,long,value
KinesisConfigUtil -> public static void validateProducerConfiguration(Properties config);1481810673;Validate configuration properties for {@link FlinkKinesisProducer}.;public static void validateProducerConfiguration(Properties config) {_		checkNotNull(config, "config can not be null")___		validateAwsConfiguration(config)___		validateOptionalPositiveLongProperty(config, ProducerConfigConstants.COLLECTION_MAX_COUNT,_			"Invalid value given for maximum number of items to pack into a PutRecords request. Must be a valid non-negative long value.")___		validateOptionalPositiveLongProperty(config, ProducerConfigConstants.AGGREGATION_MAX_COUNT,_			"Invalid value given for maximum number of items to pack into an aggregated record. Must be a valid non-negative long value.")__	};validate,configuration,properties,for,link,flink,kinesis,producer;public,static,void,validate,producer,configuration,properties,config,check,not,null,config,config,can,not,be,null,validate,aws,configuration,config,validate,optional,positive,long,property,config,producer,config,constants,invalid,value,given,for,maximum,number,of,items,to,pack,into,a,put,records,request,must,be,a,valid,non,negative,long,value,validate,optional,positive,long,property,config,producer,config,constants,invalid,value,given,for,maximum,number,of,items,to,pack,into,an,aggregated,record,must,be,a,valid,non,negative,long,value
