# id;timestamp;commentText;codeText;commentWords;codeWords
IngestClient -> public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException;1533815246;Delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@return the response_@throws IOException in case there is a problem sending the request or parsing back the response;public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException {_        return restHighLevelClient.performRequestAndParseEntity( request, RequestConverters::deletePipeline, options,_            AcknowledgedResponse::fromXContent, emptySet())__    };delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,return,the,response,throws,ioexception,in,case,there,is,a,problem,sending,the,request,or,parsing,back,the,response;public,acknowledged,response,delete,pipeline,delete,pipeline,request,request,request,options,options,throws,ioexception,return,rest,high,level,client,perform,request,and,parse,entity,request,request,converters,delete,pipeline,options,acknowledged,response,from,xcontent,empty,set
IngestClient -> public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException;1536611444;Delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@return the response_@throws IOException in case there is a problem sending the request or parsing back the response;public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException {_        return restHighLevelClient.performRequestAndParseEntity( request, IngestRequestConverters::deletePipeline, options,_            AcknowledgedResponse::fromXContent, emptySet())__    };delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,return,the,response,throws,ioexception,in,case,there,is,a,problem,sending,the,request,or,parsing,back,the,response;public,acknowledged,response,delete,pipeline,delete,pipeline,request,request,request,options,options,throws,ioexception,return,rest,high,level,client,perform,request,and,parse,entity,request,ingest,request,converters,delete,pipeline,options,acknowledged,response,from,xcontent,empty,set
IngestClient -> public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException;1539615817;Delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@return the response_@throws IOException in case there is a problem sending the request or parsing back the response;public AcknowledgedResponse deletePipeline(DeletePipelineRequest request, RequestOptions options) throws IOException {_        return restHighLevelClient.performRequestAndParseEntity( request, IngestRequestConverters::deletePipeline, options,_            AcknowledgedResponse::fromXContent, emptySet())__    };delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,return,the,response,throws,ioexception,in,case,there,is,a,problem,sending,the,request,or,parsing,back,the,response;public,acknowledged,response,delete,pipeline,delete,pipeline,request,request,request,options,options,throws,ioexception,return,rest,high,level,client,perform,request,and,parse,entity,request,ingest,request,converters,delete,pipeline,options,acknowledged,response,from,xcontent,empty,set
IngestClient -> public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1528706846;Asynchronously add a pipeline or update an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/put-pipeline-api.html"> Put Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::putPipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,add,a,pipeline,or,update,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,put,pipeline,api,html,put,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,put,pipeline,async,put,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,put,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1529658035;Asynchronously add a pipeline or update an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/put-pipeline-api.html"> Put Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::putPipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,add,a,pipeline,or,update,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,put,pipeline,api,html,put,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,put,pipeline,async,put,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,put,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1531910483;Asynchronously add a pipeline or update an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/put-pipeline-api.html"> Put Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void putPipelineAsync(PutPipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::putPipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,add,a,pipeline,or,update,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,put,pipeline,api,html,put,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,put,pipeline,async,put,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,put,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1528706846;Asynchronously delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::deletePipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,delete,pipeline,async,delete,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,delete,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1529658035;Asynchronously delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::deletePipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,delete,pipeline,async,delete,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,delete,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener);1531910483;Asynchronously delete an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/current/delete-pipeline-api.html">_Delete Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void deletePipelineAsync(DeletePipelineRequest request, RequestOptions options, ActionListener<WritePipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::deletePipeline, options,_            WritePipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,delete,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,current,delete,pipeline,api,html,delete,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,delete,pipeline,async,delete,pipeline,request,request,request,options,options,action,listener,write,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,delete,pipeline,options,write,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void getPipelineAsync(GetPipelineRequest request, RequestOptions options, ActionListener<GetPipelineResponse> listener);1528706846;Asynchronously get an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/master/get-pipeline-api.html"> Get Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void getPipelineAsync(GetPipelineRequest request, RequestOptions options, ActionListener<GetPipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::getPipeline, options,_            GetPipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,get,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,master,get,pipeline,api,html,get,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,get,pipeline,async,get,pipeline,request,request,request,options,options,action,listener,get,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,get,pipeline,options,get,pipeline,response,from,xcontent,listener,empty,set
IngestClient -> public void getPipelineAsync(GetPipelineRequest request, RequestOptions options, ActionListener<GetPipelineResponse> listener);1529658035;Asynchronously get an existing pipeline._See_<a href="https://www.elastic.co/guide/en/elasticsearch/reference/master/get-pipeline-api.html"> Get Pipeline API on elastic.co</a>_@param request the request_@param options the request options (e.g. headers), use {@link RequestOptions#DEFAULT} if nothing needs to be customized_@param listener the listener to be notified upon request completion;public void getPipelineAsync(GetPipelineRequest request, RequestOptions options, ActionListener<GetPipelineResponse> listener) {_        restHighLevelClient.performRequestAsyncAndParseEntity( request, RequestConverters::getPipeline, options,_            GetPipelineResponse::fromXContent, listener, emptySet())__    };asynchronously,get,an,existing,pipeline,see,a,href,https,www,elastic,co,guide,en,elasticsearch,reference,master,get,pipeline,api,html,get,pipeline,api,on,elastic,co,a,param,request,the,request,param,options,the,request,options,e,g,headers,use,link,request,options,default,if,nothing,needs,to,be,customized,param,listener,the,listener,to,be,notified,upon,request,completion;public,void,get,pipeline,async,get,pipeline,request,request,request,options,options,action,listener,get,pipeline,response,listener,rest,high,level,client,perform,request,async,and,parse,entity,request,request,converters,get,pipeline,options,get,pipeline,response,from,xcontent,listener,empty,set
