commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public S3ConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(S3ConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public String getAccessKey() {     return accessKey. }
false;public;1;3;;public void setAccessKey(String accessKey) {     this.accessKey = accessKey. }
false;public;0;3;;public String getSecretKey() {     return secretKey. }
false;public;1;3;;public void setSecretKey(String secretKey) {     this.secretKey = secretKey. }
false;public;0;3;;public String getRegion() {     return region. }
false;public;1;3;;public void setRegion(String region) {     this.region = region. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public Long getPartSize() {     return partSize. }
false;public;1;3;;public void setPartSize(Long partSize) {     this.partSize = partSize. }
false;public;0;3;;public Boolean getMultiPartUpload() {     return multiPartUpload. }
false;public;1;3;;public void setMultiPartUpload(Boolean multiPartUpload) {     this.multiPartUpload = multiPartUpload. }
false;public;0;3;;public String getAccessKey() {     return accessKey. }
false;public;1;3;;public void setAccessKey(String accessKey) {     this.accessKey = accessKey. }
false;public;0;3;;public String getSecretKey() {     return secretKey. }
false;public;1;3;;public void setSecretKey(String secretKey) {     this.secretKey = secretKey. }
false;public;0;3;;public AmazonS3 getAmazonS3Client() {     return amazonS3Client. }
false;public;1;3;;public void setAmazonS3Client(AmazonS3 amazonS3Client) {     this.amazonS3Client = amazonS3Client. }
false;public;0;3;;public String getPrefix() {     return prefix. }
false;public;1;3;;public void setPrefix(String prefix) {     this.prefix = prefix. }
false;public;0;3;;public String getBucketName() {     return bucketName. }
false;public;1;3;;public void setBucketName(String bucketName) {     this.bucketName = bucketName. }
false;public;0;3;;public String getFileName() {     return fileName. }
false;public;1;3;;public void setFileName(String fileName) {     this.fileName = fileName. }
false;public;0;3;;public String getRegion() {     return region. }
false;public;1;3;;public void setRegion(String region) {     this.region = region. }
false;public;0;3;;public Boolean getIncludeBody() {     return includeBody. }
false;public;1;3;;public void setIncludeBody(Boolean includeBody) {     this.includeBody = includeBody. }
false;public;0;3;;public Boolean getDeleteAfterRead() {     return deleteAfterRead. }
false;public;1;3;;public void setDeleteAfterRead(Boolean deleteAfterRead) {     this.deleteAfterRead = deleteAfterRead. }
false;public;0;3;;public Boolean getDeleteAfterWrite() {     return deleteAfterWrite. }
false;public;1;3;;public void setDeleteAfterWrite(Boolean deleteAfterWrite) {     this.deleteAfterWrite = deleteAfterWrite. }
false;public;0;3;;public String getPolicy() {     return policy. }
false;public;1;3;;public void setPolicy(String policy) {     this.policy = policy. }
false;public;0;3;;public String getStorageClass() {     return storageClass. }
false;public;1;3;;public void setStorageClass(String storageClass) {     this.storageClass = storageClass. }
false;public;0;3;;public String getServerSideEncryption() {     return serverSideEncryption. }
false;public;1;3;;public void setServerSideEncryption(String serverSideEncryption) {     this.serverSideEncryption = serverSideEncryption. }
false;public;0;3;;public String getProxyHost() {     return proxyHost. }
false;public;1;3;;public void setProxyHost(String proxyHost) {     this.proxyHost = proxyHost. }
false;public;0;3;;public Integer getProxyPort() {     return proxyPort. }
false;public;1;3;;public void setProxyPort(Integer proxyPort) {     this.proxyPort = proxyPort. }
false;public;0;3;;public Boolean getPathStyleAccess() {     return pathStyleAccess. }
false;public;1;3;;public void setPathStyleAccess(Boolean pathStyleAccess) {     this.pathStyleAccess = pathStyleAccess. }
false;public;0;3;;public S3Operations getOperation() {     return operation. }
false;public;1;3;;public void setOperation(S3Operations operation) {     this.operation = operation. }
false;public;0;3;;public Boolean getAutocloseBody() {     return autocloseBody. }
false;public;1;3;;public void setAutocloseBody(Boolean autocloseBody) {     this.autocloseBody = autocloseBody. }
false;public;0;3;;public EncryptionMaterials getEncryptionMaterials() {     return encryptionMaterials. }
false;public;1;4;;public void setEncryptionMaterials(EncryptionMaterials encryptionMaterials) {     this.encryptionMaterials = encryptionMaterials. }
false;public;0;3;;public Boolean getUseEncryption() {     return useEncryption. }
false;public;1;3;;public void setUseEncryption(Boolean useEncryption) {     this.useEncryption = useEncryption. }
false;public;0;3;;public Boolean getUseAwsKMS() {     return useAwsKMS. }
false;public;1;3;;public void setUseAwsKMS(Boolean useAwsKMS) {     this.useAwsKMS = useAwsKMS. }
false;public;0;3;;public String getAwsKMSKeyId() {     return awsKMSKeyId. }
false;public;1;3;;public void setAwsKMSKeyId(String awsKMSKeyId) {     this.awsKMSKeyId = awsKMSKeyId. }
false;public;0;3;;public Boolean getChunkedEncodingDisabled() {     return chunkedEncodingDisabled. }
false;public;1;3;;public void setChunkedEncodingDisabled(Boolean chunkedEncodingDisabled) {     this.chunkedEncodingDisabled = chunkedEncodingDisabled. }
false;public;0;3;;public Boolean getAccelerateModeEnabled() {     return accelerateModeEnabled. }
false;public;1;3;;public void setAccelerateModeEnabled(Boolean accelerateModeEnabled) {     this.accelerateModeEnabled = accelerateModeEnabled. }
false;public;0;3;;public Boolean getDualstackEnabled() {     return dualstackEnabled. }
false;public;1;3;;public void setDualstackEnabled(Boolean dualstackEnabled) {     this.dualstackEnabled = dualstackEnabled. }
false;public;0;3;;public Boolean getPayloadSigningEnabled() {     return payloadSigningEnabled. }
false;public;1;3;;public void setPayloadSigningEnabled(Boolean payloadSigningEnabled) {     this.payloadSigningEnabled = payloadSigningEnabled. }
false;public;0;3;;public Boolean getForceGlobalBucketAccessEnabled() {     return forceGlobalBucketAccessEnabled. }
false;public;1;4;;public void setForceGlobalBucketAccessEnabled(Boolean forceGlobalBucketAccessEnabled) {     this.forceGlobalBucketAccessEnabled = forceGlobalBucketAccessEnabled. }
false;public;0;3;;public Boolean getUseIAMCredentials() {     return useIAMCredentials. }
false;public;1;3;;public void setUseIAMCredentials(Boolean useIAMCredentials) {     this.useIAMCredentials = useIAMCredentials. }
