# id;timestamp;commentText;codeText;commentWords;codeWords
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1328020251;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1344552803;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1356735495;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1357119239;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1368482696;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1374666015;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1379028754;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1385412762;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class<?>[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1398093074;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class<?>[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
DefaultAopProxyFactory -> private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config);1427811322;Determine whether the supplied {@link AdvisedSupport} has only the_{@link org.springframework.aop.SpringProxy} interface specified_(or no proxy interfaces specified at all).;private boolean hasNoUserSuppliedProxyInterfaces(AdvisedSupport config) {_		Class<?>[] interfaces = config.getProxiedInterfaces()__		return (interfaces.length == 0 || (interfaces.length == 1 && SpringProxy.class.equals(interfaces[0])))__	};determine,whether,the,supplied,link,advised,support,has,only,the,link,org,springframework,aop,spring,proxy,interface,specified,or,no,proxy,interfaces,specified,at,all;private,boolean,has,no,user,supplied,proxy,interfaces,advised,support,config,class,interfaces,config,get,proxied,interfaces,return,interfaces,length,0,interfaces,length,1,spring,proxy,class,equals,interfaces,0
