commented;modifiers;parameterAmount;loc;comment;code
false;public,static;0;4;;public static void initializeInstanceForTests() {     // Needed in tests to ensure that the instance is actually pointing to something.     new OkHttpClient(). }
false;public,abstract;2;1;;public abstract void addLenient(Headers.Builder builder, String line).
false;public,abstract;3;1;;public abstract void addLenient(Headers.Builder builder, String name, String value).
false;public,abstract;1;1;;public abstract RealConnectionPool realConnectionPool(ConnectionPool connectionPool).
false;public,abstract;2;1;;public abstract boolean equalsNonHost(Address a, Address b).
false;public,abstract;1;1;;public abstract int code(Response.Builder responseBuilder).
false;public,abstract;3;2;;public abstract void apply(ConnectionSpec tlsConfiguration, SSLSocket sslSocket, boolean isFallback).
false;public,abstract;2;1;;public abstract Call newWebSocketCall(OkHttpClient client, Request request).
false;public,abstract;2;2;;public abstract void initExchange(Response.Builder responseBuilder, Exchange exchange).
false;public,abstract;1;1;;@Nullable public abstract Exchange exchange(Response response).
