commented;modifiers;parameterAmount;loc;comment;code
false;public;0;10;;// ------------------------------------------------------------------------ // Services // ------------------------------------------------------------------------ @Override public LeaderRetrievalService getResourceManagerLeaderRetriever() {     enter().     try {         return resourceManagerLeaderElectionService.createLeaderRetrievalService().     } finally {         exit().     } }
false;public;0;10;;@Override public LeaderRetrievalService getDispatcherLeaderRetriever() {     enter().     try {         return dispatcherLeaderElectionService.createLeaderRetrievalService().     } finally {         exit().     } }
false;public;0;10;;@Override public LeaderElectionService getResourceManagerLeaderElectionService() {     enter().     try {         return resourceManagerLeaderElectionService.     } finally {         exit().     } }
false;public;0;9;;@Override public LeaderElectionService getDispatcherLeaderElectionService() {     enter().     try {         return dispatcherLeaderElectionService.     } finally {         exit().     } }
false;public;1;10;;@Override public LeaderElectionService getJobManagerLeaderElectionService(JobID jobID) {     enter().     try {         throw new UnsupportedOperationException("needs refactoring to accept default address").     } finally {         exit().     } }
false;public;0;10;;@Override public LeaderElectionService getWebMonitorLeaderElectionService() {     enter().     try {         throw new UnsupportedOperationException().     } finally {         exit().     } }
false;public;1;10;;@Override public LeaderRetrievalService getJobManagerLeaderRetriever(JobID jobID) {     enter().     try {         throw new UnsupportedOperationException("needs refactoring to accept default address").     } finally {         exit().     } }
false;public;2;10;;@Override public LeaderRetrievalService getJobManagerLeaderRetriever(JobID jobID, String defaultJobManagerAddress) {     enter().     try {         throw new UnsupportedOperationException("needs refactoring to accept default address").     } finally {         exit().     } }
false;public;0;10;;@Override public LeaderRetrievalService getWebMonitorLeaderRetriever() {     enter().     try {         throw new UnsupportedOperationException().     } finally {         exit().     } }
false;public;0;19;;// ------------------------------------------------------------------------ // shutdown // ------------------------------------------------------------------------ @Override public void close() throws Exception {     if (enterUnlessClosed()) {         try {             try {                 // this class' own cleanup logic                 resourceManagerLeaderElectionService.shutdown().                 dispatcher.shutdownNow().             } finally {                 // in any case must we call the parent cleanup logic                 super.close().             }         } finally {             exit().         }     } }
