# id;timestamp;commentText;codeText;commentWords;codeWords
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1445418103;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1448637843;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1455486690;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1465991918;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1493195810;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1493195810;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1493195810;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1493195810;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1495484544;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1508317940;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
SocketClientSink -> @Override 	public void open(Configuration parameters) throws Exception;1509723634;Initialize the connection with the Socket in the server._@param parameters Configuration.;@Override_	public void open(Configuration parameters) throws Exception {_		try {_			synchronized (lock) {_				createConnection()__			}_		}_		catch (IOException e) {_			throw new IOException("Cannot connect to socket server at " + hostName + ":" + port, e)__		}_	};initialize,the,connection,with,the,socket,in,the,server,param,parameters,configuration;override,public,void,open,configuration,parameters,throws,exception,try,synchronized,lock,create,connection,catch,ioexception,e,throw,new,ioexception,cannot,connect,to,socket,server,at,host,name,port,e
