commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getHost() {     return host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public Integer getPort() {     return port. }
false;public;1;3;;public void setPort(Integer port) {     this.port = port. }
false;public;0;3;;public String getUsername() {     return username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public String getEmail() {     return email. }
false;public;1;3;;public void setEmail(String email) {     this.email = email. }
false;public;0;3;;public String getServerAddress() {     return serverAddress. }
false;public;1;3;;public void setServerAddress(String serverAddress) {     this.serverAddress = serverAddress. }
false;public;0;3;;public Integer getRequestTimeout() {     return requestTimeout. }
false;public;1;3;;public void setRequestTimeout(Integer requestTimeout) {     this.requestTimeout = requestTimeout. }
false;public;0;3;;public Boolean isSecure() {     return secure. }
false;public;1;3;;public void setSecure(Boolean secure) {     this.secure = secure. }
false;public;0;3;;public String getCertPath() {     return certPath. }
false;public;1;3;;public void setCertPath(String certPath) {     this.certPath = certPath. }
false;public;0;3;;public Integer getMaxTotalConnections() {     return maxTotalConnections. }
false;public;1;3;;public void setMaxTotalConnections(Integer maxTotalConnections) {     this.maxTotalConnections = maxTotalConnections. }
false;public;0;3;;public Integer getMaxPerRouteConnections() {     return maxPerRouteConnections. }
false;public;1;3;;public void setMaxPerRouteConnections(Integer maxPerRouteConnections) {     this.maxPerRouteConnections = maxPerRouteConnections. }
false;public;0;6;;public String toUrl() throws DockerException {     ObjectHelper.notNull(this.host, "host").     ObjectHelper.notNull(this.port, "port").     return ((this.socket) ? "unix" : "tcp") + "://" + host + ":" + port. }
false;public;0;3;;public Boolean isTlsVerify() {     return tlsVerify. }
false;public;1;3;;public void setTlsVerify(Boolean tlsVerify) {     this.tlsVerify = tlsVerify. }
false;public;0;3;;public Boolean isSocket() {     return socket. }
false;public;1;3;;public void setSocket(Boolean socket) {     this.socket = socket. }
false;public;0;3;;public String getCmdExecFactory() {     return cmdExecFactory. }
false;public;1;3;;public void setCmdExecFactory(String cmdExecFactory) {     this.cmdExecFactory = cmdExecFactory. }
false;public;0;20;;@Override public int hashCode() {     final int prime = 31.     int result = 1.     result = prime * result + ((certPath == null) ? 0 : certPath.hashCode()).     result = prime * result + ((email == null) ? 0 : email.hashCode()).     result = prime * result + ((tlsVerify == null) ? 0 : tlsVerify.hashCode()).     result = prime * result + ((host == null) ? 0 : host.hashCode()).     result = prime * result + ((socket == null) ? 0 : socket.hashCode()).     result = prime * result + ((maxPerRouteConnections == null) ? 0 : maxPerRouteConnections.hashCode()).     result = prime * result + ((maxTotalConnections == null) ? 0 : maxTotalConnections.hashCode()).     result = prime * result + ((password == null) ? 0 : password.hashCode()).     result = prime * result + ((port == null) ? 0 : port.hashCode()).     result = prime * result + ((requestTimeout == null) ? 0 : requestTimeout.hashCode()).     result = prime * result + ((secure == null) ? 0 : secure.hashCode()).     result = prime * result + ((serverAddress == null) ? 0 : serverAddress.hashCode()).     result = prime * result + ((username == null) ? 0 : username.hashCode()).     result = prime * result + ((cmdExecFactory == null) ? 0 : cmdExecFactory.hashCode()).     return result. }
false;public;1;112;;@Override public boolean equals(Object obj) {     if (this == obj) {         return true.     }     if (obj == null) {         return false.     }     if (getClass() != obj.getClass()) {         return false.     }     DockerClientProfile other = (DockerClientProfile) obj.     if (certPath == null) {         if (other.certPath != null) {             return false.         }     } else if (!certPath.equals(other.certPath)) {         return false.     }     if (email == null) {         if (other.email != null) {             return false.         }     } else if (!email.equals(other.email)) {         return false.     }     if (socket == null) {         if (other.socket != null) {             return false.         }     } else if (!socket.equals(other.socket)) {         return false.     }     if (host == null) {         if (other.host != null) {             return false.         }     } else if (!host.equals(other.host)) {         return false.     }     if (tlsVerify == null) {         if (other.tlsVerify != null) {             return false.         }     } else if (!tlsVerify.equals(other.tlsVerify)) {         return false.     }     if (maxPerRouteConnections == null) {         if (other.maxPerRouteConnections != null) {             return false.         }     } else if (!maxPerRouteConnections.equals(other.maxPerRouteConnections)) {         return false.     }     if (maxTotalConnections == null) {         if (other.maxTotalConnections != null) {             return false.         }     } else if (!maxTotalConnections.equals(other.maxTotalConnections)) {         return false.     }     if (password == null) {         if (other.password != null) {             return false.         }     } else if (!password.equals(other.password)) {         return false.     }     if (port == null) {         if (other.port != null) {             return false.         }     } else if (!port.equals(other.port)) {         return false.     }     if (requestTimeout == null) {         if (other.requestTimeout != null) {             return false.         }     } else if (!requestTimeout.equals(other.requestTimeout)) {         return false.     }     if (secure == null) {         if (other.secure != null) {             return false.         }     } else if (!secure.equals(other.secure)) {         return false.     }     if (serverAddress == null) {         if (other.serverAddress != null) {             return false.         }     } else if (!serverAddress.equals(other.serverAddress)) {         return false.     }     if (username == null) {         if (other.username != null) {             return false.         }     } else if (!username.equals(other.username)) {         return false.     }     if (cmdExecFactory == null) {         if (other.cmdExecFactory != null) {             return false.         }     } else if (!cmdExecFactory.equals(other.cmdExecFactory)) {         return false.     }     return true. }
