# id;timestamp;commentText;codeText;commentWords;codeWords
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1447077465;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type;public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(method.getName(), method.getParameterTypes())__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(method.getName(), method.getParameterTypes())__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,get,name,method,get,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,get,name,method,get,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1450900048;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1467677340;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1467730834;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1467808333;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1495868221;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1496837955;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1519514499;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1522716161;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> public static Method selectInvocableMethod(Method method, Class<?> targetType);1530532518;Select an invocable method on the target type: either the given method itself_if actually exposed on the target type, or otherwise a corresponding method_on one of the target type's interfaces or on the target type itself._<p>Matches on user-declared interfaces will be preferred since they are likely_to contain relevant metadata that corresponds to the method on the target class._@param method the method to check_@param targetType the target type to search methods on_(typically an interface-based JDK proxy)_@return a corresponding invocable method on the target type_@throws IllegalStateException if the given method is not invocable on the given_target type (typically due to a proxy mismatch);public static Method selectInvocableMethod(Method method, Class<?> targetType) {_		if (method.getDeclaringClass().isAssignableFrom(targetType)) {_			return method__		}_		try {_			String methodName = method.getName()__			Class<?>[] parameterTypes = method.getParameterTypes()__			for (Class<?> ifc : targetType.getInterfaces()) {_				try {_					return ifc.getMethod(methodName, parameterTypes)__				}_				catch (NoSuchMethodException ex) {_					_				}_			}_			_			return targetType.getMethod(methodName, parameterTypes)__		}_		catch (NoSuchMethodException ex) {_			throw new IllegalStateException(String.format(_					"Need to invoke method '%s' declared on target class '%s', " +_					"but not found in any interface(s) of the exposed proxy type. " +_					"Either pull the method up to an interface or switch to CGLIB " +_					"proxies by enforcing proxy-target-class mode in your configuration.",_					method.getName(), method.getDeclaringClass().getSimpleName()))__		}_	};select,an,invocable,method,on,the,target,type,either,the,given,method,itself,if,actually,exposed,on,the,target,type,or,otherwise,a,corresponding,method,on,one,of,the,target,type,s,interfaces,or,on,the,target,type,itself,p,matches,on,user,declared,interfaces,will,be,preferred,since,they,are,likely,to,contain,relevant,metadata,that,corresponds,to,the,method,on,the,target,class,param,method,the,method,to,check,param,target,type,the,target,type,to,search,methods,on,typically,an,interface,based,jdk,proxy,return,a,corresponding,invocable,method,on,the,target,type,throws,illegal,state,exception,if,the,given,method,is,not,invocable,on,the,given,target,type,typically,due,to,a,proxy,mismatch;public,static,method,select,invocable,method,method,method,class,target,type,if,method,get,declaring,class,is,assignable,from,target,type,return,method,try,string,method,name,method,get,name,class,parameter,types,method,get,parameter,types,for,class,ifc,target,type,get,interfaces,try,return,ifc,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,return,target,type,get,method,method,name,parameter,types,catch,no,such,method,exception,ex,throw,new,illegal,state,exception,string,format,need,to,invoke,method,s,declared,on,target,class,s,but,not,found,in,any,interface,s,of,the,exposed,proxy,type,either,pull,the,method,up,to,an,interface,or,switch,to,cglib,proxies,by,enforcing,proxy,target,class,mode,in,your,configuration,method,get,name,method,get,declaring,class,get,simple,name
MethodIntrospector -> MetadataLookup -> T inspect(Method method)_;1447077465;Perform a lookup on the given method and return associated metadata, if any._@param method the method to inspect_@return non-null metadata to be associated with a method if there is a match,_or {@code null} for no match;T inspect(Method method)_;perform,a,lookup,on,the,given,method,and,return,associated,metadata,if,any,param,method,the,method,to,inspect,return,non,null,metadata,to,be,associated,with,a,method,if,there,is,a,match,or,code,null,for,no,match;t,inspect,method,method
