# id;timestamp;commentText;codeText;commentWords;codeWords
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1328020251;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1356735495;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1357119239;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1368482696;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1385412762;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1432125256;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1467730834;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Throwable exception);1518772998;Create a new ExceptionDepthComparator for the given exception._@param exception the target exception to compare to when sorting by depth;public ExceptionDepthComparator(Throwable exception) {_		Assert.notNull(exception, "Target exception must not be null")__		this.targetException = exception.getClass()__	};create,a,new,exception,depth,comparator,for,the,given,exception,param,exception,the,target,exception,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,throwable,exception,assert,not,null,exception,target,exception,must,not,be,null,this,target,exception,exception,get,class
ExceptionDepthComparator -> public ExceptionDepthComparator(Class<? extends Throwable> exceptionType);1328020251;Create a new ExceptionDepthComparator for the given exception type._@param exceptionType the target exception type to compare to when sorting by depth;public ExceptionDepthComparator(Class<? extends Throwable> exceptionType) {_		Assert.notNull(exceptionType, "Target exception type must not be null")__		this.targetException = exceptionType__	};create,a,new,exception,depth,comparator,for,the,given,exception,type,param,exception,type,the,target,exception,type,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,class,extends,throwable,exception,type,assert,not,null,exception,type,target,exception,type,must,not,be,null,this,target,exception,exception,type
ExceptionDepthComparator -> public ExceptionDepthComparator(Class<? extends Throwable> exceptionType);1356735495;Create a new ExceptionDepthComparator for the given exception type._@param exceptionType the target exception type to compare to when sorting by depth;public ExceptionDepthComparator(Class<? extends Throwable> exceptionType) {_		Assert.notNull(exceptionType, "Target exception type must not be null")__		this.targetException = exceptionType__	};create,a,new,exception,depth,comparator,for,the,given,exception,type,param,exception,type,the,target,exception,type,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,class,extends,throwable,exception,type,assert,not,null,exception,type,target,exception,type,must,not,be,null,this,target,exception,exception,type
ExceptionDepthComparator -> public ExceptionDepthComparator(Class<? extends Throwable> exceptionType);1357119239;Create a new ExceptionDepthComparator for the given exception type._@param exceptionType the target exception type to compare to when sorting by depth;public ExceptionDepthComparator(Class<? extends Throwable> exceptionType) {_		Assert.notNull(exceptionType, "Target exception type must not be null")__		this.targetException = exceptionType__	};create,a,new,exception,depth,comparator,for,the,given,exception,type,param,exception,type,the,target,exception,type,to,compare,to,when,sorting,by,depth;public,exception,depth,comparator,class,extends,throwable,exception,type,assert,not,null,exception,type,target,exception,type,must,not,be,null,this,target,exception,exception,type
