# id;timestamp;commentText;codeText;commentWords;codeWords
BufferingStompDecoder -> public Integer getExpectedContentLength();1395703237;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1397429525;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1397439322;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1413848647;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1467730834;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1474903230;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public Integer getExpectedContentLength();1497251962;Get the expected content length of the currently buffered, incomplete STOMP frame.;public Integer getExpectedContentLength() {_		return this.expectedContentLength__	};get,the,expected,content,length,of,the,currently,buffered,incomplete,stomp,frame;public,integer,get,expected,content,length,return,this,expected,content,length
BufferingStompDecoder -> public List<Message<byte[]>> decode(ByteBuffer newBuffer);1397439322;Decodes one or more STOMP frames from the given {@code ByteBuffer} into a_list of {@link Message}s.__<p>If there was enough data to parse a "content-length" header, then the_value is used to determine how much more data is needed before a new_attempt to decode is made.__<p>If there was not enough data to parse the "content-length", or if there_is "content-length" header, every subsequent call to decode attempts to_parse again with all available data. Therefore the presence of a "content-length"_header helps to optimize the decoding of large messages.__@param newBuffer a buffer containing new data to decode__@return decoded messages or an empty list_@throws StompConversionException raised in case of decoding issues;public List<Message<byte[]>> decode(ByteBuffer newBuffer) {__		this.chunks.add(newBuffer)___		checkBufferLimits()___		if (getExpectedContentLength() != null && getBufferSize() < this.expectedContentLength) {_			return Collections.<Message<byte[]>>emptyList()__		}__		ByteBuffer bufferToDecode = assembleChunksAndReset()___		MultiValueMap<String, String> headers = new LinkedMultiValueMap<String, String>()__		List<Message<byte[]>> messages = this.stompDecoder.decode(bufferToDecode, headers)___		if (bufferToDecode.hasRemaining()) {_			this.chunks.add(bufferToDecode)__			this.expectedContentLength = StompHeaderAccessor.getContentLength(headers)__		}__		return messages__	};decodes,one,or,more,stomp,frames,from,the,given,code,byte,buffer,into,a,list,of,link,message,s,p,if,there,was,enough,data,to,parse,a,content,length,header,then,the,value,is,used,to,determine,how,much,more,data,is,needed,before,a,new,attempt,to,decode,is,made,p,if,there,was,not,enough,data,to,parse,the,content,length,or,if,there,is,content,length,header,every,subsequent,call,to,decode,attempts,to,parse,again,with,all,available,data,therefore,the,presence,of,a,content,length,header,helps,to,optimize,the,decoding,of,large,messages,param,new,buffer,a,buffer,containing,new,data,to,decode,return,decoded,messages,or,an,empty,list,throws,stomp,conversion,exception,raised,in,case,of,decoding,issues;public,list,message,byte,decode,byte,buffer,new,buffer,this,chunks,add,new,buffer,check,buffer,limits,if,get,expected,content,length,null,get,buffer,size,this,expected,content,length,return,collections,message,byte,empty,list,byte,buffer,buffer,to,decode,assemble,chunks,and,reset,multi,value,map,string,string,headers,new,linked,multi,value,map,string,string,list,message,byte,messages,this,stomp,decoder,decode,buffer,to,decode,headers,if,buffer,to,decode,has,remaining,this,chunks,add,buffer,to,decode,this,expected,content,length,stomp,header,accessor,get,content,length,headers,return,messages
BufferingStompDecoder -> public List<Message<byte[]>> decode(ByteBuffer newBuffer);1413848647;Decodes one or more STOMP frames from the given {@code ByteBuffer} into a_list of {@link Message}s.__<p>If there was enough data to parse a "content-length" header, then the_value is used to determine how much more data is needed before a new_attempt to decode is made.__<p>If there was not enough data to parse the "content-length", or if there_is "content-length" header, every subsequent call to decode attempts to_parse again with all available data. Therefore the presence of a "content-length"_header helps to optimize the decoding of large messages.__@param newBuffer a buffer containing new data to decode__@return decoded messages or an empty list_@throws StompConversionException raised in case of decoding issues;public List<Message<byte[]>> decode(ByteBuffer newBuffer) {__		this.chunks.add(newBuffer)___		checkBufferLimits()___		if (getExpectedContentLength() != null && getBufferSize() < this.expectedContentLength) {_			return Collections.<Message<byte[]>>emptyList()__		}__		ByteBuffer bufferToDecode = assembleChunksAndReset()___		MultiValueMap<String, String> headers = new LinkedMultiValueMap<String, String>()__		List<Message<byte[]>> messages = this.stompDecoder.decode(bufferToDecode, headers)___		if (bufferToDecode.hasRemaining()) {_			this.chunks.add(bufferToDecode)__			this.expectedContentLength = StompHeaderAccessor.getContentLength(headers)__		}__		return messages__	};decodes,one,or,more,stomp,frames,from,the,given,code,byte,buffer,into,a,list,of,link,message,s,p,if,there,was,enough,data,to,parse,a,content,length,header,then,the,value,is,used,to,determine,how,much,more,data,is,needed,before,a,new,attempt,to,decode,is,made,p,if,there,was,not,enough,data,to,parse,the,content,length,or,if,there,is,content,length,header,every,subsequent,call,to,decode,attempts,to,parse,again,with,all,available,data,therefore,the,presence,of,a,content,length,header,helps,to,optimize,the,decoding,of,large,messages,param,new,buffer,a,buffer,containing,new,data,to,decode,return,decoded,messages,or,an,empty,list,throws,stomp,conversion,exception,raised,in,case,of,decoding,issues;public,list,message,byte,decode,byte,buffer,new,buffer,this,chunks,add,new,buffer,check,buffer,limits,if,get,expected,content,length,null,get,buffer,size,this,expected,content,length,return,collections,message,byte,empty,list,byte,buffer,buffer,to,decode,assemble,chunks,and,reset,multi,value,map,string,string,headers,new,linked,multi,value,map,string,string,list,message,byte,messages,this,stomp,decoder,decode,buffer,to,decode,headers,if,buffer,to,decode,has,remaining,this,chunks,add,buffer,to,decode,this,expected,content,length,stomp,header,accessor,get,content,length,headers,return,messages
BufferingStompDecoder -> public List<Message<byte[]>> decode(ByteBuffer newBuffer);1467730834;Decodes one or more STOMP frames from the given {@code ByteBuffer} into a_list of {@link Message}s.__<p>If there was enough data to parse a "content-length" header, then the_value is used to determine how much more data is needed before a new_attempt to decode is made.__<p>If there was not enough data to parse the "content-length", or if there_is "content-length" header, every subsequent call to decode attempts to_parse again with all available data. Therefore the presence of a "content-length"_header helps to optimize the decoding of large messages.__@param newBuffer a buffer containing new data to decode__@return decoded messages or an empty list_@throws StompConversionException raised in case of decoding issues;public List<Message<byte[]>> decode(ByteBuffer newBuffer) {__		this.chunks.add(newBuffer)___		checkBufferLimits()___		if (getExpectedContentLength() != null && getBufferSize() < this.expectedContentLength) {_			return Collections.<Message<byte[]>>emptyList()__		}__		ByteBuffer bufferToDecode = assembleChunksAndReset()___		MultiValueMap<String, String> headers = new LinkedMultiValueMap<>()__		List<Message<byte[]>> messages = this.stompDecoder.decode(bufferToDecode, headers)___		if (bufferToDecode.hasRemaining()) {_			this.chunks.add(bufferToDecode)__			this.expectedContentLength = StompHeaderAccessor.getContentLength(headers)__		}__		return messages__	};decodes,one,or,more,stomp,frames,from,the,given,code,byte,buffer,into,a,list,of,link,message,s,p,if,there,was,enough,data,to,parse,a,content,length,header,then,the,value,is,used,to,determine,how,much,more,data,is,needed,before,a,new,attempt,to,decode,is,made,p,if,there,was,not,enough,data,to,parse,the,content,length,or,if,there,is,content,length,header,every,subsequent,call,to,decode,attempts,to,parse,again,with,all,available,data,therefore,the,presence,of,a,content,length,header,helps,to,optimize,the,decoding,of,large,messages,param,new,buffer,a,buffer,containing,new,data,to,decode,return,decoded,messages,or,an,empty,list,throws,stomp,conversion,exception,raised,in,case,of,decoding,issues;public,list,message,byte,decode,byte,buffer,new,buffer,this,chunks,add,new,buffer,check,buffer,limits,if,get,expected,content,length,null,get,buffer,size,this,expected,content,length,return,collections,message,byte,empty,list,byte,buffer,buffer,to,decode,assemble,chunks,and,reset,multi,value,map,string,string,headers,new,linked,multi,value,map,list,message,byte,messages,this,stomp,decoder,decode,buffer,to,decode,headers,if,buffer,to,decode,has,remaining,this,chunks,add,buffer,to,decode,this,expected,content,length,stomp,header,accessor,get,content,length,headers,return,messages
BufferingStompDecoder -> public List<Message<byte[]>> decode(ByteBuffer newBuffer);1474903230;Decodes one or more STOMP frames from the given {@code ByteBuffer} into a_list of {@link Message}s._<p>If there was enough data to parse a "content-length" header, then the_value is used to determine how much more data is needed before a new_attempt to decode is made._<p>If there was not enough data to parse the "content-length", or if there_is "content-length" header, every subsequent call to decode attempts to_parse again with all available data. Therefore the presence of a "content-length"_header helps to optimize the decoding of large messages._@param newBuffer a buffer containing new data to decode_@return decoded messages or an empty list_@throws StompConversionException raised in case of decoding issues;public List<Message<byte[]>> decode(ByteBuffer newBuffer) {_		this.chunks.add(newBuffer)__		checkBufferLimits()___		if (this.expectedContentLength != null && getBufferSize() < this.expectedContentLength) {_			return Collections.emptyList()__		}__		ByteBuffer bufferToDecode = assembleChunksAndReset()__		MultiValueMap<String, String> headers = new LinkedMultiValueMap<String, String>()__		List<Message<byte[]>> messages = this.stompDecoder.decode(bufferToDecode, headers)___		if (bufferToDecode.hasRemaining()) {_			this.chunks.add(bufferToDecode)__			this.expectedContentLength = StompHeaderAccessor.getContentLength(headers)__		}__		return messages__	};decodes,one,or,more,stomp,frames,from,the,given,code,byte,buffer,into,a,list,of,link,message,s,p,if,there,was,enough,data,to,parse,a,content,length,header,then,the,value,is,used,to,determine,how,much,more,data,is,needed,before,a,new,attempt,to,decode,is,made,p,if,there,was,not,enough,data,to,parse,the,content,length,or,if,there,is,content,length,header,every,subsequent,call,to,decode,attempts,to,parse,again,with,all,available,data,therefore,the,presence,of,a,content,length,header,helps,to,optimize,the,decoding,of,large,messages,param,new,buffer,a,buffer,containing,new,data,to,decode,return,decoded,messages,or,an,empty,list,throws,stomp,conversion,exception,raised,in,case,of,decoding,issues;public,list,message,byte,decode,byte,buffer,new,buffer,this,chunks,add,new,buffer,check,buffer,limits,if,this,expected,content,length,null,get,buffer,size,this,expected,content,length,return,collections,empty,list,byte,buffer,buffer,to,decode,assemble,chunks,and,reset,multi,value,map,string,string,headers,new,linked,multi,value,map,string,string,list,message,byte,messages,this,stomp,decoder,decode,buffer,to,decode,headers,if,buffer,to,decode,has,remaining,this,chunks,add,buffer,to,decode,this,expected,content,length,stomp,header,accessor,get,content,length,headers,return,messages
