commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public ExchangeSpecification getExchangeSpecification() {     return delegate.getExchangeSpecification(). }
false;public;0;3;;public ExchangeMetaData getExchangeMetaData() {     return delegate.getExchangeMetaData(). }
false;public;0;3;;public List<CurrencyPair> getExchangeSymbols() {     return delegate.getExchangeSymbols(). }
false;public;0;3;;public SynchronizedValueFactory<Long> getNonceFactory() {     return delegate.getNonceFactory(). }
false;public;0;3;;public ExchangeSpecification getDefaultExchangeSpecification() {     return delegate.getDefaultExchangeSpecification(). }
false;public;1;3;;public void applySpecification(ExchangeSpecification exchangeSpecification) {     delegate.applySpecification(exchangeSpecification). }
false;public;0;3;;public MarketDataService getMarketDataService() {     return delegate.getMarketDataService(). }
false;public;0;3;;public TradeService getTradeService() {     return delegate.getTradeService(). }
false;public;0;3;;public AccountService getAccountService() {     return delegate.getAccountService(). }
false;public;0;3;;public void remoteInit() throws IOException, ExchangeException {     delegate.remoteInit(). }
