commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getBasePath() {     return basePath. }
false;public;0;3;;public String getComponentName() {     return componentName. }
false;public;0;3;;public String getConsumes() {     return consumes. }
false;public;0;3;;public String getHost() {     return host. }
false;public;0;3;;public String getProduces() {     return produces. }
false;public;0;3;;public URI getSpecificationUri() {     return specificationUri. }
false;public;0;3;;public SSLContextParameters getSslContextParameters() {     return sslContextParameters. }
false;public;0;4;;@Override public boolean isUseGlobalSslContextParameters() {     return useGlobalSslContextParameters. }
false;public;1;3;;public void setBasePath(final String basePath) {     this.basePath = notEmpty(basePath, "basePath"). }
false;public;1;3;;public void setComponentName(final String componentName) {     this.componentName = notEmpty(componentName, "componentName"). }
false;public;1;3;;public void setConsumes(final String consumes) {     this.consumes = isMediaRange(consumes, "consumes"). }
false;public;1;3;;public void setHost(final String host) {     this.host = isHostParam(host). }
false;public;1;3;;public void setProduces(final String produces) {     this.produces = isMediaRange(produces, "produces"). }
false;public;1;3;;public void setSpecificationUri(final URI specificationUri) {     this.specificationUri = notNull(specificationUri, "specificationUri"). }
false;public;1;3;;public void setSslContextParameters(final SSLContextParameters sslContextParameters) {     this.sslContextParameters = sslContextParameters. }
false;public;1;4;;@Override public void setUseGlobalSslContextParameters(final boolean useGlobalSslContextParameters) {     this.useGlobalSslContextParameters = useGlobalSslContextParameters. }
false;protected;3;9;;@Override protected Endpoint createEndpoint(final String uri, final String remaining, final Map<String, Object> parameters) throws Exception {     final Endpoint endpoint = new RestSwaggerEndpoint(uri, remaining, this, parameters).     setProperties(endpoint, parameters).     return endpoint. }
