commented;modifiers;parameterAmount;loc;comment;code
true;public;0;3;/**  * Returns the timestamp when this event arrived at the source.  *  * @return The timestamp assigned at the source.  */ ;/**  * Returns the timestamp when this event arrived at the source.  *  * @return The timestamp assigned at the source.  */ public long getTimestamp() {     return timestamp. }
false;public;0;3;;public String getChannel() {     return channel. }
false;public;0;3;;public String getTitle() {     return title. }
false;public;0;3;;public String getDiffUrl() {     return diffUrl. }
false;public;0;3;;public String getUser() {     return user. }
false;public;0;3;;public int getByteDiff() {     return byteDiff. }
false;public;0;3;;public String getSummary() {     return summary. }
false;public;0;3;;public boolean isMinor() {     return (flags & IS_MINOR) > 0. }
false;public;0;3;;public boolean isNew() {     return (flags & IS_NEW) > 0. }
false;public;0;3;;public boolean isUnpatrolled() {     return (flags & IS_UNPATROLLED) > 0. }
false;public;0;3;;public boolean isBotEdit() {     return (flags & IS_BOT_EDIT) > 0. }
false;public;0;3;;public boolean isSpecial() {     return (flags & IS_SPECIAL) > 0. }
false;public;0;3;;public boolean isTalk() {     return (flags & IS_TALK) > 0. }
false;public;0;13;;@Override public String toString() {     return "WikipediaEditEvent{" + "timestamp=" + timestamp + ", channel='" + channel + '\'' + ", title='" + title + '\'' + ", diffUrl='" + diffUrl + '\'' + ", user='" + user + '\'' + ", byteDiff=" + byteDiff + ", summary='" + summary + '\'' + ", flags=" + flags + '}'. }
false;private;6;18;;private byte getFlags(boolean isMinor, boolean isNew, boolean isUnpatrolled, boolean isBotEdit, boolean isSpecial, boolean isTalk) {     byte flag = 0.     flag |= isMinor ? IS_MINOR : flag.     flag |= isNew ? IS_NEW : flag.     flag |= isUnpatrolled ? IS_UNPATROLLED : flag.     flag |= isBotEdit ? IS_BOT_EDIT : flag.     flag |= isSpecial ? IS_SPECIAL : flag.     flag |= isTalk ? IS_TALK : flag.     return flag. }
false;public,static;3;39;;public static WikipediaEditEvent fromRawEvent(long timestamp, String channel, String rawEvent) {     final Matcher m = p.matcher(rawEvent).     if (m.find() && m.groupCount() == 6) {         String title = m.group(1).         String flags = m.group(2).         String diffUrl = m.group(3).         String user = m.group(4).         int byteDiff = Integer.parseInt(m.group(5)).         String summary = m.group(6).         boolean isMinor = flags.contains("M").         boolean isNew = flags.contains("N").         boolean isUnpatrolled = flags.contains("!").         boolean isBotEdit = flags.contains("B").         boolean isSpecial = title.startsWith("Special:").         boolean isTalk = title.startsWith("Talk:").         return new WikipediaEditEvent(timestamp, channel, title, diffUrl, user, byteDiff, summary, isMinor, isNew, isUnpatrolled, isBotEdit, isSpecial, isTalk).     }     return null. }
