# id;timestamp;commentText;codeText;commentWords;codeWords
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1445418103;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1454527671;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1454679829;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1455101486;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1455718153;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1456528025;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1456774151;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1472563673;Completes the co-group operation with the user function that is executed_for windowed groups.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1472563673;Completes the co-group operation with the user function that is executed_for windowed groups.__<p>Note: This method's return type does not support setting an operator-specific parallelism._Due to binary backwards compatibility, this cannot be altered. Use the {@link #with(CoGroupFunction)}_method to set an operator-specific parallelism.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups,p,note,this,method,s,return,type,does,not,support,setting,an,operator,specific,parallelism,due,to,binary,backwards,compatibility,this,cannot,be,altered,use,the,link,with,co,group,function,method,to,set,an,operator,specific,parallelism;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1493195810;Completes the co-group operation with the user function that is executed_for windowed groups.__<p>Note: This method's return type does not support setting an operator-specific parallelism._Due to binary backwards compatibility, this cannot be altered. Use the {@link #with(CoGroupFunction)}_method to set an operator-specific parallelism.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups,p,note,this,method,s,return,type,does,not,support,setting,an,operator,specific,parallelism,due,to,binary,backwards,compatibility,this,cannot,be,altered,use,the,link,with,co,group,function,method,to,set,an,operator,specific,parallelism;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
CoGroupedStreams -> WithWindow -> public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function);1493195810;Completes the co-group operation with the user function that is executed_for windowed groups.__<p>Note: This method's return type does not support setting an operator-specific parallelism._Due to binary backwards compatibility, this cannot be altered. Use the {@link #with(CoGroupFunction)}_method to set an operator-specific parallelism.;public <T> DataStream<T> apply(CoGroupFunction<T1, T2, T> function) {__			TypeInformation<T> resultType = TypeExtractor.getBinaryOperatorReturnType(_					function,_					CoGroupFunction.class,_					true,_					true,_					input1.getType(),_					input2.getType(),_					"CoGroup",_					false)___			return apply(function, resultType)__		};completes,the,co,group,operation,with,the,user,function,that,is,executed,for,windowed,groups,p,note,this,method,s,return,type,does,not,support,setting,an,operator,specific,parallelism,due,to,binary,backwards,compatibility,this,cannot,be,altered,use,the,link,with,co,group,function,method,to,set,an,operator,specific,parallelism;public,t,data,stream,t,apply,co,group,function,t1,t2,t,function,type,information,t,result,type,type,extractor,get,binary,operator,return,type,function,co,group,function,class,true,true,input1,get,type,input2,get,type,co,group,false,return,apply,function,result,type
