commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Long getId() {     return id. }
false;public;1;3;;public void setId(Long id) {     this.id = id. }
false;public;0;3;;public String getFirstName() {     return firstName. }
false;public;1;3;;public void setFirstName(String firstName) {     this.firstName = firstName. }
false;public;0;3;;public String getLastName() {     return lastName. }
false;public;1;3;;public void setLastName(String lastName) {     this.lastName = lastName. }
false;public;0;3;;public String getUsername() {     return username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public boolean isBot() {     return isBot. }
false;public;1;3;;public void setBot(boolean bot) {     isBot = bot. }
false;public;0;11;;@Override public String toString() {     final StringBuilder sb = new StringBuilder("User{").     sb.append("id=").append(id).     sb.append(", is_bot='").append(isBot).append('\'').     sb.append(", firstName='").append(firstName).append('\'').     sb.append(", lastName='").append(lastName).append('\'').     sb.append(", username='").append(username).append('\'').     sb.append('}').     return sb.toString(). }
