# id;timestamp;commentText;codeText;commentWords;codeWords
JdbcUtils -> public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException;1328020251;Retrieve a JDBC column value from a ResultSet, using the specified value type._<p>Uses the specifically typed ResultSet accessor methods, falling back to_{@link #getResultSetValue(java.sql.ResultSet, int)} for unknown types._<p>Note that the returned value may not be assignable to the specified_required type, in case of an unknown type. Calling code needs to deal_with this case appropriately, e.g. throwing a corresponding exception._@param rs is the ResultSet holding the data_@param index is the column index_@param requiredType the required value type (may be <code>null</code>)_@return the value object_@throws SQLException if thrown by the JDBC API;public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException {_		if (requiredType == null) {_			return getResultSetValue(rs, index)__		}__		Object value = null__		boolean wasNullCheck = false___		_		if (String.class.equals(requiredType)) {_			value = rs.getString(index)__		}_		else if (boolean.class.equals(requiredType) || Boolean.class.equals(requiredType)) {_			value = rs.getBoolean(index)__			wasNullCheck = true__		}_		else if (byte.class.equals(requiredType) || Byte.class.equals(requiredType)) {_			value = rs.getByte(index)__			wasNullCheck = true__		}_		else if (short.class.equals(requiredType) || Short.class.equals(requiredType)) {_			value = rs.getShort(index)__			wasNullCheck = true__		}_		else if (int.class.equals(requiredType) || Integer.class.equals(requiredType)) {_			value = rs.getInt(index)__			wasNullCheck = true__		}_		else if (long.class.equals(requiredType) || Long.class.equals(requiredType)) {_			value = rs.getLong(index)__			wasNullCheck = true__		}_		else if (float.class.equals(requiredType) || Float.class.equals(requiredType)) {_			value = rs.getFloat(index)__			wasNullCheck = true__		}_		else if (double.class.equals(requiredType) || Double.class.equals(requiredType) ||_				Number.class.equals(requiredType)) {_			value = rs.getDouble(index)__			wasNullCheck = true__		}_		else if (byte[].class.equals(requiredType)) {_			value = rs.getBytes(index)__		}_		else if (java.sql.Date.class.equals(requiredType)) {_			value = rs.getDate(index)__		}_		else if (java.sql.Time.class.equals(requiredType)) {_			value = rs.getTime(index)__		}_		else if (java.sql.Timestamp.class.equals(requiredType) || java.util.Date.class.equals(requiredType)) {_			value = rs.getTimestamp(index)__		}_		else if (BigDecimal.class.equals(requiredType)) {_			value = rs.getBigDecimal(index)__		}_		else if (Blob.class.equals(requiredType)) {_			value = rs.getBlob(index)__		}_		else if (Clob.class.equals(requiredType)) {_			value = rs.getClob(index)__		}_		else {_			_			value = getResultSetValue(rs, index)__		}__		_		_		if (wasNullCheck && value != null && rs.wasNull()) {_			value = null__		}_		return value__	};retrieve,a,jdbc,column,value,from,a,result,set,using,the,specified,value,type,p,uses,the,specifically,typed,result,set,accessor,methods,falling,back,to,link,get,result,set,value,java,sql,result,set,int,for,unknown,types,p,note,that,the,returned,value,may,not,be,assignable,to,the,specified,required,type,in,case,of,an,unknown,type,calling,code,needs,to,deal,with,this,case,appropriately,e,g,throwing,a,corresponding,exception,param,rs,is,the,result,set,holding,the,data,param,index,is,the,column,index,param,required,type,the,required,value,type,may,be,code,null,code,return,the,value,object,throws,sqlexception,if,thrown,by,the,jdbc,api;public,static,object,get,result,set,value,result,set,rs,int,index,class,required,type,throws,sqlexception,if,required,type,null,return,get,result,set,value,rs,index,object,value,null,boolean,was,null,check,false,if,string,class,equals,required,type,value,rs,get,string,index,else,if,boolean,class,equals,required,type,boolean,class,equals,required,type,value,rs,get,boolean,index,was,null,check,true,else,if,byte,class,equals,required,type,byte,class,equals,required,type,value,rs,get,byte,index,was,null,check,true,else,if,short,class,equals,required,type,short,class,equals,required,type,value,rs,get,short,index,was,null,check,true,else,if,int,class,equals,required,type,integer,class,equals,required,type,value,rs,get,int,index,was,null,check,true,else,if,long,class,equals,required,type,long,class,equals,required,type,value,rs,get,long,index,was,null,check,true,else,if,float,class,equals,required,type,float,class,equals,required,type,value,rs,get,float,index,was,null,check,true,else,if,double,class,equals,required,type,double,class,equals,required,type,number,class,equals,required,type,value,rs,get,double,index,was,null,check,true,else,if,byte,class,equals,required,type,value,rs,get,bytes,index,else,if,java,sql,date,class,equals,required,type,value,rs,get,date,index,else,if,java,sql,time,class,equals,required,type,value,rs,get,time,index,else,if,java,sql,timestamp,class,equals,required,type,java,util,date,class,equals,required,type,value,rs,get,timestamp,index,else,if,big,decimal,class,equals,required,type,value,rs,get,big,decimal,index,else,if,blob,class,equals,required,type,value,rs,get,blob,index,else,if,clob,class,equals,required,type,value,rs,get,clob,index,else,value,get,result,set,value,rs,index,if,was,null,check,value,null,rs,was,null,value,null,return,value
JdbcUtils -> public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException;1356735495;Retrieve a JDBC column value from a ResultSet, using the specified value type._<p>Uses the specifically typed ResultSet accessor methods, falling back to_{@link #getResultSetValue(java.sql.ResultSet, int)} for unknown types._<p>Note that the returned value may not be assignable to the specified_required type, in case of an unknown type. Calling code needs to deal_with this case appropriately, e.g. throwing a corresponding exception._@param rs is the ResultSet holding the data_@param index is the column index_@param requiredType the required value type (may be {@code null})_@return the value object_@throws SQLException if thrown by the JDBC API;public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException {_		if (requiredType == null) {_			return getResultSetValue(rs, index)__		}__		Object value = null__		boolean wasNullCheck = false___		_		if (String.class.equals(requiredType)) {_			value = rs.getString(index)__		}_		else if (boolean.class.equals(requiredType) || Boolean.class.equals(requiredType)) {_			value = rs.getBoolean(index)__			wasNullCheck = true__		}_		else if (byte.class.equals(requiredType) || Byte.class.equals(requiredType)) {_			value = rs.getByte(index)__			wasNullCheck = true__		}_		else if (short.class.equals(requiredType) || Short.class.equals(requiredType)) {_			value = rs.getShort(index)__			wasNullCheck = true__		}_		else if (int.class.equals(requiredType) || Integer.class.equals(requiredType)) {_			value = rs.getInt(index)__			wasNullCheck = true__		}_		else if (long.class.equals(requiredType) || Long.class.equals(requiredType)) {_			value = rs.getLong(index)__			wasNullCheck = true__		}_		else if (float.class.equals(requiredType) || Float.class.equals(requiredType)) {_			value = rs.getFloat(index)__			wasNullCheck = true__		}_		else if (double.class.equals(requiredType) || Double.class.equals(requiredType) ||_				Number.class.equals(requiredType)) {_			value = rs.getDouble(index)__			wasNullCheck = true__		}_		else if (byte[].class.equals(requiredType)) {_			value = rs.getBytes(index)__		}_		else if (java.sql.Date.class.equals(requiredType)) {_			value = rs.getDate(index)__		}_		else if (java.sql.Time.class.equals(requiredType)) {_			value = rs.getTime(index)__		}_		else if (java.sql.Timestamp.class.equals(requiredType) || java.util.Date.class.equals(requiredType)) {_			value = rs.getTimestamp(index)__		}_		else if (BigDecimal.class.equals(requiredType)) {_			value = rs.getBigDecimal(index)__		}_		else if (Blob.class.equals(requiredType)) {_			value = rs.getBlob(index)__		}_		else if (Clob.class.equals(requiredType)) {_			value = rs.getClob(index)__		}_		else {_			_			value = getResultSetValue(rs, index)__		}__		_		_		if (wasNullCheck && value != null && rs.wasNull()) {_			value = null__		}_		return value__	};retrieve,a,jdbc,column,value,from,a,result,set,using,the,specified,value,type,p,uses,the,specifically,typed,result,set,accessor,methods,falling,back,to,link,get,result,set,value,java,sql,result,set,int,for,unknown,types,p,note,that,the,returned,value,may,not,be,assignable,to,the,specified,required,type,in,case,of,an,unknown,type,calling,code,needs,to,deal,with,this,case,appropriately,e,g,throwing,a,corresponding,exception,param,rs,is,the,result,set,holding,the,data,param,index,is,the,column,index,param,required,type,the,required,value,type,may,be,code,null,return,the,value,object,throws,sqlexception,if,thrown,by,the,jdbc,api;public,static,object,get,result,set,value,result,set,rs,int,index,class,required,type,throws,sqlexception,if,required,type,null,return,get,result,set,value,rs,index,object,value,null,boolean,was,null,check,false,if,string,class,equals,required,type,value,rs,get,string,index,else,if,boolean,class,equals,required,type,boolean,class,equals,required,type,value,rs,get,boolean,index,was,null,check,true,else,if,byte,class,equals,required,type,byte,class,equals,required,type,value,rs,get,byte,index,was,null,check,true,else,if,short,class,equals,required,type,short,class,equals,required,type,value,rs,get,short,index,was,null,check,true,else,if,int,class,equals,required,type,integer,class,equals,required,type,value,rs,get,int,index,was,null,check,true,else,if,long,class,equals,required,type,long,class,equals,required,type,value,rs,get,long,index,was,null,check,true,else,if,float,class,equals,required,type,float,class,equals,required,type,value,rs,get,float,index,was,null,check,true,else,if,double,class,equals,required,type,double,class,equals,required,type,number,class,equals,required,type,value,rs,get,double,index,was,null,check,true,else,if,byte,class,equals,required,type,value,rs,get,bytes,index,else,if,java,sql,date,class,equals,required,type,value,rs,get,date,index,else,if,java,sql,time,class,equals,required,type,value,rs,get,time,index,else,if,java,sql,timestamp,class,equals,required,type,java,util,date,class,equals,required,type,value,rs,get,timestamp,index,else,if,big,decimal,class,equals,required,type,value,rs,get,big,decimal,index,else,if,blob,class,equals,required,type,value,rs,get,blob,index,else,if,clob,class,equals,required,type,value,rs,get,clob,index,else,value,get,result,set,value,rs,index,if,was,null,check,value,null,rs,was,null,value,null,return,value
JdbcUtils -> public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException;1357119239;Retrieve a JDBC column value from a ResultSet, using the specified value type._<p>Uses the specifically typed ResultSet accessor methods, falling back to_{@link #getResultSetValue(java.sql.ResultSet, int)} for unknown types._<p>Note that the returned value may not be assignable to the specified_required type, in case of an unknown type. Calling code needs to deal_with this case appropriately, e.g. throwing a corresponding exception._@param rs is the ResultSet holding the data_@param index is the column index_@param requiredType the required value type (may be {@code null})_@return the value object_@throws SQLException if thrown by the JDBC API;public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException {_		if (requiredType == null) {_			return getResultSetValue(rs, index)__		}__		Object value = null__		boolean wasNullCheck = false___		_		if (String.class.equals(requiredType)) {_			value = rs.getString(index)__		}_		else if (boolean.class.equals(requiredType) || Boolean.class.equals(requiredType)) {_			value = rs.getBoolean(index)__			wasNullCheck = true__		}_		else if (byte.class.equals(requiredType) || Byte.class.equals(requiredType)) {_			value = rs.getByte(index)__			wasNullCheck = true__		}_		else if (short.class.equals(requiredType) || Short.class.equals(requiredType)) {_			value = rs.getShort(index)__			wasNullCheck = true__		}_		else if (int.class.equals(requiredType) || Integer.class.equals(requiredType)) {_			value = rs.getInt(index)__			wasNullCheck = true__		}_		else if (long.class.equals(requiredType) || Long.class.equals(requiredType)) {_			value = rs.getLong(index)__			wasNullCheck = true__		}_		else if (float.class.equals(requiredType) || Float.class.equals(requiredType)) {_			value = rs.getFloat(index)__			wasNullCheck = true__		}_		else if (double.class.equals(requiredType) || Double.class.equals(requiredType) ||_				Number.class.equals(requiredType)) {_			value = rs.getDouble(index)__			wasNullCheck = true__		}_		else if (byte[].class.equals(requiredType)) {_			value = rs.getBytes(index)__		}_		else if (java.sql.Date.class.equals(requiredType)) {_			value = rs.getDate(index)__		}_		else if (java.sql.Time.class.equals(requiredType)) {_			value = rs.getTime(index)__		}_		else if (java.sql.Timestamp.class.equals(requiredType) || java.util.Date.class.equals(requiredType)) {_			value = rs.getTimestamp(index)__		}_		else if (BigDecimal.class.equals(requiredType)) {_			value = rs.getBigDecimal(index)__		}_		else if (Blob.class.equals(requiredType)) {_			value = rs.getBlob(index)__		}_		else if (Clob.class.equals(requiredType)) {_			value = rs.getClob(index)__		}_		else {_			_			value = getResultSetValue(rs, index)__		}__		_		_		if (wasNullCheck && value != null && rs.wasNull()) {_			value = null__		}_		return value__	};retrieve,a,jdbc,column,value,from,a,result,set,using,the,specified,value,type,p,uses,the,specifically,typed,result,set,accessor,methods,falling,back,to,link,get,result,set,value,java,sql,result,set,int,for,unknown,types,p,note,that,the,returned,value,may,not,be,assignable,to,the,specified,required,type,in,case,of,an,unknown,type,calling,code,needs,to,deal,with,this,case,appropriately,e,g,throwing,a,corresponding,exception,param,rs,is,the,result,set,holding,the,data,param,index,is,the,column,index,param,required,type,the,required,value,type,may,be,code,null,return,the,value,object,throws,sqlexception,if,thrown,by,the,jdbc,api;public,static,object,get,result,set,value,result,set,rs,int,index,class,required,type,throws,sqlexception,if,required,type,null,return,get,result,set,value,rs,index,object,value,null,boolean,was,null,check,false,if,string,class,equals,required,type,value,rs,get,string,index,else,if,boolean,class,equals,required,type,boolean,class,equals,required,type,value,rs,get,boolean,index,was,null,check,true,else,if,byte,class,equals,required,type,byte,class,equals,required,type,value,rs,get,byte,index,was,null,check,true,else,if,short,class,equals,required,type,short,class,equals,required,type,value,rs,get,short,index,was,null,check,true,else,if,int,class,equals,required,type,integer,class,equals,required,type,value,rs,get,int,index,was,null,check,true,else,if,long,class,equals,required,type,long,class,equals,required,type,value,rs,get,long,index,was,null,check,true,else,if,float,class,equals,required,type,float,class,equals,required,type,value,rs,get,float,index,was,null,check,true,else,if,double,class,equals,required,type,double,class,equals,required,type,number,class,equals,required,type,value,rs,get,double,index,was,null,check,true,else,if,byte,class,equals,required,type,value,rs,get,bytes,index,else,if,java,sql,date,class,equals,required,type,value,rs,get,date,index,else,if,java,sql,time,class,equals,required,type,value,rs,get,time,index,else,if,java,sql,timestamp,class,equals,required,type,java,util,date,class,equals,required,type,value,rs,get,timestamp,index,else,if,big,decimal,class,equals,required,type,value,rs,get,big,decimal,index,else,if,blob,class,equals,required,type,value,rs,get,blob,index,else,if,clob,class,equals,required,type,value,rs,get,clob,index,else,value,get,result,set,value,rs,index,if,was,null,check,value,null,rs,was,null,value,null,return,value
JdbcUtils -> public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException;1368482696;Retrieve a JDBC column value from a ResultSet, using the specified value type._<p>Uses the specifically typed ResultSet accessor methods, falling back to_{@link #getResultSetValue(java.sql.ResultSet, int)} for unknown types._<p>Note that the returned value may not be assignable to the specified_required type, in case of an unknown type. Calling code needs to deal_with this case appropriately, e.g. throwing a corresponding exception._@param rs is the ResultSet holding the data_@param index is the column index_@param requiredType the required value type (may be {@code null})_@return the value object_@throws SQLException if thrown by the JDBC API;public static Object getResultSetValue(ResultSet rs, int index, Class requiredType) throws SQLException {_		if (requiredType == null) {_			return getResultSetValue(rs, index)__		}__		Object value = null__		boolean wasNullCheck = false___		_		if (String.class.equals(requiredType)) {_			value = rs.getString(index)__		}_		else if (boolean.class.equals(requiredType) || Boolean.class.equals(requiredType)) {_			value = rs.getBoolean(index)__			wasNullCheck = true__		}_		else if (byte.class.equals(requiredType) || Byte.class.equals(requiredType)) {_			value = rs.getByte(index)__			wasNullCheck = true__		}_		else if (short.class.equals(requiredType) || Short.class.equals(requiredType)) {_			value = rs.getShort(index)__			wasNullCheck = true__		}_		else if (int.class.equals(requiredType) || Integer.class.equals(requiredType)) {_			value = rs.getInt(index)__			wasNullCheck = true__		}_		else if (long.class.equals(requiredType) || Long.class.equals(requiredType)) {_			value = rs.getLong(index)__			wasNullCheck = true__		}_		else if (float.class.equals(requiredType) || Float.class.equals(requiredType)) {_			value = rs.getFloat(index)__			wasNullCheck = true__		}_		else if (double.class.equals(requiredType) || Double.class.equals(requiredType) ||_				Number.class.equals(requiredType)) {_			value = rs.getDouble(index)__			wasNullCheck = true__		}_		else if (byte[].class.equals(requiredType)) {_			value = rs.getBytes(index)__		}_		else if (java.sql.Date.class.equals(requiredType)) {_			value = rs.getDate(index)__		}_		else if (java.sql.Time.class.equals(requiredType)) {_			value = rs.getTime(index)__		}_		else if (java.sql.Timestamp.class.equals(requiredType) || java.util.Date.class.equals(requiredType)) {_			value = rs.getTimestamp(index)__		}_		else if (BigDecimal.class.equals(requiredType)) {_			value = rs.getBigDecimal(index)__		}_		else if (Blob.class.equals(requiredType)) {_			value = rs.getBlob(index)__		}_		else if (Clob.class.equals(requiredType)) {_			value = rs.getClob(index)__		}_		else {_			_			value = getResultSetValue(rs, index)__		}__		_		_		if (wasNullCheck && value != null && rs.wasNull()) {_			value = null__		}_		return value__	};retrieve,a,jdbc,column,value,from,a,result,set,using,the,specified,value,type,p,uses,the,specifically,typed,result,set,accessor,methods,falling,back,to,link,get,result,set,value,java,sql,result,set,int,for,unknown,types,p,note,that,the,returned,value,may,not,be,assignable,to,the,specified,required,type,in,case,of,an,unknown,type,calling,code,needs,to,deal,with,this,case,appropriately,e,g,throwing,a,corresponding,exception,param,rs,is,the,result,set,holding,the,data,param,index,is,the,column,index,param,required,type,the,required,value,type,may,be,code,null,return,the,value,object,throws,sqlexception,if,thrown,by,the,jdbc,api;public,static,object,get,result,set,value,result,set,rs,int,index,class,required,type,throws,sqlexception,if,required,type,null,return,get,result,set,value,rs,index,object,value,null,boolean,was,null,check,false,if,string,class,equals,required,type,value,rs,get,string,index,else,if,boolean,class,equals,required,type,boolean,class,equals,required,type,value,rs,get,boolean,index,was,null,check,true,else,if,byte,class,equals,required,type,byte,class,equals,required,type,value,rs,get,byte,index,was,null,check,true,else,if,short,class,equals,required,type,short,class,equals,required,type,value,rs,get,short,index,was,null,check,true,else,if,int,class,equals,required,type,integer,class,equals,required,type,value,rs,get,int,index,was,null,check,true,else,if,long,class,equals,required,type,long,class,equals,required,type,value,rs,get,long,index,was,null,check,true,else,if,float,class,equals,required,type,float,class,equals,required,type,value,rs,get,float,index,was,null,check,true,else,if,double,class,equals,required,type,double,class,equals,required,type,number,class,equals,required,type,value,rs,get,double,index,was,null,check,true,else,if,byte,class,equals,required,type,value,rs,get,bytes,index,else,if,java,sql,date,class,equals,required,type,value,rs,get,date,index,else,if,java,sql,time,class,equals,required,type,value,rs,get,time,index,else,if,java,sql,timestamp,class,equals,required,type,java,util,date,class,equals,required,type,value,rs,get,timestamp,index,else,if,big,decimal,class,equals,required,type,value,rs,get,big,decimal,index,else,if,blob,class,equals,required,type,value,rs,get,blob,index,else,if,clob,class,equals,required,type,value,rs,get,clob,index,else,value,get,result,set,value,rs,index,if,was,null,check,value,null,rs,was,null,value,null,return,value
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1328020251;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1356735495;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1357119239;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1368482696;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1385412762;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1397137904;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
JdbcUtils -> public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException;1398858661;Determine the column name to use. The column name is determined based on a_lookup using ResultSetMetaData._<p>This method implementation takes into account recent clarifications_expressed in the JDBC 4.0 specification:_<p><i>columnLabel - the label for the column specified with the SQL AS clause._If the SQL AS clause was not specified, then the label is the name of the column</i>._@return the column name to use_@param resultSetMetaData the current meta data to use_@param columnIndex the index of the column for the look up_@throws SQLException in case of lookup failure;public static String lookupColumnName(ResultSetMetaData resultSetMetaData, int columnIndex) throws SQLException {_		String name = resultSetMetaData.getColumnLabel(columnIndex)__		if (name == null || name.length() < 1) {_			name = resultSetMetaData.getColumnName(columnIndex)__		}_		return name__	};determine,the,column,name,to,use,the,column,name,is,determined,based,on,a,lookup,using,result,set,meta,data,p,this,method,implementation,takes,into,account,recent,clarifications,expressed,in,the,jdbc,4,0,specification,p,i,column,label,the,label,for,the,column,specified,with,the,sql,as,clause,if,the,sql,as,clause,was,not,specified,then,the,label,is,the,name,of,the,column,i,return,the,column,name,to,use,param,result,set,meta,data,the,current,meta,data,to,use,param,column,index,the,index,of,the,column,for,the,look,up,throws,sqlexception,in,case,of,lookup,failure;public,static,string,lookup,column,name,result,set,meta,data,result,set,meta,data,int,column,index,throws,sqlexception,string,name,result,set,meta,data,get,column,label,column,index,if,name,null,name,length,1,name,result,set,meta,data,get,column,name,column,index,return,name
