commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getKeyspaceName() {     return this.keyspaceName. }
false;public;1;3;;public void setKeyspaceName(String keyspaceName) {     this.keyspaceName = keyspaceName. }
false;public;0;3;;public String getClusterName() {     return this.clusterName. }
false;public;1;3;;public void setClusterName(String clusterName) {     this.clusterName = clusterName. }
false;public;0;3;;public List<String> getContactPoints() {     return this.contactPoints. }
false;public;0;3;;public int getPort() {     return this.port. }
false;public;1;3;;public void setPort(int port) {     this.port = port. }
false;public;0;3;;public String getUsername() {     return this.username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return this.password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public Compression getCompression() {     return this.compression. }
false;public;1;3;;public void setCompression(Compression compression) {     this.compression = compression. }
false;public;0;3;;public ConsistencyLevel getConsistencyLevel() {     return this.consistencyLevel. }
false;public;1;3;;public void setConsistencyLevel(ConsistencyLevel consistency) {     this.consistencyLevel = consistency. }
false;public;0;3;;public ConsistencyLevel getSerialConsistencyLevel() {     return this.serialConsistencyLevel. }
false;public;1;3;;public void setSerialConsistencyLevel(ConsistencyLevel serialConsistency) {     this.serialConsistencyLevel = serialConsistency. }
false;public;0;3;;public int getFetchSize() {     return this.fetchSize. }
false;public;1;3;;public void setFetchSize(int fetchSize) {     this.fetchSize = fetchSize. }
false;public;0;3;;public Duration getConnectTimeout() {     return this.connectTimeout. }
false;public;1;3;;public void setConnectTimeout(Duration connectTimeout) {     this.connectTimeout = connectTimeout. }
false;public;0;3;;public Duration getReadTimeout() {     return this.readTimeout. }
false;public;1;3;;public void setReadTimeout(Duration readTimeout) {     this.readTimeout = readTimeout. }
false;public;0;3;;public boolean isSsl() {     return this.ssl. }
false;public;1;3;;public void setSsl(boolean ssl) {     this.ssl = ssl. }
false;public;0;3;;public boolean isJmxEnabled() {     return this.jmxEnabled. }
false;public;1;3;;public void setJmxEnabled(boolean jmxEnabled) {     this.jmxEnabled = jmxEnabled. }
false;public;0;3;;public String getSchemaAction() {     return this.schemaAction. }
false;public;1;3;;public void setSchemaAction(String schemaAction) {     this.schemaAction = schemaAction. }
false;public;0;3;;public Pool getPool() {     return this.pool. }
false;public;0;3;;public Duration getIdleTimeout() {     return this.idleTimeout. }
false;public;1;3;;public void setIdleTimeout(Duration idleTimeout) {     this.idleTimeout = idleTimeout. }
false;public;0;3;;public Duration getPoolTimeout() {     return this.poolTimeout. }
false;public;1;3;;public void setPoolTimeout(Duration poolTimeout) {     this.poolTimeout = poolTimeout. }
false;public;0;3;;public Duration getHeartbeatInterval() {     return this.heartbeatInterval. }
false;public;1;3;;public void setHeartbeatInterval(Duration heartbeatInterval) {     this.heartbeatInterval = heartbeatInterval. }
false;public;0;3;;public int getMaxQueueSize() {     return this.maxQueueSize. }
false;public;1;3;;public void setMaxQueueSize(int maxQueueSize) {     this.maxQueueSize = maxQueueSize. }
