# id;timestamp;commentText;codeText;commentWords;codeWords
ExecutionConfig -> public void registerKryoType(Class<?> type);1423570503;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1424271128;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1424273813;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1425498253;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1426583408;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1426631313;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1427097378;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1427097830;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1428935901;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
ExecutionConfig -> public void registerKryoType(Class<?> type);1431415667;Registers the given type with the serialization stack. If the type is eventually_serialized as a POJO, then the type is registered with the POJO serializer. If the_type ends up being serialized with Kryo, then it will be registered at Kryo to make_sure that only tags are written.__@param type The class of the type to register.;public void registerKryoType(Class<?> type) {_		if (type == null) {_			throw new NullPointerException("Cannot register null type class.")__		}_		registeredKryoTypes.add(type)__	};registers,the,given,type,with,the,serialization,stack,if,the,type,is,eventually,serialized,as,a,pojo,then,the,type,is,registered,with,the,pojo,serializer,if,the,type,ends,up,being,serialized,with,kryo,then,it,will,be,registered,at,kryo,to,make,sure,that,only,tags,are,written,param,type,the,class,of,the,type,to,register;public,void,register,kryo,type,class,type,if,type,null,throw,new,null,pointer,exception,cannot,register,null,type,class,registered,kryo,types,add,type
