commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getHost() {     return this.host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public String getIndex() {     return this.index. }
false;public;1;3;;public void setIndex(String index) {     this.index = index. }
false;public;0;3;;public String getIndexDateFormat() {     return this.indexDateFormat. }
false;public;1;3;;public void setIndexDateFormat(String indexDateFormat) {     this.indexDateFormat = indexDateFormat. }
false;public;0;3;;public String getTimestampFieldName() {     return this.timestampFieldName. }
false;public;1;3;;public void setTimestampFieldName(String timestampFieldName) {     this.timestampFieldName = timestampFieldName. }
false;public;0;3;;public boolean isAutoCreateIndex() {     return this.autoCreateIndex. }
false;public;1;3;;public void setAutoCreateIndex(boolean autoCreateIndex) {     this.autoCreateIndex = autoCreateIndex. }
false;public;0;3;;public String getUserName() {     return this.userName. }
false;public;1;3;;public void setUserName(String userName) {     this.userName = userName. }
false;public;0;3;;public String getPassword() {     return this.password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
