commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getApiKey() {     return this.apiKey. }
false;public;1;3;;public void setApiKey(String apiKey) {     this.apiKey = apiKey. }
false;public;0;3;;public String getApplicationKey() {     return this.applicationKey. }
false;public;1;3;;public void setApplicationKey(String applicationKey) {     this.applicationKey = applicationKey. }
false;public;0;3;;public boolean isDescriptions() {     return this.descriptions. }
false;public;1;3;;public void setDescriptions(boolean descriptions) {     this.descriptions = descriptions. }
false;public;0;3;;public String getHostTag() {     return this.hostTag. }
false;public;1;3;;public void setHostTag(String hostTag) {     this.hostTag = hostTag. }
false;public;0;3;;public String getUri() {     return this.uri. }
false;public;1;3;;public void setUri(String uri) {     this.uri = uri. }
