commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getNamespace() {     return namespace. }
false;public;1;3;;public void setNamespace(String namespace) {     this.namespace = namespace. }
false;public;0;3;;public String getUsername() {     return username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public IRule getRule() {     return rule. }
false;public;1;3;;public IRule getRuleOrDefault(Supplier<IRule> supplier) {     return rule != null ? rule : supplier.get(). }
false;public;1;3;;public void setRule(IRule rule) {     this.rule = rule. }
false;public;0;3;;public IPing getPing() {     return ping. }
false;public;1;3;;public IPing getPingOrDefault(Supplier<IPing> supplier) {     return ping != null ? ping : supplier.get(). }
false;public;1;3;;public void setPing(IPing ping) {     this.ping = ping. }
false;public;0;3;;public String getClientName() {     return clientName. }
false;public;1;3;;public void setClientName(String clientName) {     this.clientName = clientName. }
false;public;0;3;;public Map<String, String> getProperties() {     return properties. }
false;public;1;3;;public void setProperties(Map<String, String> clientConfig) {     this.properties = clientConfig. }
false;public;2;7;;public void addProperty(String key, String value) {     if (this.properties == null) {         this.properties = new HashMap<>().     }     this.properties.put(key, value). }
