commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getName() {     return name. }
false;public;1;3;;public void setName(String name) {     this.name = name. }
false;public;0;3;;public String getId() {     return id. }
false;public;1;3;;public void setId(String id) {     this.id = id. }
false;public;0;3;;public String getUrl() {     return url. }
false;public;1;3;;public void setUrl(String url) {     this.url = url. }
false;public;0;3;;public String getDescribeUrl() {     return describeUrl. }
false;public;1;3;;public void setDescribeUrl(String describeUrl) {     this.describeUrl = describeUrl. }
false;public;0;3;;public String getInstancesUrl() {     return instancesUrl. }
false;public;1;3;;public void setInstancesUrl(String instancesUrl) {     this.instancesUrl = instancesUrl. }
