commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getFileName() {     return fileName. }
false;public;1;3;;public void setFileName(String fileName) {     this.fileName = fileName. }
false;public;0;3;;public String getLineNumber() {     return lineNumber. }
false;public;1;3;;public void setLineNumber(String lineNumber) {     this.lineNumber = lineNumber. }
false;public;0;3;;public String getLineNumberEnd() {     return lineNumberEnd. }
false;public;1;3;;public void setLineNumberEnd(String lineNumberEnd) {     this.lineNumberEnd = lineNumberEnd. }
false;public;0;3;;public int getLinePosition() {     return linePosition. }
false;public;1;3;;public void setLinePosition(int linePosition) {     this.linePosition = linePosition. }
false;public;0;3;;public String getClassName() {     return className. }
false;public;1;3;;public void setClassName(String className) {     this.className = className. }
false;public;0;3;;public String getMethodName() {     return methodName. }
false;public;1;3;;public void setMethodName(String methodName) {     this.methodName = methodName. }
false;public;0;3;;public String getComponent() {     return component. }
false;public;1;3;;public void setComponent(String component) {     this.component = component. }
false;public;0;3;;public String getApiComponent() {     return apiComponent. }
false;public;1;3;;public void setApiComponent(String apiComponent) {     this.apiComponent = apiComponent. }
false;public;0;3;;public String getProducerComponent() {     return producerComponent. }
false;public;1;3;;public void setProducerComponent(String producerComponent) {     this.producerComponent = producerComponent. }
false;public;0;3;;public String getScheme() {     return scheme. }
false;public;1;3;;public void setScheme(String scheme) {     this.scheme = scheme. }
false;public;0;3;;public String getHost() {     return host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public String getApiHost() {     return apiHost. }
false;public;1;3;;public void setApiHost(String apiHost) {     this.apiHost = apiHost. }
false;public;0;3;;public String getPort() {     return port. }
false;public;1;3;;public void setPort(String port) {     this.port = port. }
false;public;0;3;;public String getProducerApiDoc() {     return producerApiDoc. }
false;public;1;3;;public void setProducerApiDoc(String producerApiDoc) {     this.producerApiDoc = producerApiDoc. }
false;public;0;3;;public String getContextPath() {     return contextPath. }
false;public;1;3;;public void setContextPath(String contextPath) {     this.contextPath = contextPath. }
false;public;0;3;;public String getApiContextPath() {     return apiContextPath. }
false;public;1;3;;public void setApiContextPath(String apiContextPath) {     this.apiContextPath = apiContextPath. }
false;public;0;3;;public String getApiContextRouteId() {     return apiContextRouteId. }
false;public;1;3;;public void setApiContextRouteId(String apiContextRouteId) {     this.apiContextRouteId = apiContextRouteId. }
false;public;0;3;;public String getApiContextIdPattern() {     return apiContextIdPattern. }
false;public;1;3;;public void setApiContextIdPattern(String apiContextIdPattern) {     this.apiContextIdPattern = apiContextIdPattern. }
false;public;0;3;;public String getApiContextListening() {     return apiContextListening. }
false;public;1;3;;public void setApiContextListening(String apiContextListening) {     this.apiContextListening = apiContextListening. }
false;public;0;3;;public String getApiVendorExtension() {     return apiVendorExtension. }
false;public;1;3;;public void setApiVendorExtension(String apiVendorExtension) {     this.apiVendorExtension = apiVendorExtension. }
false;public;0;3;;public String getHostNameResolver() {     return hostNameResolver. }
false;public;1;3;;public void setHostNameResolver(String hostNameResolver) {     this.hostNameResolver = hostNameResolver. }
false;public;0;3;;public String getBindingMode() {     return bindingMode. }
false;public;1;3;;public void setBindingMode(String bindingMode) {     this.bindingMode = bindingMode. }
false;public;0;3;;public String getSkipBindingOnErrorCode() {     return skipBindingOnErrorCode. }
false;public;1;3;;public void setSkipBindingOnErrorCode(String skipBindingOnErrorCode) {     this.skipBindingOnErrorCode = skipBindingOnErrorCode. }
false;public;0;3;;public String getClientRequestValidation() {     return clientRequestValidation. }
false;public;1;3;;public void setClientRequestValidation(String clientRequestValidation) {     this.clientRequestValidation = clientRequestValidation. }
false;public;0;3;;public String getEnableCORS() {     return enableCORS. }
false;public;1;3;;public void setEnableCORS(String enableCORS) {     this.enableCORS = enableCORS. }
false;public;0;3;;public String getJsonDataFormat() {     return jsonDataFormat. }
false;public;1;3;;public void setJsonDataFormat(String jsonDataFormat) {     this.jsonDataFormat = jsonDataFormat. }
false;public;0;3;;public String getXmlDataFormat() {     return xmlDataFormat. }
false;public;1;3;;public void setXmlDataFormat(String xmlDataFormat) {     this.xmlDataFormat = xmlDataFormat. }
false;public;0;3;;public Map<String, String> getComponentProperties() {     return componentProperties. }
false;public;1;3;;public void setComponentProperties(Map<String, String> componentProperties) {     this.componentProperties = componentProperties. }
false;public;0;3;;public Map<String, String> getEndpointProperties() {     return endpointProperties. }
false;public;1;3;;public void setEndpointProperties(Map<String, String> endpointProperties) {     this.endpointProperties = endpointProperties. }
false;public;0;3;;public Map<String, String> getConsumerProperties() {     return consumerProperties. }
false;public;1;3;;public void setConsumerProperties(Map<String, String> consumerProperties) {     this.consumerProperties = consumerProperties. }
false;public;0;3;;public Map<String, String> getDataFormatProperties() {     return dataFormatProperties. }
false;public;1;3;;public void setDataFormatProperties(Map<String, String> dataFormatProperties) {     this.dataFormatProperties = dataFormatProperties. }
false;public;0;3;;public Map<String, String> getApiProperties() {     return apiProperties. }
false;public;1;3;;public void setApiProperties(Map<String, String> apiProperties) {     this.apiProperties = apiProperties. }
false;public;0;3;;public Map<String, String> getCorsHeaders() {     return corsHeaders. }
false;public;1;3;;public void setCorsHeaders(Map<String, String> corsHeaders) {     this.corsHeaders = corsHeaders. }
