# id;timestamp;commentText;codeText;commentWords;codeWords
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1356735495;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1368482696;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1381788683;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1411657245;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1496837955;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1498780456;Always returns {@code true}. See class-level note.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;override,public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(@Nullable List<ModelAndViewResolver> mavResolvers);1496837955;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(@Nullable List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,nullable,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(@Nullable List<ModelAndViewResolver> mavResolvers);1498780456;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(@Nullable List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,nullable,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1328020251;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1356735495;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1357119239;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1368482696;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1381788683;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers);1411657245;Create a new instance.;public ModelAndViewResolverMethodReturnValueHandler(List<ModelAndViewResolver> mavResolvers) {_		this.mavResolvers = mavResolvers__	};create,a,new,instance;public,model,and,view,resolver,method,return,value,handler,list,model,and,view,resolver,mav,resolvers,this,mav,resolvers,mav,resolvers
ModelAndViewResolverMethodReturnValueHandler -> public boolean supportsReturnType(MethodParameter returnType);1328020251;Always returns {@code true}. See class-level note.;public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;public,boolean,supports,return,type,method,parameter,return,type,return,true
ModelAndViewResolverMethodReturnValueHandler -> public boolean supportsReturnType(MethodParameter returnType);1357119239;Always returns {@code true}. See class-level note.;public boolean supportsReturnType(MethodParameter returnType) {_		return true__	};always,returns,code,true,see,class,level,note;public,boolean,supports,return,type,method,parameter,return,type,return,true
