# id;timestamp;commentText;codeText;commentWords;codeWords
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1496837955;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1497250713;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1502974979;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1505821650;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1508532146;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1520534581;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1530174524;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1532520919;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1534327156;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
HttpEntityMethodProcessor -> public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters, 			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice);1534338935;Complete constructor for resolving {@code HttpEntity} and handling_{@code ResponseEntity}.;public HttpEntityMethodProcessor(List<HttpMessageConverter<?>> converters,_			@Nullable ContentNegotiationManager manager, List<Object> requestResponseBodyAdvice) {__		super(converters, manager, requestResponseBodyAdvice)__	};complete,constructor,for,resolving,code,http,entity,and,handling,code,response,entity;public,http,entity,method,processor,list,http,message,converter,converters,nullable,content,negotiation,manager,manager,list,object,request,response,body,advice,super,converters,manager,request,response,body,advice
