commented;modifiers;parameterAmount;loc;comment;code
false;;0;2;;@ManagedAttribute(description = "Number of completed exchanges") long getExchangesCompleted() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Number of failed exchanges") long getExchangesFailed() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Number of inflight exchanges") long getExchangesInflight() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Number of failures handled") long getFailuresHandled() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Number of redeliveries (internal only)") long getRedeliveries() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Number of external initiated redeliveries (such as from JMS broker)") long getExternalRedeliveries() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Min Processing Time [milliseconds]") long getMinProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Mean Processing Time [milliseconds]") long getMeanProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Max Processing Time [milliseconds]") long getMaxProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Total Processing Time [milliseconds]") long getTotalProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Last Processing Time [milliseconds]") long getLastProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Delta Processing Time [milliseconds]") long getDeltaProcessingTime() throws Exception.
false;;0;2;;@ManagedAttribute(description = "Last Exchange Completed Timestamp") Date getLastExchangeCompletedTimestamp().
false;;0;2;;@ManagedAttribute(description = "Last Exchange Completed ExchangeId") String getLastExchangeCompletedExchangeId().
false;;0;2;;@ManagedAttribute(description = "First Exchange Completed Timestamp") Date getFirstExchangeCompletedTimestamp().
false;;0;2;;@ManagedAttribute(description = "First Exchange Completed ExchangeId") String getFirstExchangeCompletedExchangeId().
false;;0;2;;@ManagedAttribute(description = "Last Exchange Failed Timestamp") Date getLastExchangeFailureTimestamp().
false;;0;2;;@ManagedAttribute(description = "Last Exchange Failed ExchangeId") String getLastExchangeFailureExchangeId().
false;;0;2;;@ManagedAttribute(description = "First Exchange Failed Timestamp") Date getFirstExchangeFailureTimestamp().
false;;0;2;;@ManagedAttribute(description = "First Exchange Failed ExchangeId") String getFirstExchangeFailureExchangeId().
false;;0;2;;@ManagedAttribute(description = "Statistics enabled") boolean isStatisticsEnabled().
false;;1;2;;@ManagedAttribute(description = "Statistics enabled") void setStatisticsEnabled(boolean statisticsEnabled).
false;;1;2;;@ManagedOperation(description = "Dumps the statistics as XML") String dumpStatsAsXml(boolean fullStats).
