# id;timestamp;commentText;codeText;commentWords;codeWords
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1328020251;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1356735495;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1357119239;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1368482696;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1385412762;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1495868221;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1496242568;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1496837955;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1498780456;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1502974979;Convenient constructor with DataSource and SQL string._@param ds DataSource to use to get connections_@param sql SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,data,source,to,use,to,get,connections,param,sql,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
MappingSqlQueryWithParameters -> public MappingSqlQueryWithParameters(DataSource ds, String sql);1530174524;Convenient constructor with DataSource and SQL string._@param ds the DataSource to use to get connections_@param sql the SQL to run;public MappingSqlQueryWithParameters(DataSource ds, String sql) {_		super(ds, sql)__	};convenient,constructor,with,data,source,and,sql,string,param,ds,the,data,source,to,use,to,get,connections,param,sql,the,sql,to,run;public,mapping,sql,query,with,parameters,data,source,ds,string,sql,super,ds,sql
