# id;timestamp;commentText;codeText;commentWords;codeWords
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1493403095;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1493895399;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1494504667;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1495484544;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1499314317;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1502801814;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1503598628;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1506618381;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1511180335;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1516295283;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
StreamingJobGraphGenerator -> private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes);1516971863;Sets up task chains from the source {@link StreamNode} instances.__<p>This will recursively create all {@link JobVertex} instances.;private void setChaining(Map<Integer, byte[]> hashes, List<Map<Integer, byte[]>> legacyHashes, Map<Integer, List<Tuple2<byte[], byte[]>>> chainedOperatorHashes) {_		for (Integer sourceNodeId : streamGraph.getSourceIDs()) {_			createChain(sourceNodeId, sourceNodeId, hashes, legacyHashes, 0, chainedOperatorHashes)__		}_	};sets,up,task,chains,from,the,source,link,stream,node,instances,p,this,will,recursively,create,all,link,job,vertex,instances;private,void,set,chaining,map,integer,byte,hashes,list,map,integer,byte,legacy,hashes,map,integer,list,tuple2,byte,byte,chained,operator,hashes,for,integer,source,node,id,stream,graph,get,source,ids,create,chain,source,node,id,source,node,id,hashes,legacy,hashes,0,chained,operator,hashes
