commented;modifiers;parameterAmount;loc;comment;code
false;public;4;33;;public void print(Doc doc, boolean sendToPrinter, String mimeType, String jobName) throws PrintException {     LOG.trace("Print Service: {}", this.printService.getName()).     if (!sendToPrinter) {         LOG.debug("Print flag is set to false. This job will not be printed as long as this setting remains in effect. Please set the flag to true or remove the setting.").         File file.         if (mimeType.equalsIgnoreCase("GIF") || mimeType.equalsIgnoreCase("RENDERABLE_IMAGE")) {             file = new File("./target/PrintOutput_" + UUID.randomUUID() + ".gif").         } else if (mimeType.equalsIgnoreCase("JPEG")) {             file = new File("./target/PrintOutput_" + UUID.randomUUID() + ".jpeg").         } else if (mimeType.equalsIgnoreCase("PDF")) {             file = new File("./target/PrintOutput_" + UUID.randomUUID() + ".pdf").         } else {             file = new File("./target/PrintOutput_" + UUID.randomUUID() + ".txt").         }         LOG.debug("Writing print job to file: {}", file.getAbsolutePath()).         try {             InputStream in = doc.getStreamForBytes().             FileOutputStream fos = new FileOutputStream(file).             IOHelper.copyAndCloseInput(in, fos).             IOHelper.close(fos).         } catch (Exception e) {             throw new PrintException("Error writing Document to the target file " + file.getAbsolutePath()).         }     } else {         if (LOG.isDebugEnabled()) {             LOG.debug("Issuing Job to Printer: {}", this.printService.getName()).         }         print(doc, jobName).     } }
false;public;2;7;;public void print(Doc doc, String jobName) throws PrintException {     // we need create a new job for each print     DocPrintJob job = getPrintService().createPrintJob().     PrintRequestAttributeSet attrs = new HashPrintRequestAttributeSet(printRequestAttributeSet).     attrs.add(new JobName(jobName, Locale.getDefault())).     job.print(doc, attrs). }
false;public;0;3;;public PrintService getPrintService() {     return printService. }
false;public;1;3;;public void setPrintService(PrintService printService) {     this.printService = printService. }
false;public;0;3;;public DocFlavor getFlavor() {     return flavor. }
false;public;1;3;;public void setFlavor(DocFlavor flavor) {     this.flavor = flavor. }
false;public;0;3;;public PrintRequestAttributeSet getPrintRequestAttributeSet() {     return printRequestAttributeSet. }
false;public;1;3;;public void setPrintRequestAttributeSet(PrintRequestAttributeSet printRequestAttributeSet) {     this.printRequestAttributeSet = printRequestAttributeSet. }
false;public;0;3;;public Doc getDoc() {     return doc. }
false;public;1;3;;public void setDoc(Doc doc) {     this.doc = doc. }
