commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public int getPort() {     return this.port. }
false;public;1;3;;public void setPort(int port) {     this.port = port. }
false;public;0;3;;public Credential getCredential() {     return this.credential. }
false;public;1;3;;public void setCredential(Credential credential) {     this.credential = credential. }
false;public;0;3;;public List<String> getBaseDn() {     return this.baseDn. }
false;public;1;3;;public void setBaseDn(List<String> baseDn) {     this.baseDn = baseDn. }
false;public;0;3;;public String getLdif() {     return this.ldif. }
false;public;1;3;;public void setLdif(String ldif) {     this.ldif = ldif. }
false;public;0;3;;public Validation getValidation() {     return this.validation. }
false;public;0;3;;public String getUsername() {     return this.username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return this.password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public boolean isEnabled() {     return this.enabled. }
false;public;1;3;;public void setEnabled(boolean enabled) {     this.enabled = enabled. }
false;public;0;3;;public Resource getSchema() {     return this.schema. }
false;public;1;3;;public void setSchema(Resource schema) {     this.schema = schema. }
