commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public boolean isEnabled() {     return enabled. }
false;public;1;3;;public void setEnabled(boolean enabled) {     this.enabled = enabled. }
false;public;0;3;;public String getInitialDelay() {     return initialDelay. }
false;public;1;3;;public void setInitialDelay(String initialDelay) {     this.initialDelay = initialDelay. }
false;public;0;3;;public BackOffConfiguration getDefaultBackOff() {     return defaultBackOff. }
false;public;0;3;;public Map<String, RouteConfiguration> getRoutes() {     return routes. }
false;public;0;3;;public boolean isSupervised() {     return supervise. }
false;public;1;3;;public void setSupervise(boolean supervise) {     this.supervise = supervise. }
false;public;0;3;;public BackOffConfiguration getBackOff() {     return backOff. }
false;public;1;3;;public void setBackOff(BackOffConfiguration backOff) {     this.backOff = backOff. }
false;public;0;3;;public String getDelay() {     return delay. }
false;public;1;3;;public void setDelay(String delay) {     this.delay = delay. }
false;public;0;3;;public String getMaxDelay() {     return maxDelay. }
false;public;1;3;;public void setMaxDelay(String maxDelay) {     this.maxDelay = maxDelay. }
false;public;0;3;;public String getMaxElapsedTime() {     return maxElapsedTime. }
false;public;1;3;;public void setMaxElapsedTime(String maxElapsedTime) {     this.maxElapsedTime = maxElapsedTime. }
false;public;0;3;;public Long getMaxAttempts() {     return maxAttempts. }
false;public;1;3;;public void setMaxAttempts(Long maxAttempts) {     this.maxAttempts = maxAttempts. }
false;public;0;3;;public Double getMultiplier() {     return multiplier. }
false;public;1;3;;public void setMultiplier(Double multiplier) {     this.multiplier = multiplier. }
