commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Boolean getLogPhi() {     return logPhi. }
false;public;1;3;;public void setLogPhi(Boolean logPhi) {     this.logPhi = logPhi. }
false;public;0;3;;public Integer getLogPhiMaxBytes() {     return logPhiMaxBytes. }
false;public;1;3;;public void setLogPhiMaxBytes(Integer logPhiMaxBytes) {     this.logPhiMaxBytes = logPhiMaxBytes. }
false;public;0;3;;public String getDefaultCharset() {     return defaultCharset. }
false;public;1;3;;public void setDefaultCharset(String defaultCharset) {     this.defaultCharset = defaultCharset. }
false;public;0;3;;public MllpConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(MllpConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public Boolean getBridgeErrorHandler() {     return bridgeErrorHandler. }
false;public;1;3;;public void setBridgeErrorHandler(Boolean bridgeErrorHandler) {     this.bridgeErrorHandler = bridgeErrorHandler. }
false;public;0;3;;public ExchangePattern getExchangePattern() {     return exchangePattern. }
false;public;1;3;;public void setExchangePattern(ExchangePattern exchangePattern) {     this.exchangePattern = exchangePattern. }
false;public;0;3;;public Boolean getSynchronous() {     return synchronous. }
false;public;1;3;;public void setSynchronous(Boolean synchronous) {     this.synchronous = synchronous. }
false;public;0;3;;public String getCharsetName() {     return charsetName. }
false;public;1;3;;public void setCharsetName(String charsetName) {     this.charsetName = charsetName. }
false;public;0;3;;public Integer getBacklog() {     return backlog. }
false;public;1;3;;public void setBacklog(Integer backlog) {     this.backlog = backlog. }
false;public;0;3;;public Integer getBindTimeout() {     return bindTimeout. }
false;public;1;3;;public void setBindTimeout(Integer bindTimeout) {     this.bindTimeout = bindTimeout. }
false;public;0;3;;public Integer getBindRetryInterval() {     return bindRetryInterval. }
false;public;1;3;;public void setBindRetryInterval(Integer bindRetryInterval) {     this.bindRetryInterval = bindRetryInterval. }
false;public;0;3;;public Boolean getLenientBind() {     return lenientBind. }
false;public;1;3;;public void setLenientBind(Boolean lenientBind) {     this.lenientBind = lenientBind. }
false;public;0;3;;public Integer getAcceptTimeout() {     return acceptTimeout. }
false;public;1;3;;public void setAcceptTimeout(Integer acceptTimeout) {     this.acceptTimeout = acceptTimeout. }
false;public;0;3;;public Integer getConnectTimeout() {     return connectTimeout. }
false;public;1;3;;public void setConnectTimeout(Integer connectTimeout) {     this.connectTimeout = connectTimeout. }
false;public;0;3;;public Integer getReceiveTimeout() {     return receiveTimeout. }
false;public;1;3;;public void setReceiveTimeout(Integer receiveTimeout) {     this.receiveTimeout = receiveTimeout. }
false;public;0;3;;public Integer getMaxConcurrentConsumers() {     return maxConcurrentConsumers. }
false;public;1;3;;public void setMaxConcurrentConsumers(Integer maxConcurrentConsumers) {     this.maxConcurrentConsumers = maxConcurrentConsumers. }
false;public;0;5;;@Deprecated @DeprecatedConfigurationProperty public Integer getMaxReceiveTimeouts() {     return maxReceiveTimeouts. }
false;public;1;4;;@Deprecated public void setMaxReceiveTimeouts(Integer maxReceiveTimeouts) {     this.maxReceiveTimeouts = maxReceiveTimeouts. }
false;public;0;3;;public Integer getIdleTimeout() {     return idleTimeout. }
false;public;1;3;;public void setIdleTimeout(Integer idleTimeout) {     this.idleTimeout = idleTimeout. }
false;public;0;3;;public Integer getReadTimeout() {     return readTimeout. }
false;public;1;3;;public void setReadTimeout(Integer readTimeout) {     this.readTimeout = readTimeout. }
false;public;0;3;;public Boolean getKeepAlive() {     return keepAlive. }
false;public;1;3;;public void setKeepAlive(Boolean keepAlive) {     this.keepAlive = keepAlive. }
false;public;0;3;;public Boolean getTcpNoDelay() {     return tcpNoDelay. }
false;public;1;3;;public void setTcpNoDelay(Boolean tcpNoDelay) {     this.tcpNoDelay = tcpNoDelay. }
false;public;0;3;;public Boolean getReuseAddress() {     return reuseAddress. }
false;public;1;3;;public void setReuseAddress(Boolean reuseAddress) {     this.reuseAddress = reuseAddress. }
false;public;0;3;;public Integer getReceiveBufferSize() {     return receiveBufferSize. }
false;public;1;3;;public void setReceiveBufferSize(Integer receiveBufferSize) {     this.receiveBufferSize = receiveBufferSize. }
false;public;0;3;;public Integer getSendBufferSize() {     return sendBufferSize. }
false;public;1;3;;public void setSendBufferSize(Integer sendBufferSize) {     this.sendBufferSize = sendBufferSize. }
false;public;0;3;;public Boolean getAutoAck() {     return autoAck. }
false;public;1;3;;public void setAutoAck(Boolean autoAck) {     this.autoAck = autoAck. }
false;public;0;3;;public Boolean getHl7Headers() {     return hl7Headers. }
