commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getExcludePackages() {     return excludePackages. }
false;public;1;3;;public void setExcludePackages(String excludePackages) {     this.excludePackages = excludePackages. }
false;public;0;3;;public String getExcludeClasses() {     return excludeClasses. }
false;public;1;3;;public void setExcludeClasses(String excludeClasses) {     this.excludeClasses = excludeClasses. }
false;public;0;3;;public String getIncludeMethods() {     return includeMethods. }
false;public;1;3;;public void setIncludeMethods(String includeMethods) {     this.includeMethods = includeMethods. }
false;public;0;3;;public String getExcludeMethods() {     return excludeMethods. }
false;public;1;3;;public void setExcludeMethods(String excludeMethods) {     this.excludeMethods = excludeMethods. }
false;public;0;3;;public Boolean getIncludeStaticMethods() {     return includeStaticMethods. }
false;public;1;3;;public void setIncludeStaticMethods(Boolean includeStaticMethods) {     this.includeStaticMethods = includeStaticMethods. }
