commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getLogMessage() {     return logMessage. }
false;public;1;3;;public void setLogMessage(String logMessage) {     this.logMessage = logMessage. }
false;public;0;3;;public String getLocalAddress() {     return localAddress. }
false;public;1;3;;public void setLocalAddress(String localAddress) {     this.localAddress = localAddress. }
false;public;0;3;;public SyslogFacility getFacility() {     return facility. }
false;public;1;3;;public void setFacility(SyslogFacility facility) {     this.facility = facility. }
false;public;0;3;;public Calendar getTimestamp() {     return timestamp. }
false;public;1;3;;public void setTimestamp(Calendar timestamp) {     this.timestamp = timestamp. }
false;public;0;3;;public SyslogSeverity getSeverity() {     return severity. }
false;public;1;3;;public void setSeverity(SyslogSeverity severity) {     this.severity = severity. }
false;public;0;3;;public String getRemoteAddress() {     return remoteAddress. }
false;public;1;3;;public void setRemoteAddress(String remoteAddress) {     this.remoteAddress = remoteAddress. }
false;public;0;3;;public String getHostname() {     return hostname. }
false;public;1;3;;public void setHostname(String hostname) {     this.hostname = hostname. }
false;public;0;5;;@Override public String toString() {     return "SyslogMessage{" + "content='" + logMessage + '\'' + ", facility=" + facility + ", severity=" + severity + ", remoteAddress='" + remoteAddress + '\'' + ", localAddress='" + localAddress + '\'' + ", hostname='" + hostname + '\'' + ", messageTime=" + timestamp + '}'. }
