commented;modifiers;parameterAmount;loc;comment;code
true;public;0;4;/**  * Clears all info flags.  */ ;/**  * Clears all info flags.  */ public NodesInfoRequestBuilder clear() {     request.clear().     return this. }
true;public;0;4;/**  * Sets to return all the data.  */ ;/**  * Sets to return all the data.  */ public NodesInfoRequestBuilder all() {     request.all().     return this. }
true;public;1;4;/**  * Should the node settings be returned.  */ ;/**  * Should the node settings be returned.  */ public NodesInfoRequestBuilder setSettings(boolean settings) {     request.settings(settings).     return this. }
true;public;1;4;/**  * Should the node OS info be returned.  */ ;/**  * Should the node OS info be returned.  */ public NodesInfoRequestBuilder setOs(boolean os) {     request.os(os).     return this. }
true;public;1;4;/**  * Should the node OS process be returned.  */ ;/**  * Should the node OS process be returned.  */ public NodesInfoRequestBuilder setProcess(boolean process) {     request.process(process).     return this. }
true;public;1;4;/**  * Should the node JVM info be returned.  */ ;/**  * Should the node JVM info be returned.  */ public NodesInfoRequestBuilder setJvm(boolean jvm) {     request.jvm(jvm).     return this. }
true;public;1;4;/**  * Should the node thread pool info be returned.  */ ;/**  * Should the node thread pool info be returned.  */ public NodesInfoRequestBuilder setThreadPool(boolean threadPool) {     request.threadPool(threadPool).     return this. }
true;public;1;4;/**  * Should the node Transport info be returned.  */ ;/**  * Should the node Transport info be returned.  */ public NodesInfoRequestBuilder setTransport(boolean transport) {     request.transport(transport).     return this. }
true;public;1;4;/**  * Should the node HTTP info be returned.  */ ;/**  * Should the node HTTP info be returned.  */ public NodesInfoRequestBuilder setHttp(boolean http) {     request.http(http).     return this. }
true;public;1;4;/**  * Should the node plugins info be returned.  */ ;/**  * Should the node plugins info be returned.  */ public NodesInfoRequestBuilder setPlugins(boolean plugins) {     request().plugins(plugins).     return this. }
true;public;1;4;/**  * Should the node ingest info be returned.  */ ;/**  * Should the node ingest info be returned.  */ public NodesInfoRequestBuilder setIngest(boolean ingest) {     request().ingest(ingest).     return this. }
true;public;1;4;/**  * Should the node indices info be returned.  */ ;/**  * Should the node indices info be returned.  */ public NodesInfoRequestBuilder setIndices(boolean indices) {     request().indices(indices).     return this. }
