commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getKey() {     return key. }
false;public;1;3;;public void setKey(String key) {     this.key = key. }
false;public;0;3;;public String getType() {     return type. }
false;public;1;3;;public void setType(String type) {     this.type = type. }
false;public;0;3;;public String getValue() {     return value. }
false;public;1;3;;public void setValue(String value) {     this.value = value. }
false;public;0;3;;public String getType() {     return type. }
false;public;1;3;;public void setType(String type) {     this.type = type. }
false;public;0;3;;public String getValue() {     return value. }
false;public;1;3;;public void setValue(String value) {     this.value = value. }
false;public;0;3;;public String getExchangeId() {     return exchangeId. }
false;public;1;3;;public void setExchangeId(String exchangeId) {     this.exchangeId = exchangeId. }
false;public;0;3;;public List<Header> getHeaders() {     return headers. }
false;public;1;3;;public void setHeaders(List<Header> headers) {     this.headers = headers. }
false;public;0;3;;public Body getBody() {     return body. }
false;public;1;3;;public void setBody(Body body) {     this.body = body. }
