commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public int getArity() {     return fields.length. }
false;public;0;4;;@Override public byte getHeader() {     return header. }
false;public;1;4;;@Override public void setHeader(byte header) {     this.header = header. }
false;public;1;4;;@Override public boolean isNullAt(int ordinal) {     return this.fields[ordinal] == null. }
false;public;1;4;;@Override public void setNullAt(int ordinal) {     this.fields[ordinal] = null. }
false;public;1;4;;@Override public BinaryString getString(int ordinal) {     return (BinaryString) this.fields[ordinal]. }
false;public;1;4;;@Override public BinaryArray getArray(int ordinal) {     return (BinaryArray) this.fields[ordinal]. }
false;public;1;4;;@Override public BinaryMap getMap(int ordinal) {     return (BinaryMap) this.fields[ordinal]. }
false;public;0;12;;@Override public String toString() {     StringBuilder sb = new StringBuilder().     sb.append(getHeader()).append("|").     for (int i = 0. i < fields.length. i++) {         if (i != 0) {             sb.append(",").         }         sb.append(StringUtils.arrayAwareToString(fields[i])).     }     return sb.toString(). }
false;public;0;4;;@Override public int hashCode() {     return 31 * Byte.hashCode(getHeader()) + Arrays.hashCode(fields). }
false;public;1;9;;@Override public boolean equals(Object o) {     if (o != null && o instanceof ObjectArrayRow) {         ObjectArrayRow other = (ObjectArrayRow) o.         return header == other.header && Arrays.equals(fields, other.fields).     } else {         return false.     } }
