commented;modifiers;parameterAmount;loc;comment;code
false;public;1;4;;@Override public boolean getBoolean(int ordinal) {     return (boolean) this.fields[ordinal]. }
false;public;1;4;;@Override public byte getByte(int ordinal) {     return (byte) this.fields[ordinal]. }
false;public;1;4;;@Override public short getShort(int ordinal) {     return (short) this.fields[ordinal]. }
false;public;1;4;;@Override public int getInt(int ordinal) {     return (int) this.fields[ordinal]. }
false;public;1;4;;@Override public long getLong(int ordinal) {     return (long) this.fields[ordinal]. }
false;public;1;4;;@Override public float getFloat(int ordinal) {     return (float) this.fields[ordinal]. }
false;public;1;4;;@Override public double getDouble(int ordinal) {     return (double) this.fields[ordinal]. }
false;public;1;4;;@Override public char getChar(int ordinal) {     return (char) this.fields[ordinal]. }
false;public;2;4;;@Override public void setBoolean(int ordinal, boolean value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setByte(int ordinal, byte value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setShort(int ordinal, short value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setInt(int ordinal, int value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setLong(int ordinal, long value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setFloat(int ordinal, float value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setDouble(int ordinal, double value) {     this.fields[ordinal] = value. }
false;public;2;4;;@Override public void setChar(int ordinal, char value) {     this.fields[ordinal] = value. }
false;public;2;3;;public void setField(int ordinal, Object value) {     this.fields[ordinal] = value. }
false;public,static;1;9;;public static GenericRow of(Object... values) {     GenericRow row = new GenericRow(values.length).     for (int i = 0. i < values.length. ++i) {         row.setField(i, values[i]).     }     return row. }
