# id;timestamp;commentText;codeText;commentWords;codeWords
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1415211488;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<String, Object>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        exchange.getOut().setHeader(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,string,object,headers,put,constants,status,headers,put,constants,report,exchange,get,out,set,header,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1426678236;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<String, Object>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,string,object,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1471273621;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<String, Object>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,string,object,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1524063178;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1540108158;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1540108163;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1543847795;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1543847942;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> private void setValidationReport(Exchange exchange, String report, String status);1543911754;Sets validation report and status__@param exchange_@param report_@param status;private void setValidationReport(Exchange exchange, String report, String status) {_        _        Map<String, Object> headers = new HashMap<>()__        headers.put(Constants.VALIDATION_STATUS, status)__        headers.put(Constants.VALIDATION_REPORT, report)__        if (exchange.getPattern().isOutCapable()) {_            exchange.getOut().setHeaders(exchange.getIn().getHeaders())__            exchange.getOut().getHeaders().putAll(headers)__        } else {_            exchange.getIn().getHeaders().putAll(headers)__        }_    };sets,validation,report,and,status,param,exchange,param,report,param,status;private,void,set,validation,report,exchange,exchange,string,report,string,status,map,string,object,headers,new,hash,map,headers,put,constants,status,headers,put,constants,report,if,exchange,get,pattern,is,out,capable,exchange,get,out,set,headers,exchange,get,in,get,headers,exchange,get,out,get,headers,put,all,headers,else,exchange,get,in,get,headers,put,all,headers
SchematronProducer -> public SchematronProducer(final SchematronEndpoint endpoint);1415211488;@param endpoint the schematron endpoint.;public SchematronProducer(final SchematronEndpoint endpoint) {_        super(endpoint)__        this.endpoint = endpoint__    };param,endpoint,the,schematron,endpoint;public,schematron,producer,final,schematron,endpoint,endpoint,super,endpoint,this,endpoint,endpoint
SchematronProducer -> public SchematronProducer(final SchematronEndpoint endpoint);1426678236;@param endpoint the schematron endpoint.;public SchematronProducer(final SchematronEndpoint endpoint) {_        super(endpoint)__        this.endpoint = endpoint__    };param,endpoint,the,schematron,endpoint;public,schematron,producer,final,schematron,endpoint,endpoint,super,endpoint,this,endpoint,endpoint
