commented;modifiers;parameterAmount;loc;comment;code
false;protected;0;4;;@Override protected NodeInfo<FieldAttribute> info() {     return NodeInfo.create(this, FieldAttribute::new, parent, name(), field, qualifier(), nullable(), id(), synthetic()). }
false;public;0;3;;public FieldAttribute parent() {     return parent. }
false;public;0;3;;public String path() {     return path. }
false;public;0;4;;public String qualifiedPath() {     // return only the qualifier is there's no path     return qualifier() != null ? qualifier() + (Strings.hasText(path) ? "." + path : StringUtils.EMPTY) : path. }
false;public;0;3;;public boolean isNested() {     return nestedParent != null. }
false;public;0;3;;public FieldAttribute nestedParent() {     return nestedParent. }
false;public;0;3;;public EsField.Exact getExactInfo() {     return field.getExactInfo(). }
false;public;0;7;;public FieldAttribute exactAttribute() {     EsField exactField = field.getExactField().     if (exactField.equals(field) == false) {         return innerField(field.getExactField()).     }     return this. }
false;private;1;3;;private FieldAttribute innerField(EsField type) {     return new FieldAttribute(source(), this, name() + "." + type.getName(), type, qualifier(), nullable(), id(), synthetic()). }
false;protected;0;4;;@Override protected Expression canonicalize() {     return new FieldAttribute(source(), null, "<none>", field, null, Nullability.TRUE, id(), false). }
false;protected;6;6;;@Override protected Attribute clone(Source source, String name, String qualifier, Nullability nullability, ExpressionId id, boolean synthetic) {     FieldAttribute qualifiedParent = parent != null ? (FieldAttribute) parent.withQualifier(qualifier) : null.     return new FieldAttribute(source, qualifiedParent, name, field, qualifier, nullability, id, synthetic). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(super.hashCode(), path). }
false;public;1;4;;@Override public boolean equals(Object obj) {     return super.equals(obj) && Objects.equals(path, ((FieldAttribute) obj).path). }
false;protected;0;4;;@Override protected String label() {     return "f". }
false;public;0;3;;public EsField field() {     return field. }
