# id;timestamp;commentText;codeText;commentWords;codeWords
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1454411631;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1454427784;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1461669017;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1475517578;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1475589042;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1484681137;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1495653033;Helper method which sets up an iteration with the given vertex value.__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1501532946;Helper method which sets up an iteration with the given vertex value.__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1475517578;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<>(cf, edgesWithValue, null,_			maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1475589042;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<>(cf, edgesWithValue, null,_			maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1484681137;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<>(cf, edgesWithValue, null,_			maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,cf,edges,with,value,null,maximum,number,of,iterations
