commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public EventId getStartEventID() {     return startEventID. }
false;public;0;3;;public NodeId getPreviousBufferEntry() {     return previousBufferEntry. }
false;public;0;3;;public long getStartTimestamp() {     return startTimestamp. }
false;public;0;3;;public String getCurrentStateName() {     return currentStateName. }
false;public;0;3;;public DeweyNumber getVersion() {     return version. }
false;public;1;13;;@Override public boolean equals(Object obj) {     if (obj instanceof ComputationState) {         ComputationState other = (ComputationState) obj.         return Objects.equals(currentStateName, other.currentStateName) && Objects.equals(version, other.version) && startTimestamp == other.startTimestamp && Objects.equals(startEventID, other.startEventID) && Objects.equals(previousBufferEntry, other.previousBufferEntry).     } else {         return false.     } }
false;public;0;10;;@Override public String toString() {     return "ComputationState{" + "currentStateName='" + currentStateName + '\'' + ", version=" + version + ", startTimestamp=" + startTimestamp + ", previousBufferEntry=" + previousBufferEntry + ", startEventID=" + startEventID + '}'. }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(currentStateName, version, startTimestamp, startEventID, previousBufferEntry). }
false;public,static;1;3;;public static ComputationState createStartState(final String state) {     return createStartState(state, new DeweyNumber(1)). }
false;public,static;2;3;;public static ComputationState createStartState(final String state, final DeweyNumber version) {     return createState(state, null, version, -1L, null). }
false;public,static;5;8;;public static ComputationState createState(final String currentState, final NodeId previousEntry, final DeweyNumber version, final long startTimestamp, final EventId startEventID) {     return new ComputationState(currentState, previousEntry, version, startEventID, startTimestamp). }
