# id;timestamp;commentText;codeText;commentWords;codeWords
RestController -> private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request);1524684173;Get the valid set of HTTP methods for a REST request.;private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request) {_        Set<RestRequest.Method> validMethods = new HashSet<>()__        Iterator<MethodHandlers> allHandlers = getAllHandlers(request)__        for (Iterator<MethodHandlers> it = allHandlers_ it.hasNext()_ ) {_            Optional.ofNullable(it.next()).map(mh -> validMethods.addAll(mh.getValidMethods()))__        }_        return validMethods__    };get,the,valid,set,of,http,methods,for,a,rest,request;private,set,rest,request,method,get,valid,handler,method,set,rest,request,request,set,rest,request,method,valid,methods,new,hash,set,iterator,method,handlers,all,handlers,get,all,handlers,request,for,iterator,method,handlers,it,all,handlers,it,has,next,optional,of,nullable,it,next,map,mh,valid,methods,add,all,mh,get,valid,methods,return,valid,methods
RestController -> private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request);1525645056;Get the valid set of HTTP methods for a REST request.;private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request) {_        Set<RestRequest.Method> validMethods = new HashSet<>()__        Iterator<MethodHandlers> allHandlers = getAllHandlers(request)__        for (Iterator<MethodHandlers> it = allHandlers_ it.hasNext()_ ) {_            Optional.ofNullable(it.next()).map(mh -> validMethods.addAll(mh.getValidMethods()))__        }_        return validMethods__    };get,the,valid,set,of,http,methods,for,a,rest,request;private,set,rest,request,method,get,valid,handler,method,set,rest,request,request,set,rest,request,method,valid,methods,new,hash,set,iterator,method,handlers,all,handlers,get,all,handlers,request,for,iterator,method,handlers,it,all,handlers,it,has,next,optional,of,nullable,it,next,map,mh,valid,methods,add,all,mh,get,valid,methods,return,valid,methods
RestController -> private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request);1529015561;Get the valid set of HTTP methods for a REST request.;private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request) {_        Set<RestRequest.Method> validMethods = new HashSet<>()__        Iterator<MethodHandlers> allHandlers = getAllHandlers(request)__        for (Iterator<MethodHandlers> it = allHandlers_ it.hasNext()_ ) {_            Optional.ofNullable(it.next()).map(mh -> validMethods.addAll(mh.getValidMethods()))__        }_        return validMethods__    };get,the,valid,set,of,http,methods,for,a,rest,request;private,set,rest,request,method,get,valid,handler,method,set,rest,request,request,set,rest,request,method,valid,methods,new,hash,set,iterator,method,handlers,all,handlers,get,all,handlers,request,for,iterator,method,handlers,it,all,handlers,it,has,next,optional,of,nullable,it,next,map,mh,valid,methods,add,all,mh,get,valid,methods,return,valid,methods
RestController -> private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request);1541092382;Get the valid set of HTTP methods for a REST request.;private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request) {_        Set<RestRequest.Method> validMethods = new HashSet<>()__        Iterator<MethodHandlers> allHandlers = getAllHandlers(request)__        for (Iterator<MethodHandlers> it = allHandlers_ it.hasNext()_ ) {_            Optional.ofNullable(it.next()).map(mh -> validMethods.addAll(mh.getValidMethods()))__        }_        return validMethods__    };get,the,valid,set,of,http,methods,for,a,rest,request;private,set,rest,request,method,get,valid,handler,method,set,rest,request,request,set,rest,request,method,valid,methods,new,hash,set,iterator,method,handlers,all,handlers,get,all,handlers,request,for,iterator,method,handlers,it,all,handlers,it,has,next,optional,of,nullable,it,next,map,mh,valid,methods,add,all,mh,get,valid,methods,return,valid,methods
RestController -> private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request);1542402632;Get the valid set of HTTP methods for a REST request.;private Set<RestRequest.Method> getValidHandlerMethodSet(RestRequest request) {_        Set<RestRequest.Method> validMethods = new HashSet<>()__        Iterator<MethodHandlers> allHandlers = getAllHandlers(request)__        for (Iterator<MethodHandlers> it = allHandlers_ it.hasNext()_ ) {_            Optional.ofNullable(it.next()).map(mh -> validMethods.addAll(mh.getValidMethods()))__        }_        return validMethods__    };get,the,valid,set,of,http,methods,for,a,rest,request;private,set,rest,request,method,get,valid,handler,method,set,rest,request,request,set,rest,request,method,valid,methods,new,hash,set,iterator,method,handlers,all,handlers,get,all,handlers,request,for,iterator,method,handlers,it,all,handlers,it,has,next,optional,of,nullable,it,next,map,mh,valid,methods,add,all,mh,get,valid,methods,return,valid,methods
RestController -> boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,                             final Optional<RestHandler> mHandler) throws Exception;1524684173;Dispatch the request, if possible, returning true if a response was sent or false otherwise.;boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,_                            final Optional<RestHandler> mHandler) throws Exception {_        final int contentLength = request.hasContent() ? request.content().length() : 0___        RestChannel responseChannel = channel__        _        boolean requestHandled___        if (contentLength > 0 && mHandler.map(h -> hasContentType(request, h) == false).orElse(false)) {_            sendContentTypeErrorMessage(request, channel)__            requestHandled = true__        } else if (contentLength > 0 && mHandler.map(h -> h.supportsContentStream()).orElse(false) &&_            request.getXContentType() != XContentType.JSON && request.getXContentType() != XContentType.SMILE) {_            channel.sendResponse(BytesRestResponse.createSimpleErrorResponse(channel,_                RestStatus.NOT_ACCEPTABLE, "Content-Type [" + request.getXContentType() +_                    "] does not support stream parsing. Use JSON or SMILE instead"))__            requestHandled = true__        } else if (mHandler.isPresent()) {__            try {_                if (canTripCircuitBreaker(mHandler)) {_                    inFlightRequestsBreaker(circuitBreakerService).addEstimateBytesAndMaybeBreak(contentLength, "<http_request>")__                } else {_                    inFlightRequestsBreaker(circuitBreakerService).addWithoutBreaking(contentLength)__                }_                _                responseChannel = new ResourceHandlingHttpChannel(channel, circuitBreakerService, contentLength)___                final RestHandler wrappedHandler = mHandler.map(h -> handlerWrapper.apply(h)).get()__                wrappedHandler.handleRequest(request, responseChannel, client)__                requestHandled = true__            } catch (Exception e) {_                responseChannel.sendResponse(new BytesRestResponse(responseChannel, e))__                _                requestHandled = true__            }_        } else {_            _            final Set<RestRequest.Method> validMethodSet = getValidHandlerMethodSet(request)__            if (validMethodSet.size() > 0_                && validMethodSet.contains(request.method()) == false_                && request.method() != RestRequest.Method.OPTIONS) {_                _                _                _                handleUnsupportedHttpMethod(request, channel, validMethodSet)__                requestHandled = true__            } else if (validMethodSet.contains(request.method()) == false_                && (request.method() == RestRequest.Method.OPTIONS)) {_                handleOptionsRequest(request, channel, validMethodSet)__                requestHandled = true__            } else {_                requestHandled = false__            }_        }_        _        return requestHandled__    };dispatch,the,request,if,possible,returning,true,if,a,response,was,sent,or,false,otherwise;boolean,dispatch,request,final,rest,request,request,final,rest,channel,channel,final,node,client,client,final,optional,rest,handler,m,handler,throws,exception,final,int,content,length,request,has,content,request,content,length,0,rest,channel,response,channel,channel,boolean,request,handled,if,content,length,0,m,handler,map,h,has,content,type,request,h,false,or,else,false,send,content,type,error,message,request,channel,request,handled,true,else,if,content,length,0,m,handler,map,h,h,supports,content,stream,or,else,false,request,get,xcontent,type,xcontent,type,json,request,get,xcontent,type,xcontent,type,smile,channel,send,response,bytes,rest,response,create,simple,error,response,channel,rest,status,content,type,request,get,xcontent,type,does,not,support,stream,parsing,use,json,or,smile,instead,request,handled,true,else,if,m,handler,is,present,try,if,can,trip,circuit,breaker,m,handler,in,flight,requests,breaker,circuit,breaker,service,add,estimate,bytes,and,maybe,break,content,length,else,in,flight,requests,breaker,circuit,breaker,service,add,without,breaking,content,length,response,channel,new,resource,handling,http,channel,channel,circuit,breaker,service,content,length,final,rest,handler,wrapped,handler,m,handler,map,h,handler,wrapper,apply,h,get,wrapped,handler,handle,request,request,response,channel,client,request,handled,true,catch,exception,e,response,channel,send,response,new,bytes,rest,response,response,channel,e,request,handled,true,else,final,set,rest,request,method,valid,method,set,get,valid,handler,method,set,request,if,valid,method,set,size,0,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,unsupported,http,method,request,channel,valid,method,set,request,handled,true,else,if,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,options,request,request,channel,valid,method,set,request,handled,true,else,request,handled,false,return,request,handled
RestController -> boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,                             final Optional<RestHandler> mHandler) throws Exception;1525645056;Dispatch the request, if possible, returning true if a response was sent or false otherwise.;boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,_                            final Optional<RestHandler> mHandler) throws Exception {_        final int contentLength = request.hasContent() ? request.content().length() : 0___        RestChannel responseChannel = channel__        _        boolean requestHandled___        if (contentLength > 0 && mHandler.map(h -> hasContentType(request, h) == false).orElse(false)) {_            sendContentTypeErrorMessage(request, channel)__            requestHandled = true__        } else if (contentLength > 0 && mHandler.map(h -> h.supportsContentStream()).orElse(false) &&_            request.getXContentType() != XContentType.JSON && request.getXContentType() != XContentType.SMILE) {_            channel.sendResponse(BytesRestResponse.createSimpleErrorResponse(channel,_                RestStatus.NOT_ACCEPTABLE, "Content-Type [" + request.getXContentType() +_                    "] does not support stream parsing. Use JSON or SMILE instead"))__            requestHandled = true__        } else if (mHandler.isPresent()) {__            try {_                if (canTripCircuitBreaker(mHandler)) {_                    inFlightRequestsBreaker(circuitBreakerService).addEstimateBytesAndMaybeBreak(contentLength, "<http_request>")__                } else {_                    inFlightRequestsBreaker(circuitBreakerService).addWithoutBreaking(contentLength)__                }_                _                responseChannel = new ResourceHandlingHttpChannel(channel, circuitBreakerService, contentLength)___                final RestHandler wrappedHandler = mHandler.map(h -> handlerWrapper.apply(h)).get()__                wrappedHandler.handleRequest(request, responseChannel, client)__                requestHandled = true__            } catch (Exception e) {_                responseChannel.sendResponse(new BytesRestResponse(responseChannel, e))__                _                requestHandled = true__            }_        } else {_            _            final Set<RestRequest.Method> validMethodSet = getValidHandlerMethodSet(request)__            if (validMethodSet.size() > 0_                && validMethodSet.contains(request.method()) == false_                && request.method() != RestRequest.Method.OPTIONS) {_                _                _                _                handleUnsupportedHttpMethod(request, channel, validMethodSet)__                requestHandled = true__            } else if (validMethodSet.contains(request.method()) == false_                && (request.method() == RestRequest.Method.OPTIONS)) {_                handleOptionsRequest(request, channel, validMethodSet)__                requestHandled = true__            } else {_                requestHandled = false__            }_        }_        _        return requestHandled__    };dispatch,the,request,if,possible,returning,true,if,a,response,was,sent,or,false,otherwise;boolean,dispatch,request,final,rest,request,request,final,rest,channel,channel,final,node,client,client,final,optional,rest,handler,m,handler,throws,exception,final,int,content,length,request,has,content,request,content,length,0,rest,channel,response,channel,channel,boolean,request,handled,if,content,length,0,m,handler,map,h,has,content,type,request,h,false,or,else,false,send,content,type,error,message,request,channel,request,handled,true,else,if,content,length,0,m,handler,map,h,h,supports,content,stream,or,else,false,request,get,xcontent,type,xcontent,type,json,request,get,xcontent,type,xcontent,type,smile,channel,send,response,bytes,rest,response,create,simple,error,response,channel,rest,status,content,type,request,get,xcontent,type,does,not,support,stream,parsing,use,json,or,smile,instead,request,handled,true,else,if,m,handler,is,present,try,if,can,trip,circuit,breaker,m,handler,in,flight,requests,breaker,circuit,breaker,service,add,estimate,bytes,and,maybe,break,content,length,else,in,flight,requests,breaker,circuit,breaker,service,add,without,breaking,content,length,response,channel,new,resource,handling,http,channel,channel,circuit,breaker,service,content,length,final,rest,handler,wrapped,handler,m,handler,map,h,handler,wrapper,apply,h,get,wrapped,handler,handle,request,request,response,channel,client,request,handled,true,catch,exception,e,response,channel,send,response,new,bytes,rest,response,response,channel,e,request,handled,true,else,final,set,rest,request,method,valid,method,set,get,valid,handler,method,set,request,if,valid,method,set,size,0,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,unsupported,http,method,request,channel,valid,method,set,request,handled,true,else,if,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,options,request,request,channel,valid,method,set,request,handled,true,else,request,handled,false,return,request,handled
RestController -> boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,                             final Optional<RestHandler> mHandler) throws Exception;1529015561;Dispatch the request, if possible, returning true if a response was sent or false otherwise.;boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,_                            final Optional<RestHandler> mHandler) throws Exception {_        final int contentLength = request.hasContent() ? request.content().length() : 0___        RestChannel responseChannel = channel__        _        boolean requestHandled___        if (contentLength > 0 && mHandler.map(h -> hasContentType(request, h) == false).orElse(false)) {_            sendContentTypeErrorMessage(request, channel)__            requestHandled = true__        } else if (contentLength > 0 && mHandler.map(h -> h.supportsContentStream()).orElse(false) &&_            request.getXContentType() != XContentType.JSON && request.getXContentType() != XContentType.SMILE) {_            channel.sendResponse(BytesRestResponse.createSimpleErrorResponse(channel,_                RestStatus.NOT_ACCEPTABLE, "Content-Type [" + request.getXContentType() +_                    "] does not support stream parsing. Use JSON or SMILE instead"))__            requestHandled = true__        } else if (mHandler.isPresent()) {__            try {_                if (canTripCircuitBreaker(mHandler)) {_                    inFlightRequestsBreaker(circuitBreakerService).addEstimateBytesAndMaybeBreak(contentLength, "<http_request>")__                } else {_                    inFlightRequestsBreaker(circuitBreakerService).addWithoutBreaking(contentLength)__                }_                _                responseChannel = new ResourceHandlingHttpChannel(channel, circuitBreakerService, contentLength)___                final RestHandler wrappedHandler = mHandler.map(h -> handlerWrapper.apply(h)).get()__                wrappedHandler.handleRequest(request, responseChannel, client)__                requestHandled = true__            } catch (Exception e) {_                responseChannel.sendResponse(new BytesRestResponse(responseChannel, e))__                _                requestHandled = true__            }_        } else {_            _            final Set<RestRequest.Method> validMethodSet = getValidHandlerMethodSet(request)__            if (validMethodSet.size() > 0_                && validMethodSet.contains(request.method()) == false_                && request.method() != RestRequest.Method.OPTIONS) {_                _                _                _                handleUnsupportedHttpMethod(request, channel, validMethodSet)__                requestHandled = true__            } else if (validMethodSet.contains(request.method()) == false_                && (request.method() == RestRequest.Method.OPTIONS)) {_                handleOptionsRequest(request, channel, validMethodSet)__                requestHandled = true__            } else {_                requestHandled = false__            }_        }_        _        return requestHandled__    };dispatch,the,request,if,possible,returning,true,if,a,response,was,sent,or,false,otherwise;boolean,dispatch,request,final,rest,request,request,final,rest,channel,channel,final,node,client,client,final,optional,rest,handler,m,handler,throws,exception,final,int,content,length,request,has,content,request,content,length,0,rest,channel,response,channel,channel,boolean,request,handled,if,content,length,0,m,handler,map,h,has,content,type,request,h,false,or,else,false,send,content,type,error,message,request,channel,request,handled,true,else,if,content,length,0,m,handler,map,h,h,supports,content,stream,or,else,false,request,get,xcontent,type,xcontent,type,json,request,get,xcontent,type,xcontent,type,smile,channel,send,response,bytes,rest,response,create,simple,error,response,channel,rest,status,content,type,request,get,xcontent,type,does,not,support,stream,parsing,use,json,or,smile,instead,request,handled,true,else,if,m,handler,is,present,try,if,can,trip,circuit,breaker,m,handler,in,flight,requests,breaker,circuit,breaker,service,add,estimate,bytes,and,maybe,break,content,length,else,in,flight,requests,breaker,circuit,breaker,service,add,without,breaking,content,length,response,channel,new,resource,handling,http,channel,channel,circuit,breaker,service,content,length,final,rest,handler,wrapped,handler,m,handler,map,h,handler,wrapper,apply,h,get,wrapped,handler,handle,request,request,response,channel,client,request,handled,true,catch,exception,e,response,channel,send,response,new,bytes,rest,response,response,channel,e,request,handled,true,else,final,set,rest,request,method,valid,method,set,get,valid,handler,method,set,request,if,valid,method,set,size,0,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,unsupported,http,method,request,channel,valid,method,set,request,handled,true,else,if,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,options,request,request,channel,valid,method,set,request,handled,true,else,request,handled,false,return,request,handled
RestController -> boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,                             final Optional<RestHandler> mHandler) throws Exception;1541092382;Dispatch the request, if possible, returning true if a response was sent or false otherwise.;boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,_                            final Optional<RestHandler> mHandler) throws Exception {_        final int contentLength = request.hasContent() ? request.content().length() : 0___        RestChannel responseChannel = channel__        _        boolean requestHandled___        if (contentLength > 0 && mHandler.map(h -> hasContentType(request, h) == false).orElse(false)) {_            sendContentTypeErrorMessage(request, channel)__            requestHandled = true__        } else if (contentLength > 0 && mHandler.map(h -> h.supportsContentStream()).orElse(false) &&_            request.getXContentType() != XContentType.JSON && request.getXContentType() != XContentType.SMILE) {_            channel.sendResponse(BytesRestResponse.createSimpleErrorResponse(channel,_                RestStatus.NOT_ACCEPTABLE, "Content-Type [" + request.getXContentType() +_                    "] does not support stream parsing. Use JSON or SMILE instead"))__            requestHandled = true__        } else if (mHandler.isPresent()) {__            try {_                if (canTripCircuitBreaker(mHandler)) {_                    inFlightRequestsBreaker(circuitBreakerService).addEstimateBytesAndMaybeBreak(contentLength, "<http_request>")__                } else {_                    inFlightRequestsBreaker(circuitBreakerService).addWithoutBreaking(contentLength)__                }_                _                responseChannel = new ResourceHandlingHttpChannel(channel, circuitBreakerService, contentLength)___                final RestHandler wrappedHandler = mHandler.map(h -> handlerWrapper.apply(h)).get()__                wrappedHandler.handleRequest(request, responseChannel, client)__                requestHandled = true__            } catch (Exception e) {_                responseChannel.sendResponse(new BytesRestResponse(responseChannel, e))__                _                requestHandled = true__            }_        } else {_            _            final Set<RestRequest.Method> validMethodSet = getValidHandlerMethodSet(request)__            if (validMethodSet.size() > 0_                && validMethodSet.contains(request.method()) == false_                && request.method() != RestRequest.Method.OPTIONS) {_                _                _                _                handleUnsupportedHttpMethod(request, channel, validMethodSet)__                requestHandled = true__            } else if (validMethodSet.contains(request.method()) == false_                && (request.method() == RestRequest.Method.OPTIONS)) {_                handleOptionsRequest(request, channel, validMethodSet)__                requestHandled = true__            } else {_                requestHandled = false__            }_        }_        _        return requestHandled__    };dispatch,the,request,if,possible,returning,true,if,a,response,was,sent,or,false,otherwise;boolean,dispatch,request,final,rest,request,request,final,rest,channel,channel,final,node,client,client,final,optional,rest,handler,m,handler,throws,exception,final,int,content,length,request,has,content,request,content,length,0,rest,channel,response,channel,channel,boolean,request,handled,if,content,length,0,m,handler,map,h,has,content,type,request,h,false,or,else,false,send,content,type,error,message,request,channel,request,handled,true,else,if,content,length,0,m,handler,map,h,h,supports,content,stream,or,else,false,request,get,xcontent,type,xcontent,type,json,request,get,xcontent,type,xcontent,type,smile,channel,send,response,bytes,rest,response,create,simple,error,response,channel,rest,status,content,type,request,get,xcontent,type,does,not,support,stream,parsing,use,json,or,smile,instead,request,handled,true,else,if,m,handler,is,present,try,if,can,trip,circuit,breaker,m,handler,in,flight,requests,breaker,circuit,breaker,service,add,estimate,bytes,and,maybe,break,content,length,else,in,flight,requests,breaker,circuit,breaker,service,add,without,breaking,content,length,response,channel,new,resource,handling,http,channel,channel,circuit,breaker,service,content,length,final,rest,handler,wrapped,handler,m,handler,map,h,handler,wrapper,apply,h,get,wrapped,handler,handle,request,request,response,channel,client,request,handled,true,catch,exception,e,response,channel,send,response,new,bytes,rest,response,response,channel,e,request,handled,true,else,final,set,rest,request,method,valid,method,set,get,valid,handler,method,set,request,if,valid,method,set,size,0,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,unsupported,http,method,request,channel,valid,method,set,request,handled,true,else,if,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,options,request,request,channel,valid,method,set,request,handled,true,else,request,handled,false,return,request,handled
RestController -> boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,                             final Optional<RestHandler> mHandler) throws Exception;1542402632;Dispatch the request, if possible, returning true if a response was sent or false otherwise.;boolean dispatchRequest(final RestRequest request, final RestChannel channel, final NodeClient client,_                            final Optional<RestHandler> mHandler) throws Exception {_        final int contentLength = request.hasContent() ? request.content().length() : 0___        RestChannel responseChannel = channel__        _        boolean requestHandled___        if (contentLength > 0 && mHandler.map(h -> hasContentType(request, h) == false).orElse(false)) {_            sendContentTypeErrorMessage(request, channel)__            requestHandled = true__        } else if (contentLength > 0 && mHandler.map(h -> h.supportsContentStream()).orElse(false) &&_            request.getXContentType() != XContentType.JSON && request.getXContentType() != XContentType.SMILE) {_            channel.sendResponse(BytesRestResponse.createSimpleErrorResponse(channel,_                RestStatus.NOT_ACCEPTABLE, "Content-Type [" + request.getXContentType() +_                    "] does not support stream parsing. Use JSON or SMILE instead"))__            requestHandled = true__        } else if (mHandler.isPresent()) {__            try {_                if (canTripCircuitBreaker(mHandler)) {_                    inFlightRequestsBreaker(circuitBreakerService).addEstimateBytesAndMaybeBreak(contentLength, "<http_request>")__                } else {_                    inFlightRequestsBreaker(circuitBreakerService).addWithoutBreaking(contentLength)__                }_                _                responseChannel = new ResourceHandlingHttpChannel(channel, circuitBreakerService, contentLength)___                final RestHandler wrappedHandler = mHandler.map(h -> handlerWrapper.apply(h)).get()__                wrappedHandler.handleRequest(request, responseChannel, client)__                requestHandled = true__            } catch (Exception e) {_                responseChannel.sendResponse(new BytesRestResponse(responseChannel, e))__                _                requestHandled = true__            }_        } else {_            _            final Set<RestRequest.Method> validMethodSet = getValidHandlerMethodSet(request)__            if (validMethodSet.size() > 0_                && validMethodSet.contains(request.method()) == false_                && request.method() != RestRequest.Method.OPTIONS) {_                _                _                _                handleUnsupportedHttpMethod(request, channel, validMethodSet)__                requestHandled = true__            } else if (validMethodSet.contains(request.method()) == false_                && (request.method() == RestRequest.Method.OPTIONS)) {_                handleOptionsRequest(request, channel, validMethodSet)__                requestHandled = true__            } else {_                requestHandled = false__            }_        }_        _        return requestHandled__    };dispatch,the,request,if,possible,returning,true,if,a,response,was,sent,or,false,otherwise;boolean,dispatch,request,final,rest,request,request,final,rest,channel,channel,final,node,client,client,final,optional,rest,handler,m,handler,throws,exception,final,int,content,length,request,has,content,request,content,length,0,rest,channel,response,channel,channel,boolean,request,handled,if,content,length,0,m,handler,map,h,has,content,type,request,h,false,or,else,false,send,content,type,error,message,request,channel,request,handled,true,else,if,content,length,0,m,handler,map,h,h,supports,content,stream,or,else,false,request,get,xcontent,type,xcontent,type,json,request,get,xcontent,type,xcontent,type,smile,channel,send,response,bytes,rest,response,create,simple,error,response,channel,rest,status,content,type,request,get,xcontent,type,does,not,support,stream,parsing,use,json,or,smile,instead,request,handled,true,else,if,m,handler,is,present,try,if,can,trip,circuit,breaker,m,handler,in,flight,requests,breaker,circuit,breaker,service,add,estimate,bytes,and,maybe,break,content,length,else,in,flight,requests,breaker,circuit,breaker,service,add,without,breaking,content,length,response,channel,new,resource,handling,http,channel,channel,circuit,breaker,service,content,length,final,rest,handler,wrapped,handler,m,handler,map,h,handler,wrapper,apply,h,get,wrapped,handler,handle,request,request,response,channel,client,request,handled,true,catch,exception,e,response,channel,send,response,new,bytes,rest,response,response,channel,e,request,handled,true,else,final,set,rest,request,method,valid,method,set,get,valid,handler,method,set,request,if,valid,method,set,size,0,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,unsupported,http,method,request,channel,valid,method,set,request,handled,true,else,if,valid,method,set,contains,request,method,false,request,method,rest,request,method,options,handle,options,request,request,channel,valid,method,set,request,handled,true,else,request,handled,false,return,request,handled
RestController -> public void registerAsDeprecatedHandler(RestRequest.Method method, String path, RestHandler handler,                                             String deprecationMessage, DeprecationLogger logger);1524684173;Registers a REST handler to be executed when the provided {@code method} and {@code path} match the request.__@param method GET, POST, etc._@param path Path to handle (e.g., "/{index}/{type}/_bulk")_@param handler The handler to actually execute_@param deprecationMessage The message to log and send as a header in the response_@param logger The existing deprecation logger to use;public void registerAsDeprecatedHandler(RestRequest.Method method, String path, RestHandler handler,_                                            String deprecationMessage, DeprecationLogger logger) {_        assert (handler instanceof DeprecationRestHandler) == false___        registerHandler(method, path, new DeprecationRestHandler(handler, deprecationMessage, logger))__    };registers,a,rest,handler,to,be,executed,when,the,provided,code,method,and,code,path,match,the,request,param,method,get,post,etc,param,path,path,to,handle,e,g,index,type,param,handler,the,handler,to,actually,execute,param,deprecation,message,the,message,to,log,and,send,as,a,header,in,the,response,param,logger,the,existing,deprecation,logger,to,use;public,void,register,as,deprecated,handler,rest,request,method,method,string,path,rest,handler,handler,string,deprecation,message,deprecation,logger,logger,assert,handler,instanceof,deprecation,rest,handler,false,register,handler,method,path,new,deprecation,rest,handler,handler,deprecation,message,logger
