# id;timestamp;commentText;codeText;commentWords;codeWords
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1524684173;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1536828374;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1541419698;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1542646292;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1542804617;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1543851569;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1524684173;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1536828374;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1541419698;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1542646292;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1542804617;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
