commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getChangeLog() {     return this.changeLog. }
false;public;1;4;;public void setChangeLog(String changeLog) {     Assert.notNull(changeLog, "ChangeLog must not be null").     this.changeLog = changeLog. }
false;public;0;3;;public boolean isCheckChangeLogLocation() {     return this.checkChangeLogLocation. }
false;public;1;3;;public void setCheckChangeLogLocation(boolean checkChangeLogLocation) {     this.checkChangeLogLocation = checkChangeLogLocation. }
false;public;0;3;;public String getContexts() {     return this.contexts. }
false;public;1;3;;public void setContexts(String contexts) {     this.contexts = contexts. }
false;public;0;3;;public String getDefaultSchema() {     return this.defaultSchema. }
false;public;1;3;;public void setDefaultSchema(String defaultSchema) {     this.defaultSchema = defaultSchema. }
false;public;0;3;;public String getLiquibaseSchema() {     return this.liquibaseSchema. }
false;public;1;3;;public void setLiquibaseSchema(String liquibaseSchema) {     this.liquibaseSchema = liquibaseSchema. }
false;public;0;3;;public String getLiquibaseTablespace() {     return this.liquibaseTablespace. }
false;public;1;3;;public void setLiquibaseTablespace(String liquibaseTablespace) {     this.liquibaseTablespace = liquibaseTablespace. }
false;public;0;3;;public String getDatabaseChangeLogTable() {     return this.databaseChangeLogTable. }
false;public;1;3;;public void setDatabaseChangeLogTable(String databaseChangeLogTable) {     this.databaseChangeLogTable = databaseChangeLogTable. }
false;public;0;3;;public String getDatabaseChangeLogLockTable() {     return this.databaseChangeLogLockTable. }
false;public;1;3;;public void setDatabaseChangeLogLockTable(String databaseChangeLogLockTable) {     this.databaseChangeLogLockTable = databaseChangeLogLockTable. }
false;public;0;3;;public boolean isDropFirst() {     return this.dropFirst. }
false;public;1;3;;public void setDropFirst(boolean dropFirst) {     this.dropFirst = dropFirst. }
false;public;0;3;;public boolean isEnabled() {     return this.enabled. }
false;public;1;3;;public void setEnabled(boolean enabled) {     this.enabled = enabled. }
false;public;0;3;;public String getUser() {     return this.user. }
false;public;1;3;;public void setUser(String user) {     this.user = user. }
false;public;0;3;;public String getPassword() {     return this.password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public String getUrl() {     return this.url. }
false;public;1;3;;public void setUrl(String url) {     this.url = url. }
false;public;0;3;;public String getLabels() {     return this.labels. }
false;public;1;3;;public void setLabels(String labels) {     this.labels = labels. }
false;public;0;3;;public Map<String, String> getParameters() {     return this.parameters. }
false;public;1;3;;public void setParameters(Map<String, String> parameters) {     this.parameters = parameters. }
false;public;0;3;;public File getRollbackFile() {     return this.rollbackFile. }
false;public;1;3;;public void setRollbackFile(File rollbackFile) {     this.rollbackFile = rollbackFile. }
false;public;0;3;;public boolean isTestRollbackOnUpdate() {     return this.testRollbackOnUpdate. }
false;public;1;3;;public void setTestRollbackOnUpdate(boolean testRollbackOnUpdate) {     this.testRollbackOnUpdate = testRollbackOnUpdate. }
