commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;// ************************************************************************* // Properties // ************************************************************************* public String getNamespace() {     return namespace. }
true;public;1;3;/**  * The namespace  */ ;/**  * The namespace  */ public void setNamespace(String namespace) {     this.namespace = namespace. }
false;public;0;3;;public String getUsername() {     return username. }
true;public;1;3;/**  * The username  */ ;/**  * The username  */ public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return password. }
true;public;1;3;/**  * The password  */ ;/**  * The password  */ public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public String getClientName() {     return clientName. }
true;public;1;3;/**  * Sets the Ribbon client name  */ ;/**  * Sets the Ribbon client name  */ public void setClientName(String clientName) {     this.clientName = clientName. }
true;public;1;4;/**  * Sets the namespace  */ ;// ************************************************************************* // Fluent API // ************************************************************************* /**  * Sets the namespace  */ public RibbonServiceCallServiceLoadBalancerConfiguration namespace(String namespace) {     setNamespace(namespace).     return this. }
true;public;1;4;/**  * Sets the username  */ ;/**  * Sets the username  */ public RibbonServiceCallServiceLoadBalancerConfiguration username(String username) {     setUsername(username).     return this. }
true;public;1;4;/**  * Sets the password  */ ;/**  * Sets the password  */ public RibbonServiceCallServiceLoadBalancerConfiguration password(String password) {     setPassword(password).     return this. }
true;public;1;4;/**  * Sets the Ribbon client name  */ ;/**  * Sets the Ribbon client name  */ public RibbonServiceCallServiceLoadBalancerConfiguration clientName(String clientName) {     setClientName(clientName).     return this. }
