commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getSobjects() {     return sobjects. }
false;public;1;3;;public void setSobjects(String sobjects) {     this.sobjects = sobjects. }
false;public;0;3;;public String getIdentity() {     return identity. }
false;public;1;3;;public void setIdentity(String identity) {     this.identity = identity. }
false;public;0;3;;public String getConnect() {     return connect. }
false;public;1;3;;public void setConnect(String connect) {     this.connect = connect. }
false;public;0;3;;public String getSearch() {     return search. }
false;public;1;3;;public void setSearch(String search) {     this.search = search. }
false;public;0;3;;public String getQuery() {     return query. }
false;public;1;3;;public void setQuery(String query) {     this.query = query. }
false;public;0;3;;public String getChatter() {     return chatter. }
false;public;1;3;;public void setChatter(String chatter) {     this.chatter = chatter. }
false;public;0;3;;public String getRecent() {     return recent. }
false;public;1;3;;public void setRecent(String recent) {     this.recent = recent. }
false;public;0;3;;public String getTooling() {     return tooling. }
false;public;1;3;;public void setTooling(String tooling) {     this.tooling = tooling. }
false;public;0;3;;public String getLicensing() {     return licensing. }
false;public;1;3;;public void setLicensing(String licensing) {     this.licensing = licensing. }
false;public;0;3;;public String getAnalytics() {     return analytics. }
false;public;1;3;;public void setAnalytics(String analytics) {     this.analytics = analytics. }
false;public;0;3;;public String getLimits() {     return limits. }
false;public;1;3;;public void setLimits(String limits) {     this.limits = limits. }
false;public;0;3;;public String getTheme() {     return theme. }
false;public;1;3;;public void setTheme(String theme) {     this.theme = theme. }
false;public;0;3;;public String getQueryAll() {     return queryAll. }
false;public;1;3;;public void setQueryAll(String queryAll) {     this.queryAll = queryAll. }
false;public;0;3;;public String getKnowledgeManagement() {     return knowledgeManagement. }
false;public;1;3;;public void setKnowledgeManagement(String knowledgeManagement) {     this.knowledgeManagement = knowledgeManagement. }
false;public;0;3;;public String getProcess() {     return process. }
false;public;1;3;;public void setProcess(String process) {     this.process = process. }
false;public;0;3;;public String getFlexiPage() {     return flexiPage. }
false;public;1;3;;public void setFlexiPage(String flexiPage) {     this.flexiPage = flexiPage. }
false;public;0;3;;public String getQuickActions() {     return quickActions. }
false;public;1;3;;public void setQuickActions(String quickActions) {     this.quickActions = quickActions. }
false;public;0;3;;public String getAppMenu() {     return appMenu. }
false;public;1;3;;public void setAppMenu(String appMenu) {     this.appMenu = appMenu. }
false;public;0;3;;public String getCompactLayouts() {     return compactLayouts. }
false;public;1;3;;public void setCompactLayouts(String compactLayouts) {     this.compactLayouts = compactLayouts. }
false;public;0;3;;public String getActions() {     return actions. }
false;public;1;3;;public void setActions(String actions) {     this.actions = actions. }
false;public;0;3;;public String getTabs() {     return tabs. }
false;public;1;3;;public void setTabs(String tabs) {     this.tabs = tabs. }
false;public;0;3;;public String getWave() {     return wave. }
false;public;1;3;;public void setWave(String wave) {     this.wave = wave. }
false;public;0;3;;public String getAsyncQueries() {     return asyncQueries. }
false;public;1;3;;public void setAsyncQueries(String asyncQueries) {     this.asyncQueries = asyncQueries. }
false;public;0;3;;public String getExchangeConnect() {     return exchangeConnect. }
false;public;1;3;;public void setExchangeConnect(String exchangeConnect) {     this.exchangeConnect = exchangeConnect. }
