commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public ConnectionId getId() {     return new ConnectionId(from.getId(), to.getId()). }
false;public;0;3;;public Vertex getFrom() {     return from. }
false;public;0;3;;public Vertex getTo() {     return to. }
true;public;0;3;/**  * @return a measure of the relative connectedness between a pair of {@link Vertex} objects  */ ;/**  * @return a measure of the relative connectedness between a pair of {@link Vertex} objects  */ public double getWeight() {     return weight. }
true;public;0;3;/**  * @return the number of documents in the sampled set that contained this  * pair of {@link Vertex} objects.  */ ;/**  * @return the number of documents in the sampled set that contained this  * pair of {@link Vertex} objects.  */ public long getDocCount() {     return docCount. }
false;public;1;14;;@Override public boolean equals(Object obj) {     if (this == obj)         return true.     if (obj == null)         return false.     if (getClass() != obj.getClass())         return false.     Connection other = (Connection) obj.     return docCount == other.docCount && weight == other.weight && Objects.equals(to, other.to) && Objects.equals(from, other.from). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(docCount, weight, from, to). }
false;;3;6;;void toXContent(XContentBuilder builder, Params params, ObjectIntHashMap<Vertex> vertexNumbers) throws IOException {     builder.field(SOURCE.getPreferredName(), vertexNumbers.get(from)).     builder.field(TARGET.getPreferredName(), vertexNumbers.get(to)).     builder.field(WEIGHT.getPreferredName(), weight).     builder.field(DOC_COUNT.getPreferredName(), docCount). }
false;public;1;3;;public Connection resolve(List<Vertex> vertices) {     return new Connection(vertices.get(fromIndex), vertices.get(toIndex), weight, docCount). }
false;static;1;3;;static UnresolvedConnection fromXContent(XContentParser parser) throws IOException {     return PARSER.apply(parser, null). }
false;public;1;16;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     ConnectionId vertexId = (ConnectionId) o.     if (source != null ? !source.equals(vertexId.source) : vertexId.source != null)         return false.     if (target != null ? !target.equals(vertexId.target) : vertexId.target != null)         return false.     return true. }
false;public;0;6;;@Override public int hashCode() {     int result = source != null ? source.hashCode() : 0.     result = 31 * result + (target != null ? target.hashCode() : 0).     return result. }
false;public;0;3;;public VertexId getSource() {     return source. }
false;public;0;3;;public VertexId getTarget() {     return target. }
false;public;0;4;;@Override public String toString() {     return getSource() + "->" + getTarget(). }
