# id;timestamp;commentText;codeText;commentWords;codeWords
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1409589492;Returns the result bound to the broadcast variable identified by the_given {@code name}.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1411473593;Returns the result bound to the broadcast variable identified by the_given {@code name}.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1412338914;Returns the result bound to the broadcast variable identified by the_given {@code name}.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1415044729;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1418925508;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1423570503;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1427097830;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1435243086;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1435243086;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
RuntimeContext -> <RT> List<RT> getBroadcastVariable(String name)_;1435243087;Returns the result bound to the broadcast variable identified by the_given {@code name}._<p>_IMPORTANT: The broadcast variable data structure is shared between the parallel_tasks on one machine. Any access that modifies its internal state needs to_be manually synchronized by the caller.__@param name The name under which the broadcast variable is registered__@return The broadcast variable, materialized as a list of elements.;<RT> List<RT> getBroadcastVariable(String name)_;returns,the,result,bound,to,the,broadcast,variable,identified,by,the,given,code,name,p,important,the,broadcast,variable,data,structure,is,shared,between,the,parallel,tasks,on,one,machine,any,access,that,modifies,its,internal,state,needs,to,be,manually,synchronized,by,the,caller,param,name,the,name,under,which,the,broadcast,variable,is,registered,return,the,broadcast,variable,materialized,as,a,list,of,elements;rt,list,rt,get,broadcast,variable,string,name
