commented;modifiers;parameterAmount;loc;comment;code
false;public;2;5;;public void putFollow(final PutFollowAction.Request request, final ActionListener<PutFollowAction.Response> listener) {     client.execute(PutFollowAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<PutFollowAction.Response> putFollow(final PutFollowAction.Request request) {     final PlainActionFuture<PutFollowAction.Response> listener = PlainActionFuture.newFuture().     client.execute(PutFollowAction.INSTANCE, request, listener).     return listener. }
false;public;2;3;;public void resumeFollow(final ResumeFollowAction.Request request, final ActionListener<AcknowledgedResponse> listener) {     client.execute(ResumeFollowAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<AcknowledgedResponse> resumeFollow(final ResumeFollowAction.Request request) {     final PlainActionFuture<AcknowledgedResponse> listener = PlainActionFuture.newFuture().     client.execute(ResumeFollowAction.INSTANCE, request, listener).     return listener. }
false;public;2;5;;public void followStats(final FollowStatsAction.StatsRequest request, final ActionListener<FollowStatsAction.StatsResponses> listener) {     client.execute(FollowStatsAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<FollowStatsAction.StatsResponses> followStats(final FollowStatsAction.StatsRequest request) {     final PlainActionFuture<FollowStatsAction.StatsResponses> listener = PlainActionFuture.newFuture().     client.execute(FollowStatsAction.INSTANCE, request, listener).     return listener. }
false;public;2;4;;public void stats(final CcrStatsAction.Request request, final ActionListener<CcrStatsAction.Response> listener) {     client.execute(CcrStatsAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<CcrStatsAction.Response> stats(final CcrStatsAction.Request request) {     final PlainActionFuture<CcrStatsAction.Response> listener = PlainActionFuture.newFuture().     stats(request, listener).     return listener. }
false;public;2;3;;public void pauseFollow(final PauseFollowAction.Request request, final ActionListener<AcknowledgedResponse> listener) {     client.execute(PauseFollowAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<AcknowledgedResponse> pauseFollow(final PauseFollowAction.Request request) {     final PlainActionFuture<AcknowledgedResponse> listener = PlainActionFuture.newFuture().     client.execute(PauseFollowAction.INSTANCE, request, listener).     return listener. }
false;public;2;3;;public void unfollow(final UnfollowAction.Request request, final ActionListener<AcknowledgedResponse> listener) {     client.execute(UnfollowAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<AcknowledgedResponse> unfollow(final UnfollowAction.Request request) {     final PlainActionFuture<AcknowledgedResponse> listener = PlainActionFuture.newFuture().     client.execute(UnfollowAction.INSTANCE, request, listener).     return listener. }
false;public;2;5;;public void putAutoFollowPattern(final PutAutoFollowPatternAction.Request request, final ActionListener<AcknowledgedResponse> listener) {     client.execute(PutAutoFollowPatternAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<AcknowledgedResponse> putAutoFollowPattern(final PutAutoFollowPatternAction.Request request) {     final PlainActionFuture<AcknowledgedResponse> listener = PlainActionFuture.newFuture().     client.execute(PutAutoFollowPatternAction.INSTANCE, request, listener).     return listener. }
false;public;2;5;;public void deleteAutoFollowPattern(final DeleteAutoFollowPatternAction.Request request, final ActionListener<AcknowledgedResponse> listener) {     client.execute(DeleteAutoFollowPatternAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<AcknowledgedResponse> deleteAutoFollowPattern(final DeleteAutoFollowPatternAction.Request request) {     final PlainActionFuture<AcknowledgedResponse> listener = PlainActionFuture.newFuture().     client.execute(DeleteAutoFollowPatternAction.INSTANCE, request, listener).     return listener. }
false;public;2;5;;public void getAutoFollowPattern(final GetAutoFollowPatternAction.Request request, final ActionListener<GetAutoFollowPatternAction.Response> listener) {     client.execute(GetAutoFollowPatternAction.INSTANCE, request, listener). }
false;public;1;5;;public ActionFuture<GetAutoFollowPatternAction.Response> getAutoFollowPattern(final GetAutoFollowPatternAction.Request request) {     final PlainActionFuture<GetAutoFollowPatternAction.Response> listener = PlainActionFuture.newFuture().     client.execute(GetAutoFollowPatternAction.INSTANCE, request, listener).     return listener. }
