commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Web3jConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(Web3jConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public List getPrivateFor() {     return privateFor. }
false;public;1;3;;public void setPrivateFor(List privateFor) {     this.privateFor = privateFor. }
false;public;0;3;;public Boolean getQuorumAPI() {     return quorumAPI. }
false;public;1;3;;public void setQuorumAPI(Boolean quorumAPI) {     this.quorumAPI = quorumAPI. }
false;public;0;3;;public Web3j getWeb3j() {     return web3j. }
false;public;1;3;;public void setWeb3j(Web3j web3j) {     this.web3j = web3j. }
false;public;0;3;;public BigInteger getPriority() {     return priority. }
false;public;1;3;;public void setPriority(BigInteger priority) {     this.priority = priority. }
false;public;0;3;;public BigInteger getTtl() {     return ttl. }
false;public;1;3;;public void setTtl(BigInteger ttl) {     this.ttl = ttl. }
false;public;0;3;;public BigInteger getGasPrice() {     return gasPrice. }
false;public;1;3;;public void setGasPrice(BigInteger gasPrice) {     this.gasPrice = gasPrice. }
false;public;0;3;;public BigInteger getGasLimit() {     return gasLimit. }
false;public;1;3;;public void setGasLimit(BigInteger gasLimit) {     this.gasLimit = gasLimit. }
false;public;0;3;;public BigInteger getValue() {     return value. }
false;public;1;3;;public void setValue(BigInteger value) {     this.value = value. }
false;public;0;3;;public String getData() {     return data. }
false;public;1;3;;public void setData(String data) {     this.data = data. }
false;public;0;3;;public String getFromAddress() {     return fromAddress. }
false;public;1;3;;public void setFromAddress(String fromAddress) {     this.fromAddress = fromAddress. }
false;public;0;3;;public String getToAddress() {     return toAddress. }
false;public;1;3;;public void setToAddress(String toAddress) {     this.toAddress = toAddress. }
false;public;0;3;;public String getClientId() {     return clientId. }
false;public;1;3;;public void setClientId(String clientId) {     this.clientId = clientId. }
false;public;0;3;;public String getHashrate() {     return hashrate. }
false;public;1;3;;public void setHashrate(String hashrate) {     this.hashrate = hashrate. }
false;public;0;3;;public String getMixDigest() {     return mixDigest. }
false;public;1;3;;public void setMixDigest(String mixDigest) {     this.mixDigest = mixDigest. }
false;public;0;3;;public String getHeaderPowHash() {     return headerPowHash. }
false;public;1;3;;public void setHeaderPowHash(String headerPowHash) {     this.headerPowHash = headerPowHash. }
false;public;0;3;;public String getNonce() {     return nonce. }
false;public;1;3;;public void setNonce(String nonce) {     this.nonce = nonce. }
false;public;0;3;;public String getSourceCode() {     return sourceCode. }
false;public;1;3;;public void setSourceCode(String sourceCode) {     this.sourceCode = sourceCode. }
false;public;0;3;;public String getTransactionHash() {     return transactionHash. }
false;public;1;3;;public void setTransactionHash(String transactionHash) {     this.transactionHash = transactionHash. }
false;public;0;3;;public String getDatabaseName() {     return databaseName. }
false;public;1;3;;public void setDatabaseName(String databaseName) {     this.databaseName = databaseName. }
false;public;0;3;;public String getKeyName() {     return keyName. }
false;public;1;3;;public void setKeyName(String keyName) {     this.keyName = keyName. }
false;public;0;3;;public BigInteger getFilterId() {     return filterId. }
false;public;1;3;;public void setFilterId(BigInteger filterId) {     this.filterId = filterId. }
false;public;0;3;;public BigInteger getIndex() {     return index. }
false;public;1;3;;public void setIndex(BigInteger index) {     this.index = index. }
false;public;0;3;;public String getSignedTransactionData() {     return signedTransactionData. }
false;public;1;3;;public void setSignedTransactionData(String signedTransactionData) {     this.signedTransactionData = signedTransactionData. }
false;public;0;3;;public String getBlockHash() {     return blockHash. }
false;public;1;3;;public void setBlockHash(String blockHash) {     this.blockHash = blockHash. }
false;public;0;3;;public String getSha3HashOfDataToSign() {     return sha3HashOfDataToSign. }
false;public;1;3;;public void setSha3HashOfDataToSign(String sha3HashOfDataToSign) {     this.sha3HashOfDataToSign = sha3HashOfDataToSign. }
false;public;0;3;;public BigInteger getPosition() {     return position. }
false;public;1;3;;public void setPosition(BigInteger position) {     this.position = position. }
false;public;0;3;;public String getFromBlock() {     return fromBlock. }
false;public;1;3;;public void setFromBlock(String fromBlock) {     this.fromBlock = fromBlock. }
false;public;0;3;;public String getToBlock() {     return toBlock. }
false;public;1;3;;public void setToBlock(String toBlock) {     this.toBlock = toBlock. }
false;public;0;3;;public String getAtBlock() {     return atBlock. }
false;public;1;3;;public void setAtBlock(String atBlock) {     this.atBlock = atBlock. }
false;public;0;3;;public List getAddresses() {     return addresses. }
false;public;1;3;;public void setAddresses(List addresses) {     this.addresses = addresses. }
false;public;0;3;;public List getTopics() {     return topics. }
false;public;1;3;;public void setTopics(List topics) {     this.topics = topics. }
false;public;0;3;;public String getAddress() {     return address. }
false;public;1;3;;public void setAddress(String address) {     this.address = address. }
false;public;0;3;;public Boolean getFullTransactionObjects() {     return fullTransactionObjects. }
false;public;1;3;;public void setFullTransactionObjects(Boolean fullTransactionObjects) {     this.fullTransactionObjects = fullTransactionObjects. }
false;public;0;3;;public String getOperation() {     return operation. }
false;public;1;3;;public void setOperation(String operation) {     this.operation = operation. }
