commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getRaftHandle() {     return raftHandle. }
false;public;1;3;;public void setRaftHandle(String raftHandle) {     this.raftHandle = raftHandle. }
false;public;0;3;;public String getStateMachine() {     return stateMachine. }
false;public;1;3;;public void setStateMachine(String stateMachine) {     this.stateMachine = stateMachine. }
false;public;0;3;;public String getRaftId() {     return raftId. }
false;public;1;3;;public void setRaftId(String raftId) {     this.raftId = raftId. }
false;public;0;3;;public String getChannelProperties() {     return channelProperties. }
false;public;1;3;;public void setChannelProperties(String channelProperties) {     this.channelProperties = channelProperties. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
