commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public StompConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(StompConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public String getBrokerURL() {     return brokerURL. }
false;public;1;3;;public void setBrokerURL(String brokerURL) {     this.brokerURL = brokerURL. }
false;public;0;3;;public String getLogin() {     return login. }
false;public;1;3;;public void setLogin(String login) {     this.login = login. }
false;public;0;3;;public String getPasscode() {     return passcode. }
false;public;1;3;;public void setPasscode(String passcode) {     this.passcode = passcode. }
false;public;0;3;;public String getHost() {     return host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public Boolean getUseGlobalSslContextParameters() {     return useGlobalSslContextParameters. }
false;public;1;4;;public void setUseGlobalSslContextParameters(Boolean useGlobalSslContextParameters) {     this.useGlobalSslContextParameters = useGlobalSslContextParameters. }
false;public;0;3;;public String getHeaderFilterStrategy() {     return headerFilterStrategy. }
false;public;1;3;;public void setHeaderFilterStrategy(String headerFilterStrategy) {     this.headerFilterStrategy = headerFilterStrategy. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public String getHost() {     return host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public String getBrokerURL() {     return brokerURL. }
false;public;1;3;;public void setBrokerURL(String brokerURL) {     this.brokerURL = brokerURL. }
false;public;0;3;;public String getLogin() {     return login. }
false;public;1;3;;public void setLogin(String login) {     this.login = login. }
false;public;0;3;;public String getPasscode() {     return passcode. }
false;public;1;3;;public void setPasscode(String passcode) {     this.passcode = passcode. }
false;public;0;3;;public SSLContextParameters getSslContextParameters() {     return sslContextParameters. }
false;public;1;4;;public void setSslContextParameters(SSLContextParameters sslContextParameters) {     this.sslContextParameters = sslContextParameters. }
