# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractServerBase -> public String getServerName();1509037054;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public String getServerName();1509981553;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public String getServerName();1510060074;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public String getServerName();1510911969;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public String getServerName();1512567202;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public String getServerName();1522337587;Gets the name of the server. This is useful for debugging._@return The name of the server.;public String getServerName() {_		return serverName__	};gets,the,name,of,the,server,this,is,useful,for,debugging,return,the,name,of,the,server;public,string,get,server,name,return,server,name
AbstractServerBase -> public CompletableFuture<Void> shutdownServer();1512567202;Shuts down the server and all related thread pools._@return A {@link CompletableFuture} that will be completed upon termination of the shutdown process.;public CompletableFuture<Void> shutdownServer() {_		CompletableFuture<Void> shutdownFuture = new CompletableFuture<>()__		if (serverShutdownFuture.compareAndSet(null, shutdownFuture)) {_			log.info("Shutting down {} @ {}", serverName, serverAddress)___			final CompletableFuture<Void> groupShutdownFuture = new CompletableFuture<>()__			if (bootstrap != null) {_				EventLoopGroup group = bootstrap.group()__				if (group != null && !group.isShutdown()) {_					group.shutdownGracefully(0L, 0L, TimeUnit.MILLISECONDS)_							.addListener(finished -> {_								if (finished.isSuccess()) {_									groupShutdownFuture.complete(null)__								} else {_									groupShutdownFuture.completeExceptionally(finished.cause())__								}_							})__				} else {_					groupShutdownFuture.complete(null)__				}_			} else {_				groupShutdownFuture.complete(null)__			}__			final CompletableFuture<Void> handlerShutdownFuture = new CompletableFuture<>()__			if (handler == null) {_				handlerShutdownFuture.complete(null)__			} else {_				handler.shutdown().whenComplete((result, throwable) -> {_					if (throwable != null) {_						handlerShutdownFuture.completeExceptionally(throwable)__					} else {_						handlerShutdownFuture.complete(null)__					}_				})__			}__			final CompletableFuture<Void> queryExecShutdownFuture = CompletableFuture.runAsync(() -> {_				if (queryExecutor != null) {_					ExecutorUtils.gracefulShutdown(10L, TimeUnit.MINUTES, queryExecutor)__				}_			})___			CompletableFuture.allOf(_					queryExecShutdownFuture, groupShutdownFuture, handlerShutdownFuture_			).whenComplete((result, throwable) -> {_				if (throwable != null) {_					shutdownFuture.completeExceptionally(throwable)__				} else {_					shutdownFuture.complete(null)__				}_			})__		}_		return serverShutdownFuture.get()__	};shuts,down,the,server,and,all,related,thread,pools,return,a,link,completable,future,that,will,be,completed,upon,termination,of,the,shutdown,process;public,completable,future,void,shutdown,server,completable,future,void,shutdown,future,new,completable,future,if,server,shutdown,future,compare,and,set,null,shutdown,future,log,info,shutting,down,server,name,server,address,final,completable,future,void,group,shutdown,future,new,completable,future,if,bootstrap,null,event,loop,group,group,bootstrap,group,if,group,null,group,is,shutdown,group,shutdown,gracefully,0l,0l,time,unit,milliseconds,add,listener,finished,if,finished,is,success,group,shutdown,future,complete,null,else,group,shutdown,future,complete,exceptionally,finished,cause,else,group,shutdown,future,complete,null,else,group,shutdown,future,complete,null,final,completable,future,void,handler,shutdown,future,new,completable,future,if,handler,null,handler,shutdown,future,complete,null,else,handler,shutdown,when,complete,result,throwable,if,throwable,null,handler,shutdown,future,complete,exceptionally,throwable,else,handler,shutdown,future,complete,null,final,completable,future,void,query,exec,shutdown,future,completable,future,run,async,if,query,executor,null,executor,utils,graceful,shutdown,10l,time,unit,minutes,query,executor,completable,future,all,of,query,exec,shutdown,future,group,shutdown,future,handler,shutdown,future,when,complete,result,throwable,if,throwable,null,shutdown,future,complete,exceptionally,throwable,else,shutdown,future,complete,null,return,server,shutdown,future,get
AbstractServerBase -> public CompletableFuture<Void> shutdownServer();1522337587;Shuts down the server and all related thread pools._@return A {@link CompletableFuture} that will be completed upon termination of the shutdown process.;public CompletableFuture<Void> shutdownServer() {_		CompletableFuture<Void> shutdownFuture = new CompletableFuture<>()__		if (serverShutdownFuture.compareAndSet(null, shutdownFuture)) {_			log.info("Shutting down {} @ {}", serverName, serverAddress)___			final CompletableFuture<Void> groupShutdownFuture = new CompletableFuture<>()__			if (bootstrap != null) {_				EventLoopGroup group = bootstrap.group()__				if (group != null && !group.isShutdown()) {_					group.shutdownGracefully(0L, 0L, TimeUnit.MILLISECONDS)_							.addListener(finished -> {_								if (finished.isSuccess()) {_									groupShutdownFuture.complete(null)__								} else {_									groupShutdownFuture.completeExceptionally(finished.cause())__								}_							})__				} else {_					groupShutdownFuture.complete(null)__				}_			} else {_				groupShutdownFuture.complete(null)__			}__			final CompletableFuture<Void> handlerShutdownFuture = new CompletableFuture<>()__			if (handler == null) {_				handlerShutdownFuture.complete(null)__			} else {_				handler.shutdown().whenComplete((result, throwable) -> {_					if (throwable != null) {_						handlerShutdownFuture.completeExceptionally(throwable)__					} else {_						handlerShutdownFuture.complete(null)__					}_				})__			}__			final CompletableFuture<Void> queryExecShutdownFuture = CompletableFuture.runAsync(() -> {_				if (queryExecutor != null) {_					ExecutorUtils.gracefulShutdown(10L, TimeUnit.MINUTES, queryExecutor)__				}_			})___			CompletableFuture.allOf(_					queryExecShutdownFuture, groupShutdownFuture, handlerShutdownFuture_			).whenComplete((result, throwable) -> {_				if (throwable != null) {_					shutdownFuture.completeExceptionally(throwable)__				} else {_					shutdownFuture.complete(null)__				}_			})__		}_		return serverShutdownFuture.get()__	};shuts,down,the,server,and,all,related,thread,pools,return,a,link,completable,future,that,will,be,completed,upon,termination,of,the,shutdown,process;public,completable,future,void,shutdown,server,completable,future,void,shutdown,future,new,completable,future,if,server,shutdown,future,compare,and,set,null,shutdown,future,log,info,shutting,down,server,name,server,address,final,completable,future,void,group,shutdown,future,new,completable,future,if,bootstrap,null,event,loop,group,group,bootstrap,group,if,group,null,group,is,shutdown,group,shutdown,gracefully,0l,0l,time,unit,milliseconds,add,listener,finished,if,finished,is,success,group,shutdown,future,complete,null,else,group,shutdown,future,complete,exceptionally,finished,cause,else,group,shutdown,future,complete,null,else,group,shutdown,future,complete,null,final,completable,future,void,handler,shutdown,future,new,completable,future,if,handler,null,handler,shutdown,future,complete,null,else,handler,shutdown,when,complete,result,throwable,if,throwable,null,handler,shutdown,future,complete,exceptionally,throwable,else,handler,shutdown,future,complete,null,final,completable,future,void,query,exec,shutdown,future,completable,future,run,async,if,query,executor,null,executor,utils,graceful,shutdown,10l,time,unit,minutes,query,executor,completable,future,all,of,query,exec,shutdown,future,group,shutdown,future,handler,shutdown,future,when,complete,result,throwable,if,throwable,null,shutdown,future,complete,exceptionally,throwable,else,shutdown,future,complete,null,return,server,shutdown,future,get
AbstractServerBase -> public InetSocketAddress getServerAddress();1509037054;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> public InetSocketAddress getServerAddress();1509981553;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> public InetSocketAddress getServerAddress();1510060074;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> public InetSocketAddress getServerAddress();1510911969;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> public InetSocketAddress getServerAddress();1512567202;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> public InetSocketAddress getServerAddress();1522337587;Returns the address of this server.__@return AbstractServerBase address_@throws IllegalStateException If server has not been started yet;public InetSocketAddress getServerAddress() {_		Preconditions.checkState(serverAddress != null, "Server " + serverName + " has not been started.")__		return serverAddress__	};returns,the,address,of,this,server,return,abstract,server,base,address,throws,illegal,state,exception,if,server,has,not,been,started,yet;public,inet,socket,address,get,server,address,preconditions,check,state,server,address,null,server,server,name,has,not,been,started,return,server,address
AbstractServerBase -> private ExecutorService createQueryExecutor();1509037054;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> private ExecutorService createQueryExecutor();1509981553;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> private ExecutorService createQueryExecutor();1510060074;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> private ExecutorService createQueryExecutor();1510911969;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> private ExecutorService createQueryExecutor();1512567202;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> private ExecutorService createQueryExecutor();1522337587;Creates a thread pool for the query execution._@return Thread pool for query execution;private ExecutorService createQueryExecutor() {_		ThreadFactory threadFactory = new ThreadFactoryBuilder()_				.setDaemon(true)_				.setNameFormat("Flink " + getServerName() + " Thread %d")_				.build()__		return Executors.newFixedThreadPool(numQueryThreads, threadFactory)__	};creates,a,thread,pool,for,the,query,execution,return,thread,pool,for,query,execution;private,executor,service,create,query,executor,thread,factory,thread,factory,new,thread,factory,builder,set,daemon,true,set,name,format,flink,get,server,name,thread,d,build,return,executors,new,fixed,thread,pool,num,query,threads,thread,factory
AbstractServerBase -> protected ExecutorService getQueryExecutor();1509037054;Returns the thread-pool responsible for processing incoming requests.;protected ExecutorService getQueryExecutor() {_		return queryExecutor__	};returns,the,thread,pool,responsible,for,processing,incoming,requests;protected,executor,service,get,query,executor,return,query,executor
