commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Integer getPort() {     return this.port. }
false;public;1;3;;public void setPort(Integer port) {     this.port = port. }
false;public;0;3;;public InetAddress getAddress() {     return this.address. }
false;public;1;3;;public void setAddress(InetAddress address) {     this.address = address. }
false;public;0;3;;public Boolean isUseForwardHeaders() {     return this.useForwardHeaders. }
false;public;1;3;;public void setUseForwardHeaders(Boolean useForwardHeaders) {     this.useForwardHeaders = useForwardHeaders. }
false;public;0;3;;public String getServerHeader() {     return this.serverHeader. }
false;public;1;3;;public void setServerHeader(String serverHeader) {     this.serverHeader = serverHeader. }
false;public;0;3;;public DataSize getMaxHttpHeaderSize() {     return this.maxHttpHeaderSize. }
false;public;1;3;;public void setMaxHttpHeaderSize(DataSize maxHttpHeaderSize) {     this.maxHttpHeaderSize = maxHttpHeaderSize. }
false;public;0;3;;public Duration getConnectionTimeout() {     return this.connectionTimeout. }
false;public;1;3;;public void setConnectionTimeout(Duration connectionTimeout) {     this.connectionTimeout = connectionTimeout. }
false;public;0;3;;public ErrorProperties getError() {     return this.error. }
false;public;0;3;;public Ssl getSsl() {     return this.ssl. }
false;public;1;3;;public void setSsl(Ssl ssl) {     this.ssl = ssl. }
false;public;0;3;;public Compression getCompression() {     return this.compression. }
false;public;0;3;;public Http2 getHttp2() {     return this.http2. }
false;public;0;3;;public Servlet getServlet() {     return this.servlet. }
false;public;0;3;;public Tomcat getTomcat() {     return this.tomcat. }
false;public;0;3;;public Jetty getJetty() {     return this.jetty. }
false;public;0;3;;public Undertow getUndertow() {     return this.undertow. }
false;public;0;3;;public String getContextPath() {     return this.contextPath. }
false;public;1;3;;public void setContextPath(String contextPath) {     this.contextPath = cleanContextPath(contextPath). }
false;private;1;6;;private String cleanContextPath(String contextPath) {     if (StringUtils.hasText(contextPath) && contextPath.endsWith("/")) {         return contextPath.substring(0, contextPath.length() - 1).     }     return contextPath. }
false;public;0;3;;public String getApplicationDisplayName() {     return this.applicationDisplayName. }
false;public;1;3;;public void setApplicationDisplayName(String displayName) {     this.applicationDisplayName = displayName. }
false;public;0;3;;public Map<String, String> getContextParameters() {     return this.contextParameters. }
false;public;0;3;;public Jsp getJsp() {     return this.jsp. }
false;public;0;3;;public Session getSession() {     return this.session. }
false;public;0;3;;public int getMaxThreads() {     return this.maxThreads. }
false;public;1;3;;public void setMaxThreads(int maxThreads) {     this.maxThreads = maxThreads. }
false;public;0;3;;public int getMinSpareThreads() {     return this.minSpareThreads. }
false;public;1;3;;public void setMinSpareThreads(int minSpareThreads) {     this.minSpareThreads = minSpareThreads. }
false;public;0;3;;public DataSize getMaxHttpPostSize() {     return this.maxHttpPostSize. }
false;public;1;3;;public void setMaxHttpPostSize(DataSize maxHttpPostSize) {     this.maxHttpPostSize = maxHttpPostSize. }
false;public;0;3;;public Accesslog getAccesslog() {     return this.accesslog. }
false;public;0;3;;public Duration getBackgroundProcessorDelay() {     return this.backgroundProcessorDelay. }
false;public;1;3;;public void setBackgroundProcessorDelay(Duration backgroundProcessorDelay) {     this.backgroundProcessorDelay = backgroundProcessorDelay. }
